epoch,train_loss,validation_loss
1,10.299299652512008,6.9428582191467285
2,7.2960196572381095,6.357728958129883
3,5.906435193242253,5.214481353759766
4,5.177955898078713,4.818809509277344
5,4.739551969476648,4.284888744354248
6,4.234808032577102,3.7284603118896484
7,3.864476899842958,3.139042854309082
8,3.281868618887824,2.7679073810577393
9,2.9991567263732084,2.6556556224823
10,2.9975157299557247,2.51585054397583
11,2.8168789631611593,2.4337685108184814
12,2.694500394769617,2.346646308898926
13,2.6672874463571086,2.2959442138671875
14,2.5300813913345337,2.233665943145752
15,2.4170495916057275,2.207355499267578
16,2.390593515860068,2.125870704650879
17,2.2958547811250427,2.060149669647217
18,2.2532451668301143,1.9997644424438477
19,2.160432061633548,1.9304158687591553
20,2.1657009253630766,1.8426660299301147
21,1.9920490947929588,1.793920636177063
22,1.9977146354881492,1.7490334510803223
23,1.921362789901527,1.6880466938018799
24,1.8362417092194427,1.6550688743591309
25,1.7579927154489465,1.616877555847168
