epoch,train_loss,validation_loss,is_best,epochs_without_improvement
0,,7.665611743927002,True,0
1,3.9431281089782715,7.386845588684082,True,0
2,3.6931772232055664,7.458921909332275,False,1
3,3.6818606853485107,7.623849868774414,False,2
4,3.703871011734009,7.712811470031738,False,3
5,3.6981325149536133,7.703604698181152,False,4
6,3.671332597732544,7.621706962585449,False,5
7,3.6496472358703613,7.510500431060791,False,6
8,3.6466193199157715,7.440584182739258,False,7
9,3.648804187774658,7.418078422546387,False,8
10,3.6475894451141357,7.43048095703125,False,9
11,3.6401100158691406,7.461181640625,False,10
12,3.6302289962768555,7.5067057609558105,False,11
13,3.625598669052124,7.5439772605896,False,12
