policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,2263,0.5361288794124615,2263,1958,10,90,5.84494655662292,2.75946319817473,33.38155991056162
advisory,4221,2729,0.646529258469557,2729,1492,39,61,32.14720606142606,11.964859960835744,42.614757332631854
