epoch,train_loss,val_loss
1,10.534829469288097,3906.0087890625
2,8.09009426130968,3303.144775390625
3,5.8590463399887085,3261.478759765625
4,5.224481454666923,3238.672119140625
5,5.03012382545892,3223.507568359375
6,4.948659326223766,3209.589111328125
7,4.905066623407252,3194.34033203125
8,4.8808891466435265,3119.943115234375
9,4.894191441290519,3078.0888671875
10,4.820311447276788,3049.91162109375
11,4.797694435014444,2983.833984375
12,4.778146873502171,2904.401123046875
13,4.699069890905829,2739.90771484375
14,4.623655713656369,2560.008544921875
15,4.525793921421556,2440.874755859375
16,4.388364670031211,2235.20458984375
17,4.306566965930602,2233.046142578125
18,4.172396484543295,2348.165283203125
19,4.109976608087035,2224.319091796875
20,4.038831585470368,2412.3720703125
21,4.024346892448032,2389.066650390625
22,3.9803684450247707,2447.467529296875
23,3.9605072351063,2512.780029296875
24,3.9541149402365967,2516.677001953125
