epoch,train_loss,validation_loss
1,10.1111653173292,9.001382827758789
2,6.82561461989944,8.351133346557617
3,6.036053477106868,6.750971794128418
4,5.363583371445939,6.398268699645996
5,4.561101365733791,5.668373107910156
6,4.051945325490591,4.860095024108887
7,3.5836683866140007,4.2312421798706055
8,3.1885025436813765,3.896380662918091
9,2.8844069596883415,3.67161226272583
10,2.862108597884307,3.5919687747955322
11,2.6793932205921895,3.428514242172241
12,2.564547396994926,3.317662239074707
13,2.409849012220228,3.2153401374816895
14,2.259694025323198,3.062187433242798
15,2.0946655305656225,3.0875020027160645
16,1.9761248794761863,3.0275137424468994
17,1.9739198652473655,2.9849603176116943
18,1.8617141987826373,2.955796718597412
19,1.8444121979378365,2.8736460208892822
20,1.7409969020534206,2.831402063369751
21,1.6784508228302002,2.792973518371582
22,1.6341725942250844,2.744034767150879
23,1.6266876749090247,2.789679527282715
24,1.5918036731513772,2.7560267448425293
25,1.5472875994604987,2.7774202823638916
