epoch,train_loss,validation_loss
1,3.0291976928710938,5.790218830108643
2,2.962129831314087,5.940974235534668
3,2.9555087089538574,5.9883832931518555
4,2.939936399459839,5.926421642303467
5,2.9379870891571045,5.855003356933594
6,2.933103561401367,5.834784507751465
7,2.930734634399414,5.8714189529418945
8,2.9273715019226074,5.921413421630859
