policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,2528,0.5989102108505093,2528,1693,3,87,1.6757176105508147,1.6477659401480338,28.65213096049757
advisory,4221,2867,0.6792229329542763,2867,1354,19,71,10.61287820015516,2.298199863890679,31.857963795238554
