policy,domain,fault_family,flights,detected,recall
advisory,HIL,Load,237,180,0.759493670886076
advisory,HIL,Motor,744,665,0.8938172043010753
advisory,HIL,Propeller,387,382,0.9870801033591732
advisory,HIL,Sensor,552,317,0.5742753623188406
advisory,HIL,Voltage,30,14,0.4666666666666667
advisory,Real,Motor,196,48,0.24489795918367346
advisory,Real,Sensor,158,58,0.3670886075949367
advisory,SIL,Load,237,202,0.8523206751054853
advisory,SIL,Motor,744,724,0.9731182795698925
advisory,SIL,Propeller,354,349,0.9858757062146892
advisory,SIL,Sensor,552,314,0.5688405797101449
advisory,SIL,Voltage,30,20,0.6666666666666666
critical,HIL,Load,237,168,0.7088607594936709
critical,HIL,Motor,744,614,0.8252688172043011
critical,HIL,Propeller,387,376,0.9715762273901809
critical,HIL,Sensor,552,303,0.5489130434782609
critical,HIL,Voltage,30,13,0.43333333333333335
critical,Real,Motor,196,44,0.22448979591836735
critical,Real,Sensor,158,51,0.3227848101265823
critical,SIL,Load,237,175,0.7383966244725738
critical,SIL,Motor,744,690,0.9274193548387096
critical,SIL,Propeller,354,350,0.9887005649717514
critical,SIL,Sensor,552,234,0.42391304347826086
critical,SIL,Voltage,30,14,0.4666666666666667
