policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,2144,0.5079365079365079,2144,2077,1,89,0.5585725368502715,0.9322886240311243,26.066718386346004
advisory,4221,2592,0.6140724946695096,2592,1629,16,74,8.937160589604344,2.493330041013472,33.0488750969744
