policy,domain,fault_family,flights,detected,recall
advisory,HIL,Load,237,180,0.759493670886076
advisory,HIL,Motor,744,653,0.8776881720430108
advisory,HIL,Propeller,387,381,0.9844961240310077
advisory,HIL,Sensor,552,321,0.5815217391304348
advisory,HIL,Voltage,30,14,0.4666666666666667
advisory,Real,Motor,196,43,0.2193877551020408
advisory,Real,Sensor,158,56,0.35443037974683544
advisory,SIL,Load,237,195,0.8227848101265823
advisory,SIL,Motor,744,718,0.9650537634408602
advisory,SIL,Propeller,354,337,0.9519774011299436
advisory,SIL,Sensor,552,310,0.5615942028985508
advisory,SIL,Voltage,30,20,0.6666666666666666
critical,HIL,Load,237,167,0.7046413502109705
critical,HIL,Motor,744,596,0.8010752688172043
critical,HIL,Propeller,387,374,0.9664082687338501
critical,HIL,Sensor,552,304,0.5507246376811594
critical,HIL,Voltage,30,13,0.43333333333333335
critical,Real,Motor,196,40,0.20408163265306123
critical,Real,Sensor,158,47,0.2974683544303797
critical,SIL,Load,237,170,0.7172995780590717
critical,SIL,Motor,744,681,0.9153225806451613
critical,SIL,Propeller,354,350,0.9887005649717514
critical,SIL,Sensor,552,234,0.42391304347826086
critical,SIL,Voltage,30,13,0.43333333333333335
