policy,domain,fault_family,flights,detected,recall
advisory,HIL,Motor,162,133,0.8209876543209876
advisory,HIL,Propeller,306,243,0.7941176470588235
advisory,HIL,Sensor,80,39,0.4875
advisory,HIL,Voltage,30,9,0.3
advisory,Real,Motor,51,31,0.6078431372549019
advisory,Real,Sensor,26,0,0.0
advisory,SIL,Load,43,29,0.6744186046511628
advisory,SIL,Motor,258,177,0.686046511627907
advisory,SIL,Propeller,81,81,1.0
advisory,SIL,Sensor,155,36,0.23225806451612904
critical,HIL,Motor,162,64,0.3950617283950617
critical,HIL,Propeller,306,153,0.5
critical,HIL,Sensor,80,23,0.2875
critical,HIL,Voltage,30,4,0.13333333333333333
critical,Real,Motor,51,0,0.0
critical,Real,Sensor,26,0,0.0
critical,SIL,Load,43,2,0.046511627906976744
critical,SIL,Motor,258,42,0.16279069767441862
critical,SIL,Propeller,81,51,0.6296296296296297
critical,SIL,Sensor,155,19,0.12258064516129032
