split,seed,score_source,allocation,decision,budget,system_budget_per_hour,mechanical_budget_per_hour,n_events,detected_events,event_onset_recall,false_alarm_events,normal_hours,false_alarms_per_hour,avg_detection_time_s,max_detection_time_s
split_02,2,channel_union,esit,cusum,critical,1.0,1.0,258,82,0.3178294573643411,556,10.752868880833333,51.707131014222014,13.78785956097561,53.08285900000001
split_02,2,channel_union,esit,threshold,advisory,6.0,6.0,258,36,0.13953488372093023,44,10.752868880833333,4.09193123134131,3.839707555555553,18.010423000000003
split_02,2,channel_union,esit,k_of_n,advisory,6.0,6.0,258,35,0.13565891472868216,44,10.752868880833333,4.09193123134131,5.371276085714281,27.02733099999999
split_02,2,channel_union,esit,cusum,advisory,6.0,6.0,258,83,0.32170542635658916,848,10.752868880833333,78.86267464039616,13.587215493975897,50.957589
split_03,3,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,258,44,0.17054263565891473,84,10.698249402777778,7.85175189299565,4.991564454545453,33.531859999999995
split_03,3,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,258,28,0.10852713178294573,232,10.698249402777778,21.685790942559414,6.29763675,29.95837999999999
split_03,3,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,258,70,0.2713178294573643,397,10.698249402777778,37.108875018086586,14.687086957142858,55.87771900000001
split_03,3,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,258,44,0.17054263565891473,84,10.698249402777778,7.85175189299565,4.991564454545453,33.531859999999995
split_03,3,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,258,28,0.10852713178294573,232,10.698249402777778,21.685790942559414,6.29763675,29.95837999999999
split_03,3,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,258,89,0.3449612403100775,608,10.698249402777778,56.83172798739709,11.64316370786517,48.97536600000001
split_03,3,channel_union,dengeli,threshold,critical,1.33,0.67,258,44,0.17054263565891473,84,10.698249402777778,7.85175189299565,4.991564454545453,33.531859999999995
split_03,3,channel_union,dengeli,k_of_n,critical,1.33,0.67,258,28,0.10852713178294573,232,10.698249402777778,21.685790942559414,6.29763675,29.95837999999999
split_03,3,channel_union,dengeli,cusum,critical,1.33,0.67,258,72,0.27906976744186046,432,10.698249402777778,40.38043830683477,14.225908819444442,55.87771900000001
split_03,3,channel_union,dengeli,threshold,advisory,8.0,4.0,258,44,0.17054263565891473,289,10.698249402777778,27.013765441377892,8.128585409090904,92.99668399999996
split_03,3,channel_union,dengeli,k_of_n,advisory,8.0,4.0,258,27,0.10465116279069768,276,10.698249402777778,25.798613362699992,11.924657814814807,162.91602999999986
split_03,3,channel_union,dengeli,cusum,advisory,8.0,4.0,258,92,0.35658914728682173,627,10.698249402777778,58.607719487003244,13.108482793478263,50.99932000000001
split_03,3,channel_union,esit,threshold,critical,1.0,1.0,258,44,0.17054263565891473,84,10.698249402777778,7.85175189299565,4.991564454545453,33.531859999999995
split_03,3,channel_union,esit,k_of_n,critical,1.0,1.0,258,28,0.10852713178294573,232,10.698249402777778,21.685790942559414,6.29763675,29.95837999999999
split_03,3,channel_union,esit,cusum,critical,1.0,1.0,258,66,0.2558139534883721,428,10.698249402777778,40.006545359549264,16.642971681818178,63.100659000000064
split_03,3,channel_union,esit,threshold,advisory,6.0,6.0,258,44,0.17054263565891473,291,10.698249402777778,27.200711915020644,8.128585409090904,92.99668399999996
split_03,3,channel_union,esit,k_of_n,advisory,6.0,6.0,258,27,0.10465116279069768,275,10.698249402777778,25.705140125878618,11.44399948148148,149.93825500000003
split_03,3,channel_union,esit,cusum,advisory,6.0,6.0,258,88,0.34108527131782945,645,10.698249402777778,60.29023774978803,13.652856897727268,53.989149
split_04,4,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,258,0,0.0,0,10.676185670277778,0.0,,
split_04,4,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,258,4,0.015503875968992248,14,10.676185670277778,1.3113297606818166,24.141603,34.552909
split_04,4,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,258,20,0.07751937984496124,88,10.676185670277778,8.242644209999991,18.00556309999999,52.023120000000006
split_04,4,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,258,0,0.0,0,10.676185670277778,0.0,,
split_04,4,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,258,4,0.015503875968992248,14,10.676185670277778,1.3113297606818166,24.141603,34.552909
split_04,4,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,258,47,0.1821705426356589,170,10.676185670277778,15.923289951136345,17.739790127659564,162.91602999999986
split_04,4,channel_union,dengeli,threshold,critical,1.33,0.67,258,0,0.0,0,10.676185670277778,0.0,,
split_04,4,channel_union,dengeli,k_of_n,critical,1.33,0.67,258,4,0.015503875968992248,14,10.676185670277778,1.3113297606818166,24.141603,34.552909
split_04,4,channel_union,dengeli,cusum,critical,1.33,0.67,258,19,0.07364341085271318,101,10.676185670277778,9.460307559204535,17.78674757894734,50.01037899999994
split_04,4,channel_union,dengeli,threshold,advisory,8.0,4.0,258,5,0.01937984496124031,37,10.676185670277778,3.465657224659087,21.912615600000002,33.531859999999995
split_04,4,channel_union,dengeli,k_of_n,advisory,8.0,4.0,258,32,0.12403100775193798,50,10.676185670277778,4.683320573863631,4.728518968749999,27.02733099999999
split_04,4,channel_union,dengeli,cusum,advisory,8.0,4.0,258,48,0.18604651162790697,175,10.676185670277778,16.39162200852271,18.66720762499999,158.04163199999994
split_04,4,channel_union,esit,threshold,critical,1.0,1.0,258,0,0.0,0,10.676185670277778,0.0,,
split_04,4,channel_union,esit,k_of_n,critical,1.0,1.0,258,4,0.015503875968992248,14,10.676185670277778,1.3113297606818166,24.141603,34.552909
split_04,4,channel_union,esit,cusum,critical,1.0,1.0,258,19,0.07364341085271318,99,10.676185670277778,9.27297473624999,15.741653736842098,53.98036300000001
split_04,4,channel_union,esit,threshold,advisory,6.0,6.0,258,5,0.01937984496124031,37,10.676185670277778,3.465657224659087,21.912615600000002,33.531859999999995
split_04,4,channel_union,esit,k_of_n,advisory,6.0,6.0,258,32,0.12403100775193798,50,10.676185670277778,4.683320573863631,4.728518968749999,27.02733099999999
split_04,4,channel_union,esit,cusum,advisory,6.0,6.0,258,33,0.12790697674418605,139,10.676185670277778,13.019631195340894,21.794854999999984,156.03310699999997
