split,seed,score_source,allocation,decision,budget,system_budget_per_hour,mechanical_budget_per_hour,flight_label,n_events,detected_events,event_onset_recall,false_alarm_events,normal_hours,false_alarms_per_hour,avg_detection_time_s,max_detection_time_s
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,altitude_anomaly,114,0,0.0,3,1.4421181852777778,2.0802733303180325,,
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,external_position_anomaly,50,0,0.0,4,0.7340355269444444,5.449327523220467,,
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,mechanical_fault,43,0,0.0,3,1.299568493888889,2.3084585492086385,,
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,normal,0,0,,13,6.589249281944444,1.972910637274264,,
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,external_position_anomaly,50,4,0.08,7,0.7340355269444444,9.536323165635817,24.141603,34.552909
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,global_position_anomaly,51,1,0.0196078431372549,2,0.6878973927777778,2.9074103507266686,5.999612000000013,5.999612000000013
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,mechanical_fault,43,34,0.7906976744186046,0,1.299568493888889,0.0,4.609760676470584,18.930746
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,normal,0,0,,12,6.589249281944444,1.821148280560859,,
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,altitude_anomaly,114,7,0.06140350877192982,63,1.4421181852777778,43.68573993667868,7.126336428571432,28.945602000000008
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,external_position_anomaly,50,28,0.56,55,0.7340355269444444,74.92825344428142,15.441714821428572,60.003401
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,global_position_anomaly,51,27,0.5294117647058824,79,0.6878973927777778,114.84270885370341,18.489456037037044,52.98159900000002
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,mechanical_fault,43,22,0.5116279069767442,97,1.299568493888889,74.64015975774598,3.7896874545454504,13.01921299999998
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,normal,0,0,,222,6.589249281944444,33.69124319037589,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,altitude_anomaly,114,0,0.0,3,1.4421181852777778,2.0802733303180325,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,external_position_anomaly,50,0,0.0,4,0.7340355269444444,5.449327523220467,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,mechanical_fault,43,0,0.0,3,1.299568493888889,2.3084585492086385,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,normal,0,0,,13,6.589249281944444,1.972910637274264,,
split_02,2,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_02,2,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,external_position_anomaly,50,4,0.08,7,0.7340355269444444,9.536323165635817,24.141603,34.552909
split_02,2,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,global_position_anomaly,51,1,0.0196078431372549,2,0.6878973927777778,2.9074103507266686,5.999612000000013,5.999612000000013
split_02,2,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,mechanical_fault,43,34,0.7906976744186046,0,1.299568493888889,0.0,4.609760676470584,18.930746
split_02,2,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,normal,0,0,,12,6.589249281944444,1.821148280560859,,
split_02,2,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,altitude_anomaly,114,10,0.08771929824561403,95,1.4421181852777778,65.87532212673769,6.920012100000005,35.07483500000001
split_02,2,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,external_position_anomaly,50,25,0.5,98,0.7340355269444444,133.50852431890146,14.61828679999999,44.077178
split_02,2,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,global_position_anomaly,51,30,0.5882352941176471,104,0.6878973927777778,151.18533823778677,13.233625066666661,39.87854400000003
split_02,2,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,mechanical_fault,43,17,0.3953488372093023,135,1.299568493888889,103.88063471438873,5.354970941176473,28.983925
split_02,2,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,normal,0,0,,388,6.589249281944444,58.88379440480111,,
split_02,2,channel_union,dengeli,threshold,critical,1.33,0.67,altitude_anomaly,114,0,0.0,3,1.4421181852777778,2.0802733303180325,,
split_02,2,channel_union,dengeli,threshold,critical,1.33,0.67,external_position_anomaly,50,0,0.0,4,0.7340355269444444,5.449327523220467,,
split_02,2,channel_union,dengeli,threshold,critical,1.33,0.67,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_02,2,channel_union,dengeli,threshold,critical,1.33,0.67,mechanical_fault,43,0,0.0,3,1.299568493888889,2.3084585492086385,,
split_02,2,channel_union,dengeli,threshold,critical,1.33,0.67,normal,0,0,,13,6.589249281944444,1.972910637274264,,
split_02,2,channel_union,dengeli,k_of_n,critical,1.33,0.67,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_02,2,channel_union,dengeli,k_of_n,critical,1.33,0.67,external_position_anomaly,50,4,0.08,7,0.7340355269444444,9.536323165635817,24.141603,34.552909
split_02,2,channel_union,dengeli,k_of_n,critical,1.33,0.67,global_position_anomaly,51,1,0.0196078431372549,2,0.6878973927777778,2.9074103507266686,5.999612000000013,5.999612000000013
split_02,2,channel_union,dengeli,k_of_n,critical,1.33,0.67,mechanical_fault,43,34,0.7906976744186046,0,1.299568493888889,0.0,4.609760676470584,18.930746
split_02,2,channel_union,dengeli,k_of_n,critical,1.33,0.67,normal,0,0,,12,6.589249281944444,1.821148280560859,,
split_02,2,channel_union,dengeli,cusum,critical,1.33,0.67,altitude_anomaly,114,7,0.06140350877192982,67,1.4421181852777778,46.459437710436056,7.2712844285714215,22.032673999999986
split_02,2,channel_union,dengeli,cusum,critical,1.33,0.67,external_position_anomaly,50,29,0.58,57,0.7340355269444444,77.65291720589167,15.489689827586195,56.02954500000001
split_02,2,channel_union,dengeli,cusum,critical,1.33,0.67,global_position_anomaly,51,28,0.5490196078431373,84,0.6878973927777778,122.11123473052008,17.8087535,56.01997000000006
split_02,2,channel_union,dengeli,cusum,critical,1.33,0.67,mechanical_fault,43,19,0.4418604651162791,100,1.299568493888889,76.94861830695461,5.748726315789467,30.012653
split_02,2,channel_union,dengeli,cusum,critical,1.33,0.67,normal,0,0,,235,6.589249281944444,35.66415382765015,,
split_02,2,channel_union,dengeli,threshold,advisory,8.0,4.0,altitude_anomaly,114,0,0.0,7,1.4421181852777778,4.853971104075408,,
split_02,2,channel_union,dengeli,threshold,advisory,8.0,4.0,external_position_anomaly,50,0,0.0,8,0.7340355269444444,10.898655046440934,,
split_02,2,channel_union,dengeli,threshold,advisory,8.0,4.0,global_position_anomaly,51,1,0.0196078431372549,2,0.6878973927777778,2.9074103507266686,5.086523999999997,5.086523999999997
split_02,2,channel_union,dengeli,threshold,advisory,8.0,4.0,mechanical_fault,43,35,0.813953488372093,3,1.299568493888889,2.3084585492086385,3.804084228571426,18.010423000000003
split_02,2,channel_union,dengeli,threshold,advisory,8.0,4.0,normal,0,0,,24,6.589249281944444,3.642296561121718,,
split_02,2,channel_union,dengeli,k_of_n,advisory,8.0,4.0,altitude_anomaly,114,0,0.0,1,1.4421181852777778,0.6934244434393441,,
split_02,2,channel_union,dengeli,k_of_n,advisory,8.0,4.0,external_position_anomaly,50,3,0.06,11,0.7340355269444444,14.985650688856285,14.35645733333333,27.02733099999999
split_02,2,channel_union,dengeli,k_of_n,advisory,8.0,4.0,global_position_anomaly,51,1,0.0196078431372549,3,0.6878973927777778,4.3611155260900025,5.999612000000013,5.999612000000013
split_02,2,channel_union,dengeli,k_of_n,advisory,8.0,4.0,mechanical_fault,43,31,0.7209302325581395,5,1.299568493888889,3.847430915347731,4.481473516129027,18.930746
split_02,2,channel_union,dengeli,k_of_n,advisory,8.0,4.0,normal,0,0,,24,6.589249281944444,3.642296561121718,,
split_02,2,channel_union,dengeli,cusum,advisory,8.0,4.0,altitude_anomaly,114,8,0.07017543859649122,106,1.4421181852777778,73.50299100457048,9.264204124999985,46.060014000000024
split_02,2,channel_union,dengeli,cusum,advisory,8.0,4.0,external_position_anomaly,50,29,0.58,96,0.7340355269444444,130.78386055729123,13.68729199999999,46.94596899999999
split_02,2,channel_union,dengeli,cusum,advisory,8.0,4.0,global_position_anomaly,51,32,0.6274509803921569,104,0.6878973927777778,151.18533823778677,14.785508593749999,33.01075799999998
split_02,2,channel_union,dengeli,cusum,advisory,8.0,4.0,mechanical_fault,43,16,0.37209302325581395,132,1.299568493888889,101.5721761651801,7.0774391250000015,34.08834999999999
split_02,2,channel_union,dengeli,cusum,advisory,8.0,4.0,normal,0,0,,410,6.589249281944444,62.222566252496016,,
split_02,2,channel_union,esit,threshold,critical,1.0,1.0,altitude_anomaly,114,0,0.0,3,1.4421181852777778,2.0802733303180325,,
split_02,2,channel_union,esit,threshold,critical,1.0,1.0,external_position_anomaly,50,0,0.0,4,0.7340355269444444,5.449327523220467,,
split_02,2,channel_union,esit,threshold,critical,1.0,1.0,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_02,2,channel_union,esit,threshold,critical,1.0,1.0,mechanical_fault,43,0,0.0,3,1.299568493888889,2.3084585492086385,,
split_02,2,channel_union,esit,threshold,critical,1.0,1.0,normal,0,0,,13,6.589249281944444,1.972910637274264,,
split_02,2,channel_union,esit,k_of_n,critical,1.0,1.0,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_02,2,channel_union,esit,k_of_n,critical,1.0,1.0,external_position_anomaly,50,4,0.08,7,0.7340355269444444,9.536323165635817,24.141603,34.552909
split_02,2,channel_union,esit,k_of_n,critical,1.0,1.0,global_position_anomaly,51,1,0.0196078431372549,2,0.6878973927777778,2.9074103507266686,5.999612000000013,5.999612000000013
split_02,2,channel_union,esit,k_of_n,critical,1.0,1.0,mechanical_fault,43,34,0.7906976744186046,0,1.299568493888889,0.0,4.609760676470584,18.930746
split_02,2,channel_union,esit,k_of_n,critical,1.0,1.0,normal,0,0,,12,6.589249281944444,1.821148280560859,,
split_02,2,channel_union,esit,cusum,critical,1.0,1.0,altitude_anomaly,114,7,0.06140350877192982,71,1.4421181852777778,49.23313548419343,5.4141404285714225,18.988068999999996
split_02,2,channel_union,esit,cusum,critical,1.0,1.0,external_position_anomaly,50,27,0.54,54,0.7340355269444444,73.56592156347631,18.13296929629629,53.08285900000001
split_02,2,channel_union,esit,cusum,critical,1.0,1.0,global_position_anomaly,51,31,0.6078431372549019,77,0.6878973927777778,111.93529850297675,14.815448580645164,43.921579000000065
split_02,2,channel_union,esit,cusum,critical,1.0,1.0,mechanical_fault,43,17,0.3953488372093023,104,1.299568493888889,80.0265630392328,8.460966117647057,29.804061000000047
split_02,2,channel_union,esit,cusum,critical,1.0,1.0,normal,0,0,,250,6.589249281944444,37.94058917835123,,
split_02,2,channel_union,esit,threshold,advisory,6.0,6.0,altitude_anomaly,114,0,0.0,7,1.4421181852777778,4.853971104075408,,
split_02,2,channel_union,esit,threshold,advisory,6.0,6.0,external_position_anomaly,50,0,0.0,8,0.7340355269444444,10.898655046440934,,
split_02,2,channel_union,esit,threshold,advisory,6.0,6.0,global_position_anomaly,51,1,0.0196078431372549,2,0.6878973927777778,2.9074103507266686,5.086523999999997,5.086523999999997
split_02,2,channel_union,esit,threshold,advisory,6.0,6.0,mechanical_fault,43,35,0.813953488372093,3,1.299568493888889,2.3084585492086385,3.804084228571426,18.010423000000003
split_02,2,channel_union,esit,threshold,advisory,6.0,6.0,normal,0,0,,24,6.589249281944444,3.642296561121718,,
split_02,2,channel_union,esit,k_of_n,advisory,6.0,6.0,altitude_anomaly,114,0,0.0,1,1.4421181852777778,0.6934244434393441,,
split_02,2,channel_union,esit,k_of_n,advisory,6.0,6.0,external_position_anomaly,50,3,0.06,11,0.7340355269444444,14.985650688856285,14.35645733333333,27.02733099999999
split_02,2,channel_union,esit,k_of_n,advisory,6.0,6.0,global_position_anomaly,51,1,0.0196078431372549,3,0.6878973927777778,4.3611155260900025,5.999612000000013,5.999612000000013
split_02,2,channel_union,esit,k_of_n,advisory,6.0,6.0,mechanical_fault,43,31,0.7209302325581395,5,1.299568493888889,3.847430915347731,4.481473516129027,18.930746
split_02,2,channel_union,esit,k_of_n,advisory,6.0,6.0,normal,0,0,,24,6.589249281944444,3.642296561121718,,
split_02,2,channel_union,esit,cusum,advisory,6.0,6.0,altitude_anomaly,114,7,0.06140350877192982,104,1.4421181852777778,72.1161421176918,3.310413428571401,8.036707000000007
split_02,2,channel_union,esit,cusum,advisory,6.0,6.0,external_position_anomaly,50,31,0.62,93,0.7340355269444444,126.69686491487587,14.514379967741924,50.957589
split_02,2,channel_union,esit,cusum,advisory,6.0,6.0,global_position_anomaly,51,31,0.6078431372549019,100,0.6878973927777778,145.37051753633344,16.60150706451613,44.07526700000005
split_02,2,channel_union,esit,cusum,advisory,6.0,6.0,mechanical_fault,43,14,0.32558139534883723,139,1.299568493888889,106.95857944666692,9.998106714285706,33.06751700000001
split_02,2,channel_union,esit,cusum,advisory,6.0,6.0,normal,0,0,,412,6.589249281944444,62.526090965922826,,
split_03,3,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,altitude_anomaly,114,0,0.0,11,1.4421181852777778,7.627668877832785,,
split_03,3,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,external_position_anomaly,50,5,0.1,17,0.7340355269444444,23.159641973686988,21.912615600000002,33.531859999999995
split_03,3,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,global_position_anomaly,51,1,0.0196078431372549,7,0.6878973927777778,10.17593622754334,5.086523999999997,5.086523999999997
split_03,3,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,mechanical_fault,43,38,0.8837209302325582,8,1.299568493888889,6.1558894645563695,2.7626114210526307,16.997465999999974
split_03,3,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,normal,0,0,,41,6.534629803888889,6.274265142854777,,
split_03,3,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,altitude_anomaly,114,2,0.017543859649122806,46,1.4421181852777778,31.89752439820983,1.9807455000000047,3.9614910000000094
split_03,3,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,external_position_anomaly,50,5,0.1,22,0.7340355269444444,29.97130137771257,11.216144599999996,27.02733099999999
split_03,3,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,global_position_anomaly,51,5,0.09803921568627451,13,0.6878973927777778,18.898167279723346,14.860487199999998,29.95837999999999
split_03,3,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,mechanical_fault,43,16,0.37209302325581395,43,1.299568493888889,33.087905871990486,2.6243236874999987,6.005978999999968
split_03,3,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,normal,0,0,,108,6.534629803888889,16.52733257142234,,
split_03,3,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,altitude_anomaly,114,9,0.07894736842105263,48,1.4421181852777778,33.28437328508852,8.582863444444452,41.99761000000001
split_03,3,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,external_position_anomaly,50,24,0.48,36,0.7340355269444444,49.043947708984206,19.407476166666658,50.08316300000001
split_03,3,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,global_position_anomaly,51,20,0.39215686274509803,55,0.6878973927777778,79.95378464498339,18.623032600000005,55.87771900000001
split_03,3,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,mechanical_fault,43,17,0.3953488372093023,64,1.299568493888889,49.247115716450956,6.624131529411765,21.969577999999956
split_03,3,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,normal,0,0,,194,6.534629803888889,29.68798628570309,,
split_03,3,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,altitude_anomaly,114,0,0.0,11,1.4421181852777778,7.627668877832785,,
split_03,3,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,external_position_anomaly,50,5,0.1,17,0.7340355269444444,23.159641973686988,21.912615600000002,33.531859999999995
split_03,3,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,global_position_anomaly,51,1,0.0196078431372549,7,0.6878973927777778,10.17593622754334,5.086523999999997,5.086523999999997
split_03,3,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,mechanical_fault,43,38,0.8837209302325582,8,1.299568493888889,6.1558894645563695,2.7626114210526307,16.997465999999974
split_03,3,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,normal,0,0,,41,6.534629803888889,6.274265142854777,,
split_03,3,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,altitude_anomaly,114,2,0.017543859649122806,46,1.4421181852777778,31.89752439820983,1.9807455000000047,3.9614910000000094
split_03,3,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,external_position_anomaly,50,5,0.1,22,0.7340355269444444,29.97130137771257,11.216144599999996,27.02733099999999
split_03,3,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,global_position_anomaly,51,5,0.09803921568627451,13,0.6878973927777778,18.898167279723346,14.860487199999998,29.95837999999999
split_03,3,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,mechanical_fault,43,16,0.37209302325581395,43,1.299568493888889,33.087905871990486,2.6243236874999987,6.005978999999968
split_03,3,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,normal,0,0,,108,6.534629803888889,16.52733257142234,,
split_03,3,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,altitude_anomaly,114,14,0.12280701754385964,67,1.4421181852777778,46.459437710436056,14.218029285714291,47.077721
split_03,3,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,external_position_anomaly,50,28,0.56,58,0.7340355269444444,79.01524908669678,12.229364035714287,48.97536600000001
split_03,3,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,global_position_anomaly,51,30,0.5882352941176471,66,0.6878973927777778,95.94454157398006,13.359230500000002,34.980909
split_03,3,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,mechanical_fault,43,17,0.3953488372093023,105,1.299568493888889,80.79604922230234,5.528826588235293,20.95281700000004
split_03,3,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,normal,0,0,,312,6.534629803888889,47.745627428553426,,
split_03,3,channel_union,dengeli,threshold,critical,1.33,0.67,altitude_anomaly,114,0,0.0,11,1.4421181852777778,7.627668877832785,,
split_03,3,channel_union,dengeli,threshold,critical,1.33,0.67,external_position_anomaly,50,5,0.1,17,0.7340355269444444,23.159641973686988,21.912615600000002,33.531859999999995
split_03,3,channel_union,dengeli,threshold,critical,1.33,0.67,global_position_anomaly,51,1,0.0196078431372549,7,0.6878973927777778,10.17593622754334,5.086523999999997,5.086523999999997
split_03,3,channel_union,dengeli,threshold,critical,1.33,0.67,mechanical_fault,43,38,0.8837209302325582,8,1.299568493888889,6.1558894645563695,2.7626114210526307,16.997465999999974
split_03,3,channel_union,dengeli,threshold,critical,1.33,0.67,normal,0,0,,41,6.534629803888889,6.274265142854777,,
split_03,3,channel_union,dengeli,k_of_n,critical,1.33,0.67,altitude_anomaly,114,2,0.017543859649122806,46,1.4421181852777778,31.89752439820983,1.9807455000000047,3.9614910000000094
split_03,3,channel_union,dengeli,k_of_n,critical,1.33,0.67,external_position_anomaly,50,5,0.1,22,0.7340355269444444,29.97130137771257,11.216144599999996,27.02733099999999
split_03,3,channel_union,dengeli,k_of_n,critical,1.33,0.67,global_position_anomaly,51,5,0.09803921568627451,13,0.6878973927777778,18.898167279723346,14.860487199999998,29.95837999999999
split_03,3,channel_union,dengeli,k_of_n,critical,1.33,0.67,mechanical_fault,43,16,0.37209302325581395,43,1.299568493888889,33.087905871990486,2.6243236874999987,6.005978999999968
split_03,3,channel_union,dengeli,k_of_n,critical,1.33,0.67,normal,0,0,,108,6.534629803888889,16.52733257142234,,
split_03,3,channel_union,dengeli,cusum,critical,1.33,0.67,altitude_anomaly,114,9,0.07894736842105263,54,1.4421181852777778,37.444919945724585,7.115647000000002,41.99761000000001
split_03,3,channel_union,dengeli,cusum,critical,1.33,0.67,external_position_anomaly,50,23,0.46,38,0.7340355269444444,51.76861147059444,19.77425778260869,51.084812
split_03,3,channel_union,dengeli,cusum,critical,1.33,0.67,global_position_anomaly,51,19,0.37254901960784315,59,0.6878973927777778,85.76860534643673,19.079717789473683,55.87771900000001
split_03,3,channel_union,dengeli,cusum,critical,1.33,0.67,mechanical_fault,43,21,0.4883720930232558,72,1.299568493888889,55.40300518100732,6.804859285714282,31.028773
split_03,3,channel_union,dengeli,cusum,critical,1.33,0.67,normal,0,0,,209,6.534629803888889,31.983449142845082,,
split_03,3,channel_union,dengeli,threshold,advisory,8.0,4.0,altitude_anomaly,114,0,0.0,39,1.4421181852777778,27.04355329413442,,
split_03,3,channel_union,dengeli,threshold,advisory,8.0,4.0,external_position_anomaly,50,10,0.2,41,0.7340355269444444,55.85560711300979,21.65864289999999,92.99668399999996
split_03,3,channel_union,dengeli,threshold,advisory,8.0,4.0,global_position_anomaly,51,1,0.0196078431372549,12,0.6878973927777778,17.44446210436001,4.066390000000013,4.066390000000013
split_03,3,channel_union,dengeli,threshold,advisory,8.0,4.0,mechanical_fault,43,33,0.7674418604651163,44,1.299568493888889,33.85739205506003,4.151664818181818,36.01833100000002
split_03,3,channel_union,dengeli,threshold,advisory,8.0,4.0,normal,0,0,,153,6.534629803888889,23.413721142848313,,
split_03,3,channel_union,dengeli,k_of_n,advisory,8.0,4.0,altitude_anomaly,114,3,0.02631578947368421,53,1.4421181852777778,36.75149550228524,2.303474333333341,3.9614910000000094
split_03,3,channel_union,dengeli,k_of_n,advisory,8.0,4.0,external_position_anomaly,50,5,0.1,28,0.7340355269444444,38.14529266254327,11.216144599999996,27.02733099999999
split_03,3,channel_union,dengeli,k_of_n,advisory,8.0,4.0,global_position_anomaly,51,5,0.09803921568627451,15,0.6878973927777778,21.805577630450014,44.394459399999974,162.91602999999986
split_03,3,channel_union,dengeli,k_of_n,advisory,8.0,4.0,mechanical_fault,43,14,0.32558139534883723,51,1.299568493888889,39.24379533654685,2.6430227142857103,5.08007600000002
split_03,3,channel_union,dengeli,k_of_n,advisory,8.0,4.0,normal,0,0,,129,6.534629803888889,19.740980571421126,,
split_03,3,channel_union,dengeli,cusum,advisory,8.0,4.0,altitude_anomaly,114,14,0.12280701754385964,73,1.4421181852777778,50.61998437107212,12.011020928571428,45.02245300000004
split_03,3,channel_union,dengeli,cusum,advisory,8.0,4.0,external_position_anomaly,50,28,0.56,59,0.7340355269444444,80.3775809675019,12.18868482142857,50.99932000000001
split_03,3,channel_union,dengeli,cusum,advisory,8.0,4.0,global_position_anomaly,51,31,0.6078431372549019,71,0.6878973927777778,103.21306745079674,18.568099741935495,39.030283000000054
split_03,3,channel_union,dengeli,cusum,advisory,8.0,4.0,mechanical_fault,43,19,0.4418604651162791,105,1.299568493888889,80.79604922230234,6.364834578947366,31.941462
split_03,3,channel_union,dengeli,cusum,advisory,8.0,4.0,normal,0,0,,319,6.534629803888889,48.81684342855302,,
split_03,3,channel_union,esit,threshold,critical,1.0,1.0,altitude_anomaly,114,0,0.0,11,1.4421181852777778,7.627668877832785,,
split_03,3,channel_union,esit,threshold,critical,1.0,1.0,external_position_anomaly,50,5,0.1,17,0.7340355269444444,23.159641973686988,21.912615600000002,33.531859999999995
split_03,3,channel_union,esit,threshold,critical,1.0,1.0,global_position_anomaly,51,1,0.0196078431372549,7,0.6878973927777778,10.17593622754334,5.086523999999997,5.086523999999997
split_03,3,channel_union,esit,threshold,critical,1.0,1.0,mechanical_fault,43,38,0.8837209302325582,8,1.299568493888889,6.1558894645563695,2.7626114210526307,16.997465999999974
split_03,3,channel_union,esit,threshold,critical,1.0,1.0,normal,0,0,,41,6.534629803888889,6.274265142854777,,
split_03,3,channel_union,esit,k_of_n,critical,1.0,1.0,altitude_anomaly,114,2,0.017543859649122806,46,1.4421181852777778,31.89752439820983,1.9807455000000047,3.9614910000000094
split_03,3,channel_union,esit,k_of_n,critical,1.0,1.0,external_position_anomaly,50,5,0.1,22,0.7340355269444444,29.97130137771257,11.216144599999996,27.02733099999999
split_03,3,channel_union,esit,k_of_n,critical,1.0,1.0,global_position_anomaly,51,5,0.09803921568627451,13,0.6878973927777778,18.898167279723346,14.860487199999998,29.95837999999999
split_03,3,channel_union,esit,k_of_n,critical,1.0,1.0,mechanical_fault,43,16,0.37209302325581395,43,1.299568493888889,33.087905871990486,2.6243236874999987,6.005978999999968
split_03,3,channel_union,esit,k_of_n,critical,1.0,1.0,normal,0,0,,108,6.534629803888889,16.52733257142234,,
split_03,3,channel_union,esit,cusum,critical,1.0,1.0,altitude_anomaly,114,8,0.07017543859649122,53,1.4421181852777778,36.75149550228524,10.85305687500001,47.994821
split_03,3,channel_union,esit,cusum,critical,1.0,1.0,external_position_anomaly,50,25,0.5,36,0.7340355269444444,49.043947708984206,20.74019399999999,60.09712000000002
split_03,3,channel_union,esit,cusum,critical,1.0,1.0,global_position_anomaly,51,19,0.37254901960784315,58,0.6878973927777778,84.31490017107339,19.481639421052638,63.100659000000064
split_03,3,channel_union,esit,cusum,critical,1.0,1.0,mechanical_fault,43,14,0.32558139534883723,78,1.299568493888889,60.0199222794246,8.782548357142852,25.936882000000026
split_03,3,channel_union,esit,cusum,critical,1.0,1.0,normal,0,0,,203,6.534629803888889,31.065263999988286,,
split_03,3,channel_union,esit,threshold,advisory,6.0,6.0,altitude_anomaly,114,0,0.0,39,1.4421181852777778,27.04355329413442,,
split_03,3,channel_union,esit,threshold,advisory,6.0,6.0,external_position_anomaly,50,10,0.2,41,0.7340355269444444,55.85560711300979,21.65864289999999,92.99668399999996
split_03,3,channel_union,esit,threshold,advisory,6.0,6.0,global_position_anomaly,51,1,0.0196078431372549,12,0.6878973927777778,17.44446210436001,4.066390000000013,4.066390000000013
split_03,3,channel_union,esit,threshold,advisory,6.0,6.0,mechanical_fault,43,33,0.7674418604651163,44,1.299568493888889,33.85739205506003,4.151664818181818,36.01833100000002
split_03,3,channel_union,esit,threshold,advisory,6.0,6.0,normal,0,0,,155,6.534629803888889,23.71978285713391,,
split_03,3,channel_union,esit,k_of_n,advisory,6.0,6.0,altitude_anomaly,114,3,0.02631578947368421,53,1.4421181852777778,36.75149550228524,2.303474333333341,3.9614910000000094
split_03,3,channel_union,esit,k_of_n,advisory,6.0,6.0,external_position_anomaly,50,5,0.1,28,0.7340355269444444,38.14529266254327,11.216144599999996,27.02733099999999
split_03,3,channel_union,esit,k_of_n,advisory,6.0,6.0,global_position_anomaly,51,5,0.09803921568627451,16,0.6878973927777778,23.25928280581335,41.798904400000005,149.93825500000003
split_03,3,channel_union,esit,k_of_n,advisory,6.0,6.0,mechanical_fault,43,14,0.32558139534883723,49,1.299568493888889,37.70482297040776,2.6430227142857103,5.08007600000002
split_03,3,channel_union,esit,k_of_n,advisory,6.0,6.0,normal,0,0,,129,6.534629803888889,19.740980571421126,,
