split,seed,score_source,allocation,decision,budget,system_budget_per_hour,mechanical_budget_per_hour,flight_label,n_events,detected_events,event_onset_recall,false_alarm_events,normal_hours,false_alarms_per_hour,avg_detection_time_s,max_detection_time_s
split_00,0,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,mechanical_fault,43,0,0.0,3,1.299568493888889,2.3084585492086385,,
split_00,0,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,normal,0,0,,25,6.7653268580555554,3.695312957456328,,
split_00,0,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,external_position_anomaly,50,3,0.06,8,0.7340355269444444,10.898655046440934,14.35645733333333,27.02733099999999
split_00,0,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,mechanical_fault,43,0,0.0,1,1.299568493888889,0.7694861830695462,,
split_00,0,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,normal,0,0,,16,6.7653268580555554,2.36500029277205,,
split_00,0,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,altitude_anomaly,114,2,0.017543859649122806,8,1.4421181852777778,5.5473955475147525,16.521635500000002,33.043271000000004
split_00,0,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,external_position_anomaly,50,28,0.56,44,0.7340355269444444,59.94260275542514,17.472447464285704,39.08921699999996
split_00,0,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,global_position_anomaly,51,30,0.5882352941176471,65,0.6878973927777778,94.49083639861674,10.570694466666671,36.97577600000001
split_00,0,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,mechanical_fault,43,10,0.23255813953488372,30,1.299568493888889,23.084585492086386,10.195926400000005,27.074017999999995
split_00,0,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,normal,0,0,,80,6.7653268580555554,11.825001463860248,,
split_00,0,channel_union,dengeli,threshold,critical,1.33,0.67,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,channel_union,dengeli,threshold,critical,1.33,0.67,external_position_anomaly,50,0,0.0,0,0.7340355269444444,0.0,,
split_00,0,channel_union,dengeli,threshold,critical,1.33,0.67,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,channel_union,dengeli,threshold,critical,1.33,0.67,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,channel_union,dengeli,threshold,critical,1.33,0.67,normal,0,0,,0,6.7653268580555554,0.0,,
split_00,0,channel_union,dengeli,k_of_n,critical,1.33,0.67,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,channel_union,dengeli,k_of_n,critical,1.33,0.67,external_position_anomaly,50,2,0.04,5,0.7340355269444444,6.811659404025584,20.524343499999993,27.02733099999999
split_00,0,channel_union,dengeli,k_of_n,critical,1.33,0.67,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,channel_union,dengeli,k_of_n,critical,1.33,0.67,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,channel_union,dengeli,k_of_n,critical,1.33,0.67,normal,0,0,,3,6.7653268580555554,0.44343755489475933,,
split_00,0,channel_union,dengeli,cusum,critical,1.33,0.67,altitude_anomaly,114,0,0.0,3,1.4421181852777778,2.0802733303180325,,
split_00,0,channel_union,dengeli,cusum,critical,1.33,0.67,external_position_anomaly,50,14,0.28,11,0.7340355269444444,14.985650688856285,29.02339664285713,51.084812
split_00,0,channel_union,dengeli,cusum,critical,1.33,0.67,global_position_anomaly,51,14,0.27450980392156865,41,0.6878973927777778,59.60191218989671,20.643151642857138,44.960684999999984
split_00,0,channel_union,dengeli,cusum,critical,1.33,0.67,mechanical_fault,43,7,0.16279069767441862,18,1.299568493888889,13.85075129525183,10.999297142857127,44.04442399999999
split_00,0,channel_union,dengeli,cusum,critical,1.33,0.67,normal,0,0,,22,6.7653268580555554,3.2518754025615686,,
split_00,0,channel_union,dengeli,threshold,advisory,8.0,4.0,altitude_anomaly,114,0,0.0,6,1.4421181852777778,4.160546660636065,,
split_00,0,channel_union,dengeli,threshold,advisory,8.0,4.0,external_position_anomaly,50,5,0.1,16,0.7340355269444444,21.79731009288187,21.912615600000002,33.531859999999995
split_00,0,channel_union,dengeli,threshold,advisory,8.0,4.0,global_position_anomaly,51,0,0.0,1,0.6878973927777778,1.4537051753633343,,
split_00,0,channel_union,dengeli,threshold,advisory,8.0,4.0,mechanical_fault,43,0,0.0,3,1.299568493888889,2.3084585492086385,,
split_00,0,channel_union,dengeli,threshold,advisory,8.0,4.0,normal,0,0,,29,6.7653268580555554,4.28656303064934,,
split_00,0,channel_union,dengeli,k_of_n,advisory,8.0,4.0,altitude_anomaly,114,1,0.008771929824561403,22,1.4421181852777778,15.25533775566557,3.9614910000000094,3.9614910000000094
split_00,0,channel_union,dengeli,k_of_n,advisory,8.0,4.0,external_position_anomaly,50,4,0.08,12,0.7340355269444444,16.347982569661404,12.754285249999995,27.02733099999999
split_00,0,channel_union,dengeli,k_of_n,advisory,8.0,4.0,global_position_anomaly,51,4,0.0784313725490196,8,0.6878973927777778,11.629641402906675,21.26684700000001,37.999277000000035
split_00,0,channel_union,dengeli,k_of_n,advisory,8.0,4.0,mechanical_fault,43,22,0.5116279069767442,25,1.299568493888889,19.237154576738654,4.18807495454545,37.030945
split_00,0,channel_union,dengeli,k_of_n,advisory,8.0,4.0,normal,0,0,,34,6.7653268580555554,5.0256256221406055,,
split_00,0,channel_union,dengeli,cusum,advisory,8.0,4.0,altitude_anomaly,114,4,0.03508771929824561,14,1.4421181852777778,9.707942208150817,11.002104000000003,35.07483500000001
split_00,0,channel_union,dengeli,cusum,advisory,8.0,4.0,external_position_anomaly,50,28,0.56,45,0.7340355269444444,61.30493463623026,17.655197785714275,41.066805999999985
split_00,0,channel_union,dengeli,cusum,advisory,8.0,4.0,global_position_anomaly,51,29,0.5686274509803921,70,0.6878973927777778,101.7593622754334,9.587887310344831,36.97577600000001
split_00,0,channel_union,dengeli,cusum,advisory,8.0,4.0,mechanical_fault,43,14,0.32558139534883723,43,1.299568493888889,33.087905871990486,8.001873000000002,20.968072000000006
split_00,0,channel_union,dengeli,cusum,advisory,8.0,4.0,normal,0,0,,90,6.7653268580555554,13.30312664684278,,
split_00,0,channel_union,esit,threshold,critical,1.0,1.0,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,channel_union,esit,threshold,critical,1.0,1.0,external_position_anomaly,50,0,0.0,0,0.7340355269444444,0.0,,
split_00,0,channel_union,esit,threshold,critical,1.0,1.0,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,channel_union,esit,threshold,critical,1.0,1.0,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,channel_union,esit,threshold,critical,1.0,1.0,normal,0,0,,0,6.7653268580555554,0.0,,
split_00,0,channel_union,esit,k_of_n,critical,1.0,1.0,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,channel_union,esit,k_of_n,critical,1.0,1.0,external_position_anomaly,50,2,0.04,5,0.7340355269444444,6.811659404025584,20.524343499999993,27.02733099999999
split_00,0,channel_union,esit,k_of_n,critical,1.0,1.0,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,channel_union,esit,k_of_n,critical,1.0,1.0,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,channel_union,esit,k_of_n,critical,1.0,1.0,normal,0,0,,3,6.7653268580555554,0.44343755489475933,,
split_00,0,channel_union,esit,cusum,critical,1.0,1.0,altitude_anomaly,114,0,0.0,3,1.4421181852777778,2.0802733303180325,,
split_00,0,channel_union,esit,cusum,critical,1.0,1.0,external_position_anomaly,50,15,0.3,10,0.7340355269444444,13.623318808051168,36.40149159999999,77.12875600000001
split_00,0,channel_union,esit,cusum,critical,1.0,1.0,global_position_anomaly,51,20,0.39215686274509803,28,0.6878973927777778,40.70374491017336,18.003463200000002,49.952061000000015
split_00,0,channel_union,esit,cusum,critical,1.0,1.0,mechanical_fault,43,8,0.18604651162790697,18,1.299568493888889,13.85075129525183,12.612151124999997,40.08121600000001
split_00,0,channel_union,esit,cusum,critical,1.0,1.0,normal,0,0,,19,6.7653268580555554,2.8084378476668093,,
split_00,0,channel_union,esit,threshold,advisory,6.0,6.0,altitude_anomaly,114,0,0.0,10,1.4421181852777778,6.934244434393441,,
split_00,0,channel_union,esit,threshold,advisory,6.0,6.0,external_position_anomaly,50,5,0.1,16,0.7340355269444444,21.79731009288187,21.912615600000002,33.531859999999995
split_00,0,channel_union,esit,threshold,advisory,6.0,6.0,global_position_anomaly,51,0,0.0,1,0.6878973927777778,1.4537051753633343,,
split_00,0,channel_union,esit,threshold,advisory,6.0,6.0,mechanical_fault,43,0,0.0,3,1.299568493888889,2.3084585492086385,,
split_00,0,channel_union,esit,threshold,advisory,6.0,6.0,normal,0,0,,35,6.7653268580555554,5.173438140438859,,
split_00,0,channel_union,esit,k_of_n,advisory,6.0,6.0,altitude_anomaly,114,2,0.017543859649122806,36,1.4421181852777778,24.963279963816387,1.9807455000000047,3.9614910000000094
split_00,0,channel_union,esit,k_of_n,advisory,6.0,6.0,external_position_anomaly,50,4,0.08,17,0.7340355269444444,23.159641973686988,12.754285249999995,27.02733099999999
split_00,0,channel_union,esit,k_of_n,advisory,6.0,6.0,global_position_anomaly,51,5,0.09803921568627451,10,0.6878973927777778,14.537051753633342,15.0629536,29.95837999999999
split_00,0,channel_union,esit,k_of_n,advisory,6.0,6.0,mechanical_fault,43,20,0.46511627906976744,37,1.299568493888889,28.470988773573207,2.3537751499999997,6.005978999999968
split_00,0,channel_union,esit,k_of_n,advisory,6.0,6.0,normal,0,0,,67,6.7653268580555554,9.903438725982959,,
split_00,0,channel_union,esit,cusum,advisory,6.0,6.0,altitude_anomaly,114,2,0.017543859649122806,28,1.4421181852777778,19.415884416301633,2.486760500000008,3.051936000000012
split_00,0,channel_union,esit,cusum,advisory,6.0,6.0,external_position_anomaly,50,17,0.34,30,0.7340355269444444,40.86995642415351,14.538317117647047,62.099672999999996
split_00,0,channel_union,esit,cusum,advisory,6.0,6.0,global_position_anomaly,51,27,0.5294117647058824,57,0.6878973927777778,82.86119499571005,22.899488962962963,53.989149
split_00,0,channel_union,esit,cusum,advisory,6.0,6.0,mechanical_fault,43,10,0.23255813953488372,59,1.299568493888889,45.39968480110323,7.098818800000008,21.965652000000034
split_00,0,channel_union,esit,cusum,advisory,6.0,6.0,normal,0,0,,77,6.7653268580555554,11.38156390896549,,
split_01,1,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,altitude_anomaly,114,0,0.0,3,1.4421181852777778,2.0802733303180325,,
split_01,1,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,external_position_anomaly,50,0,0.0,0,0.7340355269444444,0.0,,
split_01,1,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_01,1,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,mechanical_fault,43,0,0.0,1,1.299568493888889,0.7694861830695462,,
split_01,1,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,normal,0,0,,4,6.5713748625,0.6087006271436854,,
split_01,1,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,altitude_anomaly,114,1,0.008771929824561403,29,1.4421181852777778,20.109308859740977,3.9614910000000094,3.9614910000000094
split_01,1,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,external_position_anomaly,50,4,0.08,19,0.7340355269444444,25.88430573529722,12.754285249999995,27.02733099999999
split_01,1,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,global_position_anomaly,51,3,0.058823529411764705,12,0.6878973927777778,17.44446210436001,15.689370333333335,29.95837999999999
split_01,1,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,mechanical_fault,43,22,0.5116279069767442,29,1.299568493888889,22.31509930901684,4.280343954545452,37.030945
split_01,1,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,normal,0,0,,49,6.5713748625,7.456582682510147,,
split_01,1,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,altitude_anomaly,114,4,0.03508771929824561,28,1.4421181852777778,19.415884416301633,6.528523749999998,22.05043599999999
split_01,1,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,external_position_anomaly,50,21,0.42,31,0.7340355269444444,42.23228830495862,20.55098885714286,61.09803299999999
split_01,1,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,global_position_anomaly,51,18,0.35294117647058826,57,0.6878973927777778,82.86119499571005,18.965526722222226,55.87771900000001
split_01,1,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,mechanical_fault,43,15,0.3488372093023256,49,1.299568493888889,37.70482297040776,6.265447066666667,18.008713999999998
split_01,1,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,normal,0,0,,119,6.5713748625,18.108843657524645,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,altitude_anomaly,114,0,0.0,7,1.4421181852777778,4.853971104075408,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,external_position_anomaly,50,0,0.0,3,0.7340355269444444,4.086995642415351,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,mechanical_fault,43,0,0.0,1,1.299568493888889,0.7694861830695462,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,normal,0,0,,17,6.5713748625,2.5869776653606635,,
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,altitude_anomaly,114,1,0.008771929824561403,40,1.4421181852777778,27.736977737573763,3.9614910000000094,3.9614910000000094
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,external_position_anomaly,50,5,0.1,22,0.7340355269444444,29.97130137771257,11.216144599999996,27.02733099999999
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,global_position_anomaly,51,5,0.09803921568627451,12,0.6878973927777778,17.44446210436001,16.0545974,29.95837999999999
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,mechanical_fault,43,22,0.5116279069767442,36,1.299568493888889,27.70150259050366,4.141876681818176,37.030945
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,normal,0,0,,86,6.5713748625,13.087063483589239,,
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,altitude_anomaly,114,7,0.06140350877192982,44,1.4421181852777778,30.51067551133114,7.871468857142853,41.07599499999998
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,external_position_anomaly,50,27,0.54,52,0.7340355269444444,70.84125780186608,13.456579888888882,50.99932000000001
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,global_position_anomaly,51,30,0.5882352941176471,66,0.6878973927777778,95.94454157398006,17.045993066666675,39.030283000000054
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,mechanical_fault,43,14,0.32558139534883723,80,1.299568493888889,61.5588946455637,7.138976499999997,25.12028700000002
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,normal,0,0,,217,6.5713748625,33.022009022544935,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,altitude_anomaly,114,0,0.0,3,1.4421181852777778,2.0802733303180325,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,external_position_anomaly,50,0,0.0,0,0.7340355269444444,0.0,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,mechanical_fault,43,0,0.0,1,1.299568493888889,0.7694861830695462,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,normal,0,0,,4,6.5713748625,0.6087006271436854,,
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,altitude_anomaly,114,1,0.008771929824561403,29,1.4421181852777778,20.109308859740977,3.9614910000000094,3.9614910000000094
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,external_position_anomaly,50,4,0.08,19,0.7340355269444444,25.88430573529722,12.754285249999995,27.02733099999999
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,global_position_anomaly,51,3,0.058823529411764705,12,0.6878973927777778,17.44446210436001,15.689370333333335,29.95837999999999
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,mechanical_fault,43,22,0.5116279069767442,29,1.299568493888889,22.31509930901684,4.280343954545452,37.030945
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,normal,0,0,,49,6.5713748625,7.456582682510147,,
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,altitude_anomaly,114,7,0.06140350877192982,29,1.4421181852777778,20.109308859740977,5.878893714285717,23.978379000000018
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,external_position_anomaly,50,23,0.46,31,0.7340355269444444,42.23228830495862,20.49180356521739,67.10841199999999
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,global_position_anomaly,51,20,0.39215686274509803,55,0.6878973927777778,79.95378464498339,20.242287200000007,61.95455000000004
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,mechanical_fault,43,15,0.3488372093023256,57,1.299568493888889,43.860712434964135,8.8696678,29.00002699999999
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,normal,0,0,,133,6.5713748625,20.239295852527544,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,altitude_anomaly,114,0,0.0,8,1.4421181852777778,5.5473955475147525,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,external_position_anomaly,50,0,0.0,5,0.7340355269444444,6.811659404025584,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,mechanical_fault,43,0,0.0,2,1.299568493888889,1.5389723661390924,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,normal,0,0,,20,6.5713748625,3.0435031357184275,,
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,altitude_anomaly,114,1,0.008771929824561403,42,1.4421181852777778,29.12382662445245,3.9614910000000094,3.9614910000000094
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,external_position_anomaly,50,5,0.1,23,0.7340355269444444,31.33363325851769,11.216144599999996,27.02733099999999
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,global_position_anomaly,51,5,0.09803921568627451,12,0.6878973927777778,17.44446210436001,15.871979799999995,29.95837999999999
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,mechanical_fault,43,21,0.4883720930232558,36,1.299568493888889,27.70150259050366,4.241962619047613,37.030945
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,normal,0,0,,93,6.5713748625,14.152289581090688,,
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,altitude_anomaly,114,7,0.06140350877192982,48,1.4421181852777778,33.28437328508852,2.8424387142857177,7.003358999999989
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,external_position_anomaly,50,27,0.54,54,0.7340355269444444,73.56592156347631,12.52716114814814,50.957589
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,global_position_anomaly,51,27,0.5294117647058824,74,0.6878973927777778,107.57418297688675,20.989823777777787,44.07526700000005
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,mechanical_fault,43,14,0.32558139534883723,89,1.299568493888889,68.48427029318961,8.574572071428577,24.001688
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,normal,0,0,,225,6.5713748625,34.23941027683231,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,altitude_anomaly,114,0,0.0,3,1.4421181852777778,2.0802733303180325,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,external_position_anomaly,50,0,0.0,0,0.7340355269444444,0.0,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,mechanical_fault,43,0,0.0,1,1.299568493888889,0.7694861830695462,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,normal,0,0,,4,6.5713748625,0.6087006271436854,,
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,altitude_anomaly,114,1,0.008771929824561403,29,1.4421181852777778,20.109308859740977,3.9614910000000094,3.9614910000000094
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,external_position_anomaly,50,4,0.08,19,0.7340355269444444,25.88430573529722,12.754285249999995,27.02733099999999
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,global_position_anomaly,51,3,0.058823529411764705,12,0.6878973927777778,17.44446210436001,15.689370333333335,29.95837999999999
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,mechanical_fault,43,22,0.5116279069767442,29,1.299568493888889,22.31509930901684,4.280343954545452,37.030945
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,normal,0,0,,49,6.5713748625,7.456582682510147,,
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,altitude_anomaly,114,2,0.017543859649122806,35,1.4421181852777778,24.269855520377043,4.52453899999999,4.980758999999978
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,external_position_anomaly,50,26,0.52,26,0.7340355269444444,35.42062890093304,17.400893384615372,35.979960000000005
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,global_position_anomaly,51,21,0.4117647058823529,58,0.6878973927777778,84.31490017107339,20.969048952380952,70.9903250000001
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,mechanical_fault,43,14,0.32558139534883723,62,1.299568493888889,47.708143350311865,7.982701357142859,23.90330700000004
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,normal,0,0,,138,6.5713748625,21.00017163645715,,
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,altitude_anomaly,114,0,0.0,20,1.4421181852777778,13.868488868786882,,
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,external_position_anomaly,50,8,0.16,31,0.7340355269444444,42.23228830495862,25.701097749999995,92.99668399999996
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,global_position_anomaly,51,1,0.0196078431372549,7,0.6878973927777778,10.17593622754334,5.086523999999997,5.086523999999997
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,mechanical_fault,43,38,0.8837209302325582,12,1.299568493888889,9.233834196834554,3.078367526315791,16.997465999999974
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,normal,0,0,,92,6.5713748625,14.000114424304767,,
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,altitude_anomaly,114,1,0.008771929824561403,43,1.4421181852777778,29.817251067891796,3.9614910000000094,3.9614910000000094
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,external_position_anomaly,50,5,0.1,23,0.7340355269444444,31.33363325851769,11.216144599999996,27.02733099999999
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,global_position_anomaly,51,5,0.09803921568627451,12,0.6878973927777778,17.44446210436001,15.871979799999995,29.95837999999999
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,mechanical_fault,43,21,0.4883720930232558,37,1.299568493888889,28.470988773573207,4.241962619047613,37.030945
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,normal,0,0,,96,6.5713748625,14.608815051448452,,
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,altitude_anomaly,114,4,0.03508771929824561,71,1.4421181852777778,49.23313548419343,3.9900417500000014,9.955193000000008
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,external_position_anomaly,50,25,0.5,64,0.7340355269444444,87.18924037152748,12.047604480000004,25.04392100000001
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,global_position_anomaly,51,24,0.47058823529411764,86,0.6878973927777778,125.01864508124675,19.826693708333334,49.952061000000015
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,mechanical_fault,43,21,0.4883720930232558,99,1.299568493888889,76.17913212388507,5.193205333333334,28.991223000000048
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,normal,0,0,,271,6.5713748625,41.239467488984694,,
