epoch,train_loss,validation_loss
1,5.239707825135212,4.637954235076904
2,2.863699102888302,3.776242971420288
3,2.3582157346667074,3.336251974105835
4,1.940670446473725,2.9668819904327393
5,1.7057527814592635,2.756939172744751
6,1.5490271887000726,2.5915510654449463
7,1.4476270590509688,2.4691314697265625
8,1.3488014072788006,2.3337953090667725
9,1.2954422916684831,2.2889018058776855
10,1.2435295472339707,2.1904137134552
11,1.1595714378113648,2.1091272830963135
12,1.1514304657371677,2.053361654281616
13,1.1123015862338397,2.0225155353546143
14,1.0705499709868918,1.9301973581314087
15,1.045661220136954,1.937001347541809
16,1.041969658768907,1.870658278465271
17,0.9834029194043608,1.8570750951766968
18,0.9848212830874384,1.8380687236785889
19,0.942087742138882,1.7650415897369385
20,0.9101062204156604,1.7347041368484497
21,0.8933711222239903,1.7168138027191162
22,0.8859162014357898,1.7023040056228638
23,0.8610023935230411,1.6511290073394775
24,0.8574071070369409,1.6278842687606812
25,0.8365811656932441,1.6130032539367676
