policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,2529,0.5991471215351812,2529,1692,1,90,0.6598240469208212,2.244963864544938,27.099305681169902
advisory,4221,3107,0.7360814972755271,3107,1114,16,75,10.557184750733139,8.538880413358426,31.106596724596137
