epoch,train_loss,val_loss,split,model
1,3.3485601118632724,3.4136338233947754,split_02,dense_ae
2,3.2517527710823786,3.333750009536743,split_02,dense_ae
3,3.1886800016675676,3.1810221672058105,split_02,dense_ae
4,3.0202512457257225,2.9648633003234863,split_02,dense_ae
5,2.803709191935403,2.7849628925323486,split_02,dense_ae
6,2.680155118306478,2.673858404159546,split_02,dense_ae
7,2.615251666023618,2.6114580631256104,split_02,dense_ae
8,2.584339141845703,2.572664499282837,split_02,dense_ae
9,2.571156609626043,2.5449869632720947,split_02,dense_ae
10,2.5418156754402887,2.52716064453125,split_02,dense_ae
11,2.527561213288988,2.5141801834106445,split_02,dense_ae
12,2.4980678274517967,2.5023155212402344,split_02,dense_ae
13,2.5342858745938255,2.487290143966675,split_02,dense_ae
14,2.5013552052634105,2.4801948070526123,split_02,dense_ae
15,2.5005467988195873,2.4729819297790527,split_02,dense_ae
16,2.4932811657587686,2.4664089679718018,split_02,dense_ae
17,2.451837270032792,2.4585607051849365,split_02,dense_ae
18,2.4572410469963435,2.4485270977020264,split_02,dense_ae
19,2.4235979261852445,2.441082715988159,split_02,dense_ae
20,2.413652085122608,2.4327189922332764,split_02,dense_ae
21,2.456637515908196,2.427351474761963,split_02,dense_ae
22,2.4110156382833208,2.417292356491089,split_02,dense_ae
23,2.3886320761271884,2.4111578464508057,split_02,dense_ae
24,2.385206319036938,2.404970645904541,split_02,dense_ae
25,2.3761821616263616,2.3951938152313232,split_02,dense_ae
26,2.359825704778944,2.3888652324676514,split_02,dense_ae
27,2.341528580302284,2.387181282043457,split_02,dense_ae
28,2.3274198231242953,2.3792567253112793,split_02,dense_ae
29,2.3489826718966165,2.3767642974853516,split_02,dense_ae
30,2.310861017022814,2.373279571533203,split_02,dense_ae
31,2.333493153254191,2.3707590103149414,split_02,dense_ae
32,2.3181908017113093,2.367856740951538,split_02,dense_ae
33,2.316507311094375,2.365708589553833,split_02,dense_ae
34,2.284275933390572,2.3656108379364014,split_02,dense_ae
35,2.287086083775475,2.3639719486236572,split_02,dense_ae
36,2.279817893391564,2.365018844604492,split_02,dense_ae
37,2.3274341254007247,2.363159656524658,split_02,dense_ae
38,2.305156035082681,2.3658361434936523,split_02,dense_ae
39,2.294553245816912,2.3558707237243652,split_02,dense_ae
40,2.26776951835269,2.34123158454895,split_02,dense_ae
