policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,3021,0.7157071783937455,3021,1200,7,84,4.618768328445748,2.5300810643789307,37.16531237511656
advisory,4221,3251,0.7701966358682777,3251,970,25,66,16.495601173020532,4.820240648515032,40.282403090448916
