policy,events,detected_events,event_recall,false_alarm_events,normal_exposure_hours,false_alarms_per_hour,median_detection_delay_s,confusion_flight,flight_tp,flight_fn,flight_fp,flight_tn
critical,798,139,0.17418546365914786,16,9.186388888888889,1.7417072359469021,26.0,"{'tp': 139, 'fn': 659, 'fp': 0, 'tn': 51}",139,659,0,51
advisory,798,467,0.5852130325814536,109,9.186388888888889,11.865380544888271,22.000000000000007,"{'tp': 467, 'fn': 331, 'fp': 10, 'tn': 41}",467,331,10,41
