split,seed,score_source,allocation,decision,budget,system_budget_per_hour,mechanical_budget_per_hour,annotation_category,n_events,detected_events,event_onset_recall,false_alarm_events,normal_hours,false_alarms_per_hour,avg_detection_time_s,max_detection_time_s
split_01,1,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Position.X,54,19,0.35185185185185186,55,0.9378571405555555,58.6443261149772,20.614529631578947,61.09803299999999
split_01,1,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Position.Y,55,19,0.34545454545454546,75,1.0971975144444444,68.35596965235156,17.807880631578954,55.87771900000001
split_01,1,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Position.Z,113,4,0.035398230088495575,27,1.4244670750000001,18.954457055457038,6.528523749999998,22.05043599999999
split_01,1,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Velocity,2,1,0.5,0,0.0036470161111110933,0.0,26.00880600000005,26.00880600000005
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Actuator Controls,16,0,0.0,0,0.5049052622222222,0.0,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Actuator Outputs,25,0,0.0,1,0.7446180683333333,1.3429703663225416,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Actuator Outputs+Controls,41,0,0.0,1,1.206307534722222,0.828976004224554,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Position.X,54,0,0.0,1,0.9378571405555555,1.066260474817767,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Position.Y,55,0,0.0,3,1.0971975144444444,2.7342387860940622,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Position.Z,113,0,0.0,7,1.4244670750000001,4.914118495859231,,
split_01,1,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,Actuator Controls,16,8,0.5,10,0.5049052622222222,19.80569573782484,1.2561983749999968,3.042353999999989
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,Actuator Outputs,25,13,0.52,26,0.7446180683333333,34.91722952438608,6.087903076923073,37.030945
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,Actuator Outputs+Controls,41,21,0.5121951219512195,34,1.206307534722222,28.185184143634835,4.247253666666663,37.030945
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,Actuator Thrust,2,1,0.5,0,0.06510427361111108,0.0,1.928959999999961,1.928959999999961
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,Battery,2,0,0.0,2,0.06345890611111113,31.516458800884003,,
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,Position.X,54,6,0.1111111111111111,20,0.9378571405555555,21.325209496355345,15.022913833333332,29.95837999999999
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,Position.Y,55,4,0.07272727272727272,23,1.0971975144444444,20.962497360054478,11.554056749999994,28.12325899999999
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,Position.Z,113,1,0.008849557522123894,40,1.4244670750000001,28.08067711919561,3.9614910000000094,3.9614910000000094
split_01,1,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,Actuator Controls,16,3,0.1875,34,0.5049052622222222,67.33936550860446,3.9959406666666646,6.000388999999984
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,Actuator Outputs,25,10,0.4,49,0.7446180683333333,65.80554794980453,8.7044517,25.12028700000002
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,Actuator Outputs+Controls,41,13,0.3170731707317073,79,1.206307534722222,65.48910433373976,7.617872230769231,25.12028700000002
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,Actuator Thrust,2,1,0.5,2,0.06510427361111108,30.719949537362908,0.9133319999999685,0.9133319999999685
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,Battery,2,0,0.0,1,0.06345890611111113,15.758229400442001,,
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,Position.X,54,28,0.5185185185185185,77,0.9378571405555555,82.10205656096808,10.655788535714278,48.939858
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,Position.Y,55,28,0.509090909090909,102,1.0971975144444444,92.96411872719813,18.335640678571433,50.99932000000001
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,Position.Z,113,7,0.061946902654867256,43,1.4244670750000001,30.18672790313528,7.871468857142853,41.07599499999998
split_01,1,channel_union,agirlikli_sistem,cusum,advisory,10.0,2.0,Velocity,2,2,1.0,0,0.0036470161111110933,0.0,15.54867999999999,21.04154600000004
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,Actuator Controls,16,0,0.0,0,0.5049052622222222,0.0,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,Actuator Outputs,25,0,0.0,1,0.7446180683333333,1.3429703663225416,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,Actuator Outputs+Controls,41,0,0.0,1,1.206307534722222,0.828976004224554,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,Position.X,54,0,0.0,0,0.9378571405555555,0.0,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,Position.Y,55,0,0.0,0,1.0971975144444444,0.0,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,Position.Z,113,0,0.0,3,1.4244670750000001,2.1060507839396707,,
split_01,1,channel_union,dengeli,threshold,critical,1.33,0.67,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,Actuator Controls,16,8,0.5,10,0.5049052622222222,19.80569573782484,1.5099381250000015,3.042353999999989
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,Actuator Outputs,25,13,0.52,18,0.7446180683333333,24.17346659380575,6.166084769230766,37.030945
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,Actuator Outputs+Controls,41,21,0.5121951219512195,27,1.206307534722222,22.382352114062957,4.392314619047617,37.030945
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,Actuator Thrust,2,1,0.5,0,0.06510427361111108,0.0,1.928959999999961,1.928959999999961
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,Battery,2,0,0.0,2,0.06345890611111113,31.516458800884003,,
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,Position.X,54,6,0.1111111111111111,17,0.9378571405555555,18.126428071902044,15.022913833333332,29.95837999999999
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,Position.Y,55,1,0.01818181818181818,22,1.0971975144444444,20.051084431356458,7.947768999999994,7.947768999999994
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,Position.Z,113,1,0.008849557522123894,29,1.4244670750000001,20.358490911416816,3.9614910000000094,3.9614910000000094
split_01,1,channel_union,dengeli,k_of_n,critical,1.33,0.67,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,Actuator Controls,16,4,0.25,24,0.5049052622222222,47.53366977077962,3.736247750000004,8.850108999999975
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,Actuator Outputs,25,11,0.44,35,0.7446180683333333,47.00396282128896,10.736365999999999,29.00002699999999
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,Actuator Outputs+Controls,41,15,0.36585365853658536,56,1.206307534722222,46.42265623657502,8.8696678,29.00002699999999
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,Actuator Thrust,2,0,0.0,3,0.06510427361111108,46.07992430604436,,
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,Position.X,54,20,0.37037037037037035,55,0.9378571405555555,58.6443261149772,21.76368625,67.10841199999999
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,Position.Y,55,22,0.4,74,1.0971975144444444,67.44455672365353,17.996673863636367,61.95455000000004
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,Position.Z,113,7,0.061946902654867256,28,1.4244670750000001,19.656473983436925,5.878893714285717,23.978379000000018
split_01,1,channel_union,dengeli,cusum,critical,1.33,0.67,Velocity,2,1,0.5,0,0.0036470161111110933,0.0,28.041029999999978,28.041029999999978
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,Actuator Controls,16,0,0.0,0,0.5049052622222222,0.0,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,Actuator Outputs,25,0,0.0,2,0.7446180683333333,2.6859407326450833,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,Actuator Outputs+Controls,41,0,0.0,2,1.206307534722222,1.657952008449108,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,Position.X,54,0,0.0,2,0.9378571405555555,2.132520949635534,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,Position.Y,55,0,0.0,4,1.0971975144444444,3.6456517147920833,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,Position.Z,113,0,0.0,8,1.4244670750000001,5.616135423839122,,
split_01,1,channel_union,dengeli,threshold,advisory,8.0,4.0,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,Actuator Controls,16,7,0.4375,11,0.5049052622222222,21.786265311607323,1.435655285714282,3.042353999999989
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,Actuator Outputs,25,13,0.52,25,0.7446180683333333,33.57425915806354,5.930974461538456,37.030945
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,Actuator Outputs+Controls,41,20,0.4878048780487805,34,1.206307534722222,28.185184143634835,4.357612749999996,37.030945
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,Actuator Thrust,2,1,0.5,0,0.06510427361111108,0.0,1.928959999999961,1.928959999999961
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,Battery,2,0,0.0,2,0.06345890611111113,31.516458800884003,,
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,Position.X,54,6,0.1111111111111111,20,0.9378571405555555,21.325209496355345,14.870732499999995,29.95837999999999
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,Position.Y,55,4,0.07272727272727272,24,1.0971975144444444,21.873910288752498,11.554056749999994,28.12325899999999
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,Position.Z,113,1,0.008849557522123894,42,1.4244670750000001,29.48471097515539,3.9614910000000094,3.9614910000000094
split_01,1,channel_union,dengeli,k_of_n,advisory,8.0,4.0,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,Actuator Controls,16,3,0.1875,37,0.5049052622222222,73.28107422995191,2.3054243333333395,2.9506959999999935
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,Actuator Outputs,25,11,0.44,54,0.7446180683333333,72.52039978141725,10.284339636363642,24.001688
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,Actuator Outputs+Controls,41,14,0.34146341463414637,87,1.206307534722222,72.12091236753619,8.574572071428577,24.001688
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,Actuator Thrust,2,0,0.0,4,0.06510427361111108,61.439899074725815,,
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,Battery,2,0,0.0,2,0.06345890611111113,31.516458800884003,,
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,Position.X,54,27,0.5,83,0.9378571405555555,88.49961940987468,12.741853185185178,50.957589
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,Position.Y,55,27,0.4909090909090909,109,1.0971975144444444,99.34400922808426,18.669198703703707,41.083173
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,Position.Z,113,7,0.061946902654867256,46,1.4244670750000001,32.29277868707495,2.8424387142857177,7.003358999999989
split_01,1,channel_union,dengeli,cusum,advisory,8.0,4.0,Velocity,2,2,1.0,0,0.0036470161111110933,0.0,16.515683000000024,22.059698000000026
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,Actuator Controls,16,0,0.0,0,0.5049052622222222,0.0,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,Actuator Outputs,25,0,0.0,1,0.7446180683333333,1.3429703663225416,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,Actuator Outputs+Controls,41,0,0.0,1,1.206307534722222,0.828976004224554,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,Position.X,54,0,0.0,0,0.9378571405555555,0.0,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,Position.Y,55,0,0.0,0,1.0971975144444444,0.0,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,Position.Z,113,0,0.0,3,1.4244670750000001,2.1060507839396707,,
split_01,1,channel_union,esit,threshold,critical,1.0,1.0,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,Actuator Controls,16,8,0.5,10,0.5049052622222222,19.80569573782484,1.5099381250000015,3.042353999999989
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,Actuator Outputs,25,13,0.52,18,0.7446180683333333,24.17346659380575,6.166084769230766,37.030945
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,Actuator Outputs+Controls,41,21,0.5121951219512195,27,1.206307534722222,22.382352114062957,4.392314619047617,37.030945
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,Actuator Thrust,2,1,0.5,0,0.06510427361111108,0.0,1.928959999999961,1.928959999999961
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,Battery,2,0,0.0,2,0.06345890611111113,31.516458800884003,,
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,Position.X,54,6,0.1111111111111111,17,0.9378571405555555,18.126428071902044,15.022913833333332,29.95837999999999
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,Position.Y,55,1,0.01818181818181818,22,1.0971975144444444,20.051084431356458,7.947768999999994,7.947768999999994
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,Position.Z,113,1,0.008849557522123894,29,1.4244670750000001,20.358490911416816,3.9614910000000094,3.9614910000000094
split_01,1,channel_union,esit,k_of_n,critical,1.0,1.0,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,Actuator Controls,16,3,0.1875,27,0.5049052622222222,53.47537849212707,3.6585039999999935,4.9832309999999325
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,Actuator Outputs,25,10,0.4,39,0.7446180683333333,52.375844286579124,9.682057900000006,23.90330700000004
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,Actuator Outputs+Controls,41,13,0.3170731707317073,62,1.206307534722222,51.39651226192235,8.292007000000002,23.90330700000004
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,Actuator Thrust,2,1,0.5,2,0.06510427361111108,30.719949537362908,3.9617279999999937,3.9617279999999937
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,Position.X,54,22,0.4074074074074074,53,0.9378571405555555,56.51180516534166,18.703654636363627,60.070460000000026
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,Position.Y,55,24,0.43636363636363634,75,1.0971975144444444,68.35596965235156,18.057888624999997,37.999277000000035
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,Position.Z,113,2,0.017699115044247787,34,1.4244670750000001,23.86857555131627,4.52453899999999,4.980758999999978
split_01,1,channel_union,esit,cusum,critical,1.0,1.0,Velocity,2,1,0.5,0,0.0036470161111110933,0.0,30.987881000000016,30.987881000000016
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,Actuator Controls,16,15,0.9375,5,0.5049052622222222,9.90284786891242,1.4030201333333403,4.9839170000000195
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,Actuator Outputs,25,22,0.88,7,0.7446180683333333,9.400792564257792,4.319060545454545,16.997465999999974
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,Actuator Outputs+Controls,41,37,0.9024390243902439,9,1.206307534722222,7.460784038020986,3.1368820000000026,16.997465999999974
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,Actuator Thrust,2,1,0.5,0,0.06510427361111108,0.0,0.9133319999999685,0.9133319999999685
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,Battery,2,0,0.0,3,0.06345890611111113,47.27468820132601,,
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,Position.X,54,6,0.1111111111111111,26,0.9378571405555555,27.722772345261948,19.108267,33.531859999999995
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,Position.Y,55,1,0.01818181818181818,24,1.0971975144444444,21.873910288752498,1.0152009999999905,1.0152009999999905
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,Position.Z,113,0,0.0,20,1.4244670750000001,14.040338559597805,,
split_01,1,channel_union,esit,threshold,advisory,6.0,6.0,Velocity,2,2,1.0,0,0.0036470161111110933,0.0,45.01921199999998,88.00460499999997
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,Actuator Controls,16,7,0.4375,11,0.5049052622222222,21.786265311607323,1.435655285714282,3.042353999999989
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,Actuator Outputs,25,13,0.52,26,0.7446180683333333,34.91722952438608,5.930974461538456,37.030945
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,Actuator Outputs+Controls,41,20,0.4878048780487805,35,1.206307534722222,29.01416014785939,4.357612749999996,37.030945
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,Actuator Thrust,2,1,0.5,0,0.06510427361111108,0.0,1.928959999999961,1.928959999999961
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,Battery,2,0,0.0,2,0.06345890611111113,31.516458800884003,,
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,Position.X,54,6,0.1111111111111111,20,0.9378571405555555,21.325209496355345,14.870732499999995,29.95837999999999
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,Position.Y,55,4,0.07272727272727272,24,1.0971975144444444,21.873910288752498,11.554056749999994,28.12325899999999
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,Position.Z,113,1,0.008849557522123894,43,1.4244670750000001,30.18672790313528,3.9614910000000094,3.9614910000000094
split_01,1,channel_union,esit,k_of_n,advisory,6.0,6.0,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,Actuator Controls,16,6,0.375,41,0.5049052622222222,81.20335252508185,4.8310844999999984,10.988866999999999
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,Actuator Outputs,25,14,0.56,61,0.7446180683333333,81.92119234567504,5.719343214285717,28.991223000000048
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,Actuator Outputs+Controls,41,20,0.4878048780487805,97,1.206307534722222,80.41067240978172,5.452865600000001,28.991223000000048
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,Actuator Thrust,2,1,0.5,4,0.06510427361111108,61.439899074725815,0.0,0.0
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,Battery,2,0,0.0,2,0.06345890611111113,31.516458800884003,,
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,Position.X,54,23,0.42592592592592593,102,0.9378571405555555,108.75856843141226,14.799905869565222,49.952061000000015
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,Position.Y,55,27,0.4909090909090909,117,1.0971975144444444,106.63531265766844,16.658159777777776,44.87795799999999
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,Position.Z,113,4,0.035398230088495575,69,1.4244670750000001,48.43916803061243,3.9900417500000014,9.955193000000008
split_01,1,channel_union,esit,cusum,advisory,6.0,6.0,Velocity,2,2,1.0,0,0.0036470161111110933,0.0,19.51599349999998,25.009048000000007
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,Actuator Controls,16,0,0.0,0,0.5049052622222222,0.0,,
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,Actuator Outputs,25,0,0.0,3,0.7446180683333333,4.028911098967625,,
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,Actuator Outputs+Controls,41,0,0.0,3,1.206307534722222,2.486928012673662,,
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,Position.X,54,0,0.0,2,0.9378571405555555,2.132520949635534,,
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,Position.Y,55,0,0.0,3,1.0971975144444444,2.7342387860940622,,
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,Position.Z,113,0,0.0,3,1.4244670750000001,2.1060507839396707,,
split_02,2,channel_union,agirlikli_sistem,threshold,critical,1.67,0.33,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,Actuator Controls,16,14,0.875,0,0.5049052622222222,0.0,2.7739189999999945,6.004818
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,Actuator Outputs,25,19,0.76,1,0.7446180683333333,1.3429703663225416,6.050070105263156,18.930746
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,Actuator Outputs+Controls,41,33,0.8048780487804879,0,1.206307534722222,0.0,4.660187818181815,18.930746
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,Actuator Thrust,2,1,0.5,0,0.06510427361111108,0.0,2.9456649999999627,2.9456649999999627
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,Position.X,54,5,0.09259259259259259,8,0.9378571405555555,8.530083798542137,20.513204800000004,34.552909
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,Position.Y,55,0,0.0,5,1.0971975144444444,4.557064643490104,,
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,Position.Z,113,0,0.0,0,1.4244670750000001,0.0,,
split_02,2,channel_union,agirlikli_sistem,k_of_n,critical,1.67,0.33,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Actuator Controls,16,6,0.375,42,0.5049052622222222,83.18392209886433,3.3553911666666636,7.020643000000007
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Actuator Outputs,25,16,0.64,54,0.7446180683333333,72.52039978141725,4.085716937499999,13.01921299999998
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Actuator Outputs+Controls,41,22,0.5365853658536586,92,1.206307534722222,76.26579238865897,3.88653718181818,13.01921299999998
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Actuator Thrust,2,2,1.0,3,0.06510427361111108,46.07992430604436,1.9786789999999996,3.0440260000000308
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Battery,2,0,0.0,4,0.06345890611111113,63.032917601768006,,
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Position.X,54,26,0.48148148148148145,94,0.9378571405555555,100.22848463287012,16.248022730769232,60.003401
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Position.Y,55,31,0.5636363636363636,105,1.0971975144444444,95.69835751329218,16.55460338709678,39.049182
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Position.Z,113,6,0.05309734513274336,62,1.4244670750000001,43.525049534753194,7.806721499999998,28.945602000000008
split_02,2,channel_union,agirlikli_sistem,cusum,critical,1.67,0.33,Velocity,2,2,1.0,0,0.0036470161111110933,0.0,28.506080499999996,30.987881000000016
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Actuator Controls,16,0,0.0,0,0.5049052622222222,0.0,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Actuator Outputs,25,0,0.0,3,0.7446180683333333,4.028911098967625,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Actuator Outputs+Controls,41,0,0.0,3,1.206307534722222,2.486928012673662,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Position.X,54,0,0.0,2,0.9378571405555555,2.132520949635534,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Position.Y,55,0,0.0,3,1.0971975144444444,2.7342387860940622,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Position.Z,113,0,0.0,3,1.4244670750000001,2.1060507839396707,,
split_02,2,channel_union,agirlikli_sistem,threshold,advisory,10.0,2.0,Velocity,2,0,0.0,0,0.0036470161111110933,0.0,,
split_02,2,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,Actuator Controls,16,14,0.875,0,0.5049052622222222,0.0,2.7739189999999945,6.004818
split_02,2,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,Actuator Outputs,25,19,0.76,1,0.7446180683333333,1.3429703663225416,6.050070105263156,18.930746
split_02,2,channel_union,agirlikli_sistem,k_of_n,advisory,10.0,2.0,Actuator Outputs+Controls,41,33,0.8048780487804879,0,1.206307534722222,0.0,4.660187818181815,18.930746
