epoch,train_loss,validation_loss
1,0.7100667983619242,0.8565334479014078
2,0.399297595105536,0.8169750918944677
3,0.3287124319480417,0.8931950206557909
4,0.2874672934005821,1.16877085963885
5,0.28865799629460265,0.7492970178524653
6,0.24252904076230983,0.8975244710842768
7,0.22175494202824889,1.1278181672096252
8,0.22168096655704936,1.1989692250887554
9,0.21084548689709987,1.0379910320043564
10,0.19106989091292756,1.5288352221250534
11,0.18268608731405983,1.1663278639316559
12,0.18051784151727385,1.2012825806935628
