policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,1834,0.43449419568822556,1834,2387,19,72,9.265781630994312,2.414660438375853,7.048144522559403
advisory,4221,2206,0.5226249703861644,2206,2015,29,62,14.142508805201842,3.018325547969816,8.32962534484293
