policy,recall_mean,recall_std,fa_mean,fa_std,wind_fa_mean
advisory,0.698365316275764,0.0584563372486506,3.643735218525479,1.3190872792271622,31.537380511764457
critical,0.6043117744610281,0.055419734167383,1.2788107262209545,0.3469578688223961,28.461784635934823
