epoch,train_loss,validation_loss
1,1.3056141138076782,1.6870328187942505
2,0.7747703450066703,1.4412065744400024
3,0.6239821570260184,1.3817667961120605
4,0.4338700899056026,1.5250859260559082
5,0.38068272386278423,1.673535704612732
6,0.32849486810820444,1.8353590965270996
7,0.29806514510086607,1.7404378652572632
8,0.3040472056184496,2.271113872528076
9,0.2731007933616638,2.3488078117370605
10,0.24346440817628587,2.0294229984283447
11,0.21869892520563944,2.3150877952575684
12,0.23501056006976537,2.0604641437530518
