z,sigma_0_2,sigma_1_0,sigma_2_0
1.1600000000000001,-0.9366379124341001,0.6728000000000002,1.3659471805599455
1.17,-0.9249879124341004,0.6844499999999999,1.3775971805599452
1.1799999999999997,-0.9132379124341006,0.6961999999999997,1.389347180559945
1.1900000000000004,-0.9013879124340998,0.7080500000000005,1.401197180559946
1.2000000000000002,-0.8894379124341001,0.7200000000000002,1.4131471805599456
1.21,-0.8773879124341003,0.73205,1.4251971805599453
1.2199999999999998,-0.8652379124341005,0.7441999999999998,1.4373471805599451
1.2300000000000004,-0.8529879124340998,0.7564500000000005,1.449597180559946
1.2400000000000002,-0.8406379124341,0.7688000000000003,1.4619471805599455
1.25,-0.8281879124341003,0.78125,1.4743971805599454
1.2599999999999998,-0.8156379124341006,0.7937999999999997,1.486947180559945
1.2700000000000005,-0.8029879124340997,0.8064500000000006,1.4995971805599457
1.2800000000000002,-0.7902379124340999,0.8192000000000004,1.5123471805599458
1.29,-0.7773879124341002,0.8320500000000001,1.5251971805599454
1.2999999999999998,-0.7644379124341005,0.8449999999999998,1.5381471805599451
1.3100000000000005,-0.7513879124340996,0.8580500000000006,1.5511971805599458
1.3200000000000003,-0.7382379124340999,0.8712000000000004,1.5643471805599458
1.33,-0.7249879124341002,0.8844500000000001,1.5775971805599454
1.3399999999999999,-0.7116379124341005,0.8977999999999998,1.590947180559945
1.3500000000000005,-0.6981879124340996,0.9112500000000007,1.604397180559946
1.3600000000000003,-0.6846379124340999,0.9248000000000004,1.6179471805599457
1.37,-0.6709879124341002,0.9384500000000001,1.6315971805599454
1.38,-0.6572379124341005,0.9521999999999998,1.645347180559945
1.3899999999999997,-0.6433879124341008,0.9660499999999995,1.6591971805599448
1.4000000000000004,-0.6294379124340997,0.9800000000000005,1.6731471805599458
1.4100000000000001,-0.6153879124341001,0.9940500000000002,1.6871971805599455
1.42,-0.6012379124341003,1.0082,1.7013471805599454
1.4299999999999997,-0.5869879124341006,1.0224499999999996,1.715597180559945
1.4400000000000004,-0.5726379124340997,1.0368000000000006,1.7299471805599458
1.4500000000000002,-0.5581879124341,1.0512500000000002,1.7443971805599454
1.46,-0.5436379124341004,1.0657999999999999,1.7589471805599453
1.4699999999999998,-0.5289879124341006,1.0804499999999997,1.7735971805599449
1.4800000000000004,-0.5142379124340997,1.0952000000000006,1.788347180559946
1.4900000000000002,-0.49938791243409986,1.1100500000000004,1.8031971805599456
1.5,-0.4844379124341003,1.125,1.8181471805599454
1.5099999999999998,-0.4693879124341005,1.1400499999999998,1.833197180559945
1.5200000000000005,-0.4542379124340996,1.1552000000000007,1.848347180559946
1.5300000000000002,-0.43898791243409985,1.1704500000000004,1.8635971805599456
1.54,-0.4236379124341003,1.1858,1.8789471805599454
1.5499999999999998,-0.4081879124341006,1.2012499999999997,1.8943971805599449
1.5600000000000005,-0.3926379124340995,1.2168000000000008,1.909947180559946
1.5700000000000003,-0.3769879124340998,1.2324500000000005,1.9255971805599459
1.58,-0.3612379124341001,1.2482000000000002,1.9413471805599456
1.5899999999999999,-0.3453879124341006,1.2640499999999997,1.957197180559945
1.6000000000000005,-0.32943791243409937,1.280000000000001,1.973147180559946
1.6100000000000003,-0.3133879124340997,1.2960500000000006,1.989197180559946
1.62,-0.2972379124341,1.3122000000000003,2.0053471805599457
1.63,-0.2809879124341004,1.32845,2.021597180559945
1.6399999999999997,-0.26463791243410073,1.3447999999999996,2.0379471805599447
1.6500000000000004,-0.24818791243409977,1.3612500000000005,2.054397180559946
1.6600000000000001,-0.23163791243410015,1.3778000000000001,2.0709471805599455
1.67,-0.21498791243410031,1.39445,2.0875971805599454
1.6799999999999997,-0.19823791243410072,1.4111999999999996,2.104347180559945
1.6900000000000004,-0.18138791243409957,1.4280500000000007,2.121197180559946
1.7000000000000002,-0.1644379124341,1.4450000000000003,2.1381471805599457
1.71,-0.14738791243410043,1.4620499999999998,2.155197180559945
1.7199999999999998,-0.13023791243410066,1.4791999999999996,2.172347180559945
1.7300000000000004,-0.11298791243409956,1.4964500000000007,2.189597180559946
1.7400000000000002,-0.0956379124340998,1.5138000000000005,2.2069471805599457
1.75,-0.07818791243410028,1.53125,2.2243971805599454
1.7599999999999998,-0.06063791243410055,1.5487999999999997,2.241947180559945
1.7700000000000005,-0.042987912434099496,1.5664500000000008,2.259597180559946
1.7800000000000002,-0.025237912434099785,1.5842000000000005,2.277347180559946
1.79,-0.007387912434100308,1.60205,2.295197180559945
1.7999999999999998,0.01056208756589938,1.6199999999999997,2.313147180559945
1.8100000000000005,0.028612087565900612,1.638050000000001,2.331197180559946
1.8200000000000003,0.04676208756590028,1.6562000000000006,2.349347180559946
1.83,0.06501208756589993,1.6744500000000002,2.3675971805599456
1.8399999999999999,0.08336208756589936,1.6927999999999996,2.385947180559945
1.8500000000000005,0.10181208756590077,1.711250000000001,2.4043971805599464
1.8600000000000003,0.12036208756590039,1.7298000000000007,2.422947180559946
1.87,0.1390120875659,1.7484500000000003,2.4415971805599455
1.88,0.1577620875658996,1.7671999999999999,2.4603471805599453
1.8899999999999997,0.1766120875658992,1.7860499999999995,2.479197180559945
1.9000000000000004,0.19556208756590032,1.8050000000000006,2.498147180559946
1.9100000000000001,0.2146120875658999,1.8240500000000002,2.5171971805599456
1.92,0.23376208756589967,1.8432,2.5363471805599453
1.9299999999999997,0.2530120875658992,1.8624499999999995,2.555597180559945
1.9400000000000004,0.2723620875659005,1.8818000000000008,2.574947180559946
1.9500000000000002,0.29181208756590005,1.9012500000000003,2.5943971805599455
1.96,0.31136208756589956,1.9207999999999998,2.6139471805599452
1.9699999999999998,0.3310120875658993,1.9404499999999996,2.6335971805599447
1.9800000000000004,0.35076208756590055,1.9602000000000008,2.6533471805599462
1.9900000000000002,0.37061208756590025,1.9800500000000005,2.6731971805599457
2.0,0.3905620875658997,2.0,2.6931471805599454
2.01,0.4106120875658992,2.0200499999999995,2.713197180559945
2.0200000000000005,0.4307620875659006,2.040200000000001,2.7333471805599463
2.0300000000000002,0.45101208756590005,2.0604500000000003,2.7535971805599457
2.04,0.4713620875658997,2.0808,2.7739471805599454
2.05,0.49181208756589956,2.10125,2.7943971805599452
2.0600000000000005,0.512362087565901,2.1218000000000012,2.8149471805599466
2.0700000000000003,0.5330120875659003,2.1424500000000006,2.835597180559946
2.08,0.5537620875659,2.1632000000000002,2.8563471805599456
2.09,0.5746120875658993,2.1840499999999996,2.877197180559945
2.1000000000000005,0.5955620875659007,2.205000000000001,2.8981471805599464
2.1100000000000003,0.6166120875659005,2.2260500000000008,2.919197180559946
2.12,0.6377620875659,2.2472000000000003,2.9403471805599457
2.13,0.6590120875658994,2.2684499999999996,2.961597180559945
2.1399999999999997,0.6803620875658989,2.289799999999999,2.9829471805599446
2.1500000000000004,0.7018120875659004,2.3112500000000007,3.004397180559946
2.16,0.7233620875658999,2.3328,3.0259471805599456
2.17,0.7450120875658996,2.35445,3.0475971805599453
2.1799999999999997,0.7667620875658991,2.3761999999999994,3.069347180559945
2.1900000000000004,0.7886120875659006,2.398050000000001,3.0911971805599463
2.2,0.8105620875659001,2.4200000000000004,3.1131471805599458
2.21,0.8326120875658998,2.44205,3.1351971805599455
2.2199999999999998,0.8547620875658992,2.4641999999999995,3.157347180559945
2.2300000000000004,0.8770120875659007,2.486450000000001,3.1795971805599463
2.24,0.8993620875659001,2.5088000000000004,3.2019471805599458
2.25,0.9218120875658997,2.53125,3.2243971805599454
2.26,0.9443620875658991,2.5537999999999994,3.246947180559945
2.2700000000000005,0.967012087565901,2.5764500000000012,3.2695971805599466
2.2800000000000002,0.9897620875659003,2.5992000000000006,3.292347180559946
2.29,1.0126120875659,2.62205,3.3151971805599456
2.3,1.0355620875658993,2.6449999999999996,3.338147180559945
2.3100000000000005,1.058612087565901,2.6680500000000014,3.3611971805599468
2.3200000000000003,1.0817620875659004,2.6912000000000007,3.384347180559946
2.33,1.1050120875659,2.7144500000000003,3.4075971805599456
2.34,1.1283620875658993,2.7377999999999996,3.430947180559945
2.3500000000000005,1.151812087565901,2.7612500000000013,3.4543971805599467
2.3600000000000003,1.1753620875659003,2.7848000000000006,3.477947180559946
2.37,1.1990120875658998,2.80845,3.5015971805599455
2.38,1.2227620875658995,2.8322,3.5253471805599452
2.3899999999999997,1.246612087565899,2.8560499999999993,3.5491971805599447
2.4000000000000004,1.2705620875659005,2.880000000000001,3.573147180559946
2.41,1.2946120875659,2.9040500000000002,3.5971971805599456
2.42,1.3187620875658996,2.9282,3.6213471805599453
2.4299999999999997,1.343012087565899,2.9524499999999994,3.6455971805599447
2.4400000000000004,1.3673620875659005,2.976800000000001,3.669947180559946
2.45,1.3918120875659004,3.0012500000000006,3.694397180559946
2.46,1.4163620875658995,3.0258,3.718947180559945
2.4699999999999998,1.441012087565899,3.050449999999999,3.7435971805599446
2.4800000000000004,1.4657620875659008,3.075200000000001,3.7683471805599464
2.49,1.4906120875659001,3.1000500000000004,3.793197180559946
2.5,1.5155620875658997,3.125,3.8181471805599454
2.51,1.540612087565899,3.1500499999999994,3.8431971805599447
2.5200000000000005,1.5657620875659009,3.175200000000001,3.8683471805599465
2.5300000000000002,1.5910120875659002,3.2004500000000005,3.893597180559946
2.54,1.6163620875658997,3.2258,3.9189471805599454
2.55,1.6418120875658995,3.2512499999999998,3.944397180559945
2.5600000000000005,1.6673620875659012,3.2768000000000015,3.969947180559947
2.5700000000000003,1.6930120875659005,3.3024500000000008,3.995597180559946
2.58,1.7187620875659,3.3282000000000003,4.021347180559945
2.59,1.7446120875658992,3.3540499999999995,4.0471971805599445
2.6000000000000005,1.770562087565901,3.3800000000000012,4.073147180559946
2.6100000000000003,1.7966120875659006,3.406050000000001,4.099197180559946
2.62,1.8227620875659,3.4322000000000004,4.125347180559945
2.63,1.8490120875658993,3.4584499999999996,4.1515971805599445
2.6399999999999997,1.8753620875658987,3.484799999999999,4.177947180559944
2.6500000000000004,1.9018120875659006,3.511250000000001,4.204397180559946
2.66,1.9283620875659,3.5378000000000003,4.230947180559945
2.67,1.9550120875658996,3.56445,4.257597180559945
2.6799999999999997,1.981762087565899,3.5911999999999993,4.284347180559944
2.6900000000000004,2.0086120875659006,3.618050000000001,4.3111971805599465
2.7,2.0355620875659,3.6450000000000005,4.338147180559946
2.71,2.0626120875659,3.67205,4.365197180559945
2.7199999999999998,2.089762087565899,3.6991999999999994,4.392347180559945
2.7300000000000004,2.117012087565901,3.726450000000001,4.419597180559946
2.74,2.1443620875659004,3.7538000000000005,4.446947180559945
2.75,2.1718120875658995,3.78125,4.474397180559945
2.76,2.1993620875658992,3.8087999999999993,4.501947180559944
2.7700000000000005,2.2270120875659014,3.8364500000000015,4.529597180559946
2.7800000000000002,2.2547620875659007,3.8642000000000007,4.557347180559946
2.79,2.2826120875658997,3.8920500000000002,4.585197180559946
2.8,2.3105620875658994,3.9199999999999995,4.613147180559944
2.8100000000000005,2.3386120875659016,3.9480500000000016,4.641197180559947
2.8200000000000003,2.366762087565901,3.976200000000001,4.669347180559946
2.83,2.3950120875659,4.00445,4.697597180559946
2.84,2.4233620875658994,4.0328,4.725947180559945
2.8500000000000005,2.4518120875659006,4.061250000000001,4.7543971805599465
2.8600000000000003,2.4803620875659007,4.089800000000001,4.782947180559947
2.87,2.5090120875658997,4.11845,4.811597180559946
2.88,2.5377620875658993,4.1472,4.840347180559945
2.8899999999999997,2.5666120875658986,4.176049999999999,4.8691971805599445
2.9000000000000004,2.5955620875659005,4.205000000000001,4.898147180559946
2.91,2.6246120875659003,4.234050000000001,4.927197180559946
2.92,2.653762087565899,4.263199999999999,4.956347180559945
2.9299999999999997,2.6830120875658983,4.292449999999999,4.985597180559944
2.9400000000000004,2.712362087565901,4.321800000000001,5.014947180559947
2.95,2.7418120875659,4.35125,5.044397180559946
2.96,2.7713620875658993,4.3808,5.073947180559945
2.9699999999999998,2.8010120875658986,4.410449999999999,5.1035971805599445
2.9800000000000004,2.830762087565901,4.440200000000002,5.133347180559947
2.99,2.8606120875659,4.4700500000000005,5.163197180559946
3.0,2.8905620875658995,4.5,5.193147180559945
