epoch,train_loss,validation_loss
1,12.05602667066786,6.7821044921875
2,7.411911505239981,6.587421417236328
3,6.843381652125606,6.175926685333252
4,6.017001416948107,5.50186824798584
5,5.296922542430736,4.978697299957275
6,4.81395943959554,4.485602378845215
7,4.467292732662624,3.882295608520508
8,4.170954262768781,3.811258316040039
9,3.750571816055863,3.557274103164673
10,3.478013762721309,3.390031576156616
11,3.349200275209215,3.301600694656372
12,3.176896059954608,3.1811649799346924
13,3.023628067087244,3.051670789718628
14,2.897257363354718,2.9824445247650146
15,2.7490442240679704,2.899280548095703
16,2.647745997817428,2.8114123344421387
17,2.52679083082411,2.7360999584198
18,2.427961570245248,2.7098281383514404
19,2.4010965912430375,2.6460397243499756
20,2.3437620798746743,2.5794522762298584
21,2.291852001790647,2.500088930130005
22,2.228345822404932,2.4944751262664795
23,2.2497941697085344,2.486290216445923
24,2.1752540976912886,2.4468257427215576
25,2.0717059550461947,2.436321258544922
