epoch,train_loss,validation_loss,is_best,epochs_without_improvement
0,,8.719097137451172,True,0
1,2.39007830619812,8.644620895385742,True,0
2,2.3538119792938232,8.596714973449707,True,0
3,2.3444249629974365,8.588313102722168,True,0
4,2.323685884475708,8.621180534362793,False,1
5,2.3142220973968506,8.643791198730469,False,2
6,2.314140558242798,8.627805709838867,False,3
7,2.3132903575897217,8.592391014099121,False,4
8,2.305281162261963,8.56620979309082,True,0
9,2.298996686935425,8.570773124694824,False,1
10,2.299374580383301,8.57625675201416,False,2
11,2.2962148189544678,8.573286056518555,False,3
12,2.2908036708831787,8.565555572509766,True,0
13,2.289585590362549,8.551036834716797,True,0
14,2.2874181270599365,8.53290843963623,True,0
15,2.283222198486328,8.522253036499023,True,0
16,2.281031370162964,8.52279281616211,False,1
17,2.279331684112549,8.531672477722168,False,2
18,2.275954484939575,8.541607856750488,False,3
19,2.2731359004974365,8.542243003845215,False,4
20,2.2715907096862793,8.528721809387207,False,5
21,2.269239664077759,8.50948429107666,True,0
22,2.266131639480591,8.49667739868164,True,0
23,2.263967514038086,8.493575096130371,True,0
24,2.262291193008423,8.495071411132812,False,1
25,2.2595455646514893,8.496023178100586,False,2
26,2.257040023803711,8.492274284362793,True,0
27,2.255401849746704,8.482508659362793,True,0
28,2.253082752227783,8.470728874206543,True,0
29,2.2505269050598145,8.462089538574219,True,0
30,2.2486677169799805,8.458691596984863,True,0
31,2.246696710586548,8.45984935760498,False,1
32,2.2442877292633057,8.463155746459961,False,2
33,2.242173910140991,8.46397590637207,False,3
34,2.2403242588043213,8.45887565612793,False,4
35,2.2381742000579834,8.449311256408691,True,0
36,2.2359397411346436,8.439821243286133,True,0
37,2.234065055847168,8.434267044067383,True,0
38,2.2321174144744873,8.433208465576172,True,0
39,2.2298970222473145,8.433375358581543,False,1
40,2.2279868125915527,8.42990493774414,True,0
41,2.226123809814453,8.422057151794434,True,0
42,2.224036931991577,8.414305686950684,True,0
43,2.222069025039673,8.41073989868164,True,0
44,2.220215082168579,8.41120719909668,False,1
45,2.218235969543457,8.412789344787598,False,2
46,2.216268539428711,8.412145614624023,False,3
47,2.2144148349761963,8.408121109008789,True,0
48,2.212496042251587,8.402059555053711,True,0
49,2.21054744720459,8.395231246948242,True,0
50,2.2087016105651855,8.388504981994629,True,0
51,2.20680570602417,8.384149551391602,True,0
52,2.204906940460205,8.382688522338867,True,0
53,2.203068256378174,8.381190299987793,True,0
54,2.2011985778808594,8.377942085266113,True,0
55,2.1993298530578613,8.374140739440918,True,0
56,2.1975033283233643,8.370855331420898,True,0
57,2.1956562995910645,8.368175506591797,True,0
58,2.193816661834717,8.364974021911621,True,0
59,2.191993474960327,8.360652923583984,True,0
60,2.1901676654815674,8.356257438659668,True,0
61,2.188349962234497,8.35190200805664,True,0
62,2.1865339279174805,8.347831726074219,True,0
63,2.184730052947998,8.34512710571289,True,0
64,2.1829254627227783,8.343100547790527,True,0
65,2.1811275482177734,8.340392112731934,True,0
66,2.1793482303619385,8.33714485168457,True,0
67,2.177557945251465,8.333813667297363,True,0
68,2.1757774353027344,8.331069946289062,True,0
69,2.1740126609802246,8.32889175415039,True,0
70,2.1722350120544434,8.326526641845703,True,0
71,2.170475482940674,8.323824882507324,True,0
72,2.1687192916870117,8.320905685424805,True,0
73,2.166958808898926,8.31851863861084,True,0
74,2.165217876434326,8.31655216217041,True,0
75,2.163468360900879,8.314865112304688,True,0
76,2.161726236343384,8.31292724609375,True,0
77,2.1599948406219482,8.309906959533691,True,0
78,2.1582579612731934,8.307074546813965,True,0
79,2.15653657913208,8.30466365814209,True,0
80,2.1548144817352295,8.303350448608398,True,0
81,2.153097629547119,8.301305770874023,True,0
82,2.1513895988464355,8.299163818359375,True,0
83,2.1496822834014893,8.296606063842773,True,0
84,2.147984743118286,8.29418659210205,True,0
85,2.1462905406951904,8.29167366027832,True,0
86,2.144603729248047,8.2905855178833,True,0
87,2.1429238319396973,8.287856101989746,True,0
88,2.1412525177001953,8.286664009094238,True,0
89,2.1396005153656006,8.283443450927734,True,0
90,2.1379854679107666,8.284209251403809,False,1
91,2.1364595890045166,8.279314994812012,True,0
92,2.135119676589966,8.283844947814941,False,1
93,2.1339950561523438,8.275171279907227,True,0
94,2.1327106952667236,8.279184341430664,False,1
95,2.1306402683258057,8.271805763244629,True,0
96,2.128303289413452,8.270689010620117,True,0
97,2.126826524734497,8.273850440979004,False,1
98,2.1258187294006348,8.266530990600586,True,0
99,2.1241633892059326,8.267621040344238,False,1
100,2.1221108436584473,8.265377044677734,True,0
101,2.1206648349761963,8.262028694152832,True,0
102,2.119488000869751,8.263519287109375,False,1
103,2.1177785396575928,8.25886344909668,True,0
104,2.1160027980804443,8.257965087890625,True,0
105,2.114699363708496,8.257987976074219,False,1
106,2.113337278366089,8.25341510772705,True,0
107,2.111621379852295,8.253412246704102,False,1
108,2.1100499629974365,8.252334594726562,True,0
109,2.108769655227661,8.248189926147461,True,0
110,2.1073262691497803,8.247957229614258,True,0
111,2.1056697368621826,8.246935844421387,True,0
112,2.1042168140411377,8.243924140930176,True,0
113,2.1029183864593506,8.243528366088867,True,0
114,2.1014416217803955,8.241618156433105,True,0
115,2.099869966506958,8.239250183105469,True,0
116,2.0984573364257812,8.239094734191895,True,0
117,2.0971221923828125,8.235634803771973,True,0
118,2.09565806388855,8.235395431518555,True,0
119,2.0941452980041504,8.233887672424316,True,0
120,2.0927417278289795,8.230669021606445,True,0
121,2.091397523880005,8.231558799743652,False,1
122,2.0899856090545654,8.22787094116211,True,0
123,2.0885233879089355,8.226680755615234,True,0
124,2.087113618850708,8.225431442260742,True,0
125,2.085765838623047,8.223376274108887,True,0
126,2.0844063758850098,8.222055435180664,True,0
127,2.0829918384552,8.221046447753906,True,0
128,2.081575393676758,8.218342781066895,True,0
129,2.0802078247070312,8.218774795532227,False,1
130,2.0788772106170654,8.214895248413086,True,0
131,2.0775444507598877,8.21654224395752,False,1
132,2.0761942863464355,8.212297439575195,True,0
133,2.0748682022094727,8.213642120361328,False,1
134,2.0736124515533447,8.209492683410645,True,0
135,2.0724315643310547,8.211898803710938,False,1
136,2.0712811946868896,8.205720901489258,True,0
137,2.0700759887695312,8.209956169128418,False,1
138,2.068769693374634,8.202428817749023,True,0
139,2.067345142364502,8.205954551696777,False,1
140,2.0658090114593506,8.199809074401855,True,0
141,2.064272403717041,8.200905799865723,False,1
142,2.0628483295440674,8.199504852294922,True,0
143,2.0615932941436768,8.195953369140625,True,0
144,2.0604684352874756,8.199522972106934,False,1
145,2.0593600273132324,8.192888259887695,True,0
146,2.0581507682800293,8.196430206298828,False,1
147,2.0567777156829834,8.190727233886719,True,0
