epoch,train_loss,validation_loss
1,10.675406535466513,6.683376789093018
2,7.3677266173892555,6.368048667907715
3,6.598760194248623,4.1724348068237305
4,5.349596460660298,3.0812063217163086
5,4.636765387323168,2.685340404510498
6,4.363134192095862,2.533721685409546
7,4.108389523294237,2.4443953037261963
8,3.858093546496497,2.293050765991211
9,3.477605276637607,2.1362874507904053
10,3.2332151664627924,1.950624942779541
11,3.0332686172591314,1.890501618385315
12,2.8454298906856113,1.8190655708312988
13,2.746311499012841,1.713421106338501
14,2.619813919067383,1.6971595287322998
15,2.5326848559909396,1.6125742197036743
16,2.3963700069321527,1.5463833808898926
17,2.3449059426784515,1.4876294136047363
18,2.2467514276504517,1.4406338930130005
19,2.229343569940991,1.384830117225647
20,2.1485882533921137,1.3607932329177856
21,2.1081009407838187,1.324129581451416
22,1.9870529505941603,1.28989577293396
23,1.951156712240643,1.3044264316558838
24,1.9158879187371995,1.2205305099487305
25,1.8309365179803636,1.1944152116775513
