policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,1746,0.4136460554371002,1746,2475,27,64,13.167163370360337,1.8109953287818898,6.087033905846757
advisory,4221,2123,0.5029613835583985,2123,2098,28,63,13.65483608778109,2.414660438375853,9.290735961555576
