policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,335,0.07936507936507936,335,3886,1,89,0.5585725368502715,0.6070716621598019,8.378588052754072
advisory,4221,1627,0.38545368396114665,1627,2594,1,89,0.5585725368502715,2.038026294393621,21.411947245927074
