epoch,train_loss,val_loss
1,25828.71985026469,475.10919189453125
2,25817.47740911793,468.94366455078125
3,25810.831229919248,467.89312744140625
4,25806.91574813224,468.8653259277344
5,25801.6809133157,469.58612060546875
6,25797.40738175984,469.781005859375
7,34943.20552989921,470.6576232910156
8,25788.49947503612,469.9603576660156
