candidate,rotation,policy,event_recall,all_nonfault_fa_per_hour,wind_fa_per_hour,real_motor_recall,real_sensor_recall,real_macro_recall,real_normal_fa_per_hour,real_normal_alarm_flight_rate
W2,0,critical,0.6879886282871357,4.096078184790615,22.01762462185979,0.0561224489795918,0.0126582278481012,0.0343903384138465,1.9977802441731407,0.05
W2,0,advisory,0.751954513148543,13.991340746995313,29.356832829146388,0.3775510204081632,0.4177215189873418,0.3976362696977525,47.94672586015538,0.8
W2,1,critical,0.6150201374081972,3.643550125763564,6.407404111417638,0.2602040816326531,0.360759493670886,0.3104817876517696,6.474820143884893,0.0909090909090909
W2,1,advisory,0.6780383795309168,3.9885016169601135,7.368514728130284,0.2653061224489796,0.3734177215189873,0.3193619219839835,6.474820143884893,0.0909090909090909
W2,2,critical,0.6427386875148069,1.9513017712279348,24.670287044220323,0.0765306122448979,0.1012658227848101,0.088898217514854,0.0,0.0
W2,2,advisory,0.7443733712390429,5.20347138994116,33.51435221101629,0.2346938775510204,0.3037974683544304,0.2692456729527254,6.1120543293718175,0.1
W2,3,critical,0.2795546079128169,1.1086755674716038,13.972162740899355,0.0306122448979591,0.0822784810126582,0.0564453629553087,3.9955604883462814,0.1
W2,3,advisory,0.3186448708836769,7.130305610405609,14.21306209850107,0.3265306122448979,0.4113924050632911,0.3689615086540945,49.944506104328525,0.85
W2,4,critical,0.5697701966358683,2.4646479334036138,21.819635007326497,0.1071428571428571,0.3164556962025316,0.2117992766726944,6.474820143884893,0.0909090909090909
W2,4,advisory,0.7202084814025113,5.343705696317569,38.36419341947516,0.1428571428571428,0.3354430379746835,0.2391500904159132,6.474820143884893,0.0909090909090909
