epoch,train_loss,validation_loss
1,5.606068805320976,4.714540481567383
2,3.408624993157141,3.555957794189453
3,2.61816776781967,2.7391128540039062
4,2.1951532486787775,2.369072437286377
5,1.8992406535394413,2.2238032817840576
6,1.7082440816250044,2.035061836242676
7,1.5718063005467051,1.88835608959198
8,1.4635425830624766,1.7901537418365479
9,1.3700142527363963,1.666626214981079
10,1.2714380075022118,1.597281813621521
11,1.2395061930430304,1.490980625152588
12,1.176090223887532,1.430052638053894
13,1.1735114737884285,1.4084826707839966
14,1.1379933148315273,1.4073554277420044
15,1.1106555836716878,1.4038258790969849
16,1.0970022807416229,1.3186287879943848
17,1.0460395923594838,1.3426437377929688
18,1.0637252017394783,1.308127522468567
19,1.0412046890897848,1.3294581174850464
20,1.02280831275527,1.2618639469146729
21,1.0104739733578003,1.2521339654922485
22,1.0009776722524584,1.2582943439483643
23,0.9719674120244292,1.2062668800354004
24,0.9812435452471074,1.2124639749526978
25,0.9605844807379025,1.1925668716430664
