epoch,train_loss,val_loss,split,model
1,3.4648207823435464,3.868143320083618,split_04,dense_ae
2,3.4134408368004694,3.791207790374756,split_04,dense_ae
3,3.3132852249675326,3.6843221187591553,split_04,dense_ae
4,3.198967754840851,3.5709898471832275,split_04,dense_ae
5,3.1073635286755033,3.4657857418060303,split_04,dense_ae
6,2.986161000198788,3.3548898696899414,split_04,dense_ae
7,2.8636543419626026,3.246523857116699,split_04,dense_ae
8,2.7546143929163613,3.1837639808654785,split_04,dense_ae
9,2.695932149887085,3.155810832977295,split_04,dense_ae
10,2.6671572625637054,3.13873553276062,split_04,dense_ae
11,2.6533387502034507,3.1254146099090576,split_04,dense_ae
12,2.647271388106876,3.113337993621826,split_04,dense_ae
13,2.5987326304117837,3.0964338779449463,split_04,dense_ae
14,2.599945386250814,3.0628061294555664,split_04,dense_ae
15,2.5581269330448575,3.0237278938293457,split_04,dense_ae
16,2.5277829898728266,3.0065972805023193,split_04,dense_ae
17,2.517710758580102,2.997317314147949,split_04,dense_ae
18,2.5055276254812875,2.9907827377319336,split_04,dense_ae
19,2.491559084918764,2.9823174476623535,split_04,dense_ae
20,2.498672147591909,2.977695941925049,split_04,dense_ae
21,2.475283510155148,2.9721434116363525,split_04,dense_ae
22,2.4747512671682568,2.9725193977355957,split_04,dense_ae
23,2.4691253933641644,2.967758893966675,split_04,dense_ae
24,2.470680034822888,2.9632070064544678,split_04,dense_ae
25,2.443080461687512,2.958056688308716,split_04,dense_ae
26,2.42984257472886,2.9560134410858154,split_04,dense_ae
27,2.4110900428560047,2.9542863368988037,split_04,dense_ae
28,2.4317251675658755,2.9478466510772705,split_04,dense_ae
29,2.4017553660604687,2.9452695846557617,split_04,dense_ae
30,2.4116680324077606,2.935371160507202,split_04,dense_ae
31,2.3981374204158783,2.9333081245422363,split_04,dense_ae
32,2.386286324924893,2.9309635162353516,split_04,dense_ae
33,2.3761638899644217,2.922720193862915,split_04,dense_ae
34,2.367816600534651,2.919858694076538,split_04,dense_ae
35,2.3602932492891946,2.908818244934082,split_04,dense_ae
36,2.353019244141049,2.905363082885742,split_04,dense_ae
37,2.3387778103351593,2.8962857723236084,split_04,dense_ae
38,2.329069200489256,2.8954830169677734,split_04,dense_ae
39,2.3138858642843037,2.8882439136505127,split_04,dense_ae
40,2.300302952528,2.883228063583374,split_04,dense_ae
