policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,111,0.026297085998578537,111,4110,0,91,0.0,1.0779734099892202,0.0
advisory,4221,1130,0.2677090736792229,1130,3091,13,78,6.339745326469791,1.7463169241825365,3.5240722612797013
