policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,1437,0.3404406538734897,1437,2784,16,75,8.290436196152804,3.6219906575637797,3.203702055708819
advisory,4221,2173,0.5148069177919924,2173,2048,19,72,9.265781630994312,4.764642472152353,5.446293494704992
