epoch,train_loss,val_loss,split,model
1,3.4919993606480686,3.2463538646698,split_00,dense_ae
2,3.419603607871316,3.113694429397583,split_00,dense_ae
3,3.230520177971233,2.892153024673462,split_00,dense_ae
4,3.0266728834672407,2.6818723678588867,split_00,dense_ae
5,2.880841011350805,2.533379554748535,split_00,dense_ae
6,2.7893464836207302,2.4668490886688232,split_00,dense_ae
7,2.7358957637440073,2.424415111541748,split_00,dense_ae
8,2.6992857076904992,2.392984390258789,split_00,dense_ae
9,2.6651487242091787,2.366816520690918,split_00,dense_ae
10,2.639551745219664,2.3496055603027344,split_00,dense_ae
11,2.623758603226055,2.332653045654297,split_00,dense_ae
12,2.6096450849012895,2.319185495376587,split_00,dense_ae
13,2.5999611128460276,2.3103010654449463,split_00,dense_ae
14,2.58925476399335,2.2972588539123535,split_00,dense_ae
15,2.5722316124222497,2.283825397491455,split_00,dense_ae
16,2.5628947994925757,2.27101993560791,split_00,dense_ae
17,2.5517487336288798,2.259157657623291,split_00,dense_ae
18,2.541501657529311,2.2447597980499268,split_00,dense_ae
19,2.5215796042572367,2.2334492206573486,split_00,dense_ae
20,2.5082359368150886,2.2225754261016846,split_00,dense_ae
21,2.497879396785389,2.211698055267334,split_00,dense_ae
22,2.4867443171414463,2.199442148208618,split_00,dense_ae
23,2.479723946614699,2.1933951377868652,split_00,dense_ae
24,2.4658667147159576,2.1852190494537354,split_00,dense_ae
25,2.4594182832674547,2.1760833263397217,split_00,dense_ae
26,2.446732160719958,2.1720328330993652,split_00,dense_ae
27,2.436758515509692,2.1620938777923584,split_00,dense_ae
28,2.4253046187487515,2.155104637145996,split_00,dense_ae
29,2.4174096990715372,2.1492302417755127,split_00,dense_ae
30,2.4068839089436964,2.1427359580993652,split_00,dense_ae
31,2.4041596705263313,2.137134075164795,split_00,dense_ae
32,2.389926915818995,2.1339943408966064,split_00,dense_ae
33,2.385896224867214,2.130626678466797,split_00,dense_ae
34,2.383487801660191,2.126267433166504,split_00,dense_ae
35,2.378500607880679,2.124497175216675,split_00,dense_ae
36,2.372969779101285,2.122013807296753,split_00,dense_ae
37,2.375108775767413,2.1220152378082275,split_00,dense_ae
38,2.3634940656748684,2.1168181896209717,split_00,dense_ae
39,2.368471313606609,2.115391969680786,split_00,dense_ae
40,2.358271696350791,2.110496759414673,split_00,dense_ae
