epoch,train_loss,val_loss,split,model
1,6.989705616777593,6.507781982421875,split_00,usad
2,3.452046285976063,6.44359827041626,split_00,usad
3,2.2852326441894877,6.393492221832275,split_00,usad
4,1.7069291120225734,6.362445831298828,split_00,usad
5,1.395130924203179,6.478399753570557,split_00,usad
6,1.213628508827903,7.01422643661499,split_00,usad
7,1.129598541693254,7.345077991485596,split_00,usad
8,1.0642178817228838,7.586297512054443,split_00,usad
9,0.9548637487671592,7.774388313293457,split_00,usad
