policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,2278,0.5396825396825397,2278,1943,10,90,6.8191043160600735,2.8672547293534305,33.85505721425753
advisory,4221,2737,0.648424543946932,2737,1484,38,62,31.660127181707484,11.727718592242603,42.141260028935946
