policy,event_recall_n,event_recall_mean,event_recall_std,event_recall_min,event_recall_max,all_nonfault_fa_per_hour_n,all_nonfault_fa_per_hour_mean,all_nonfault_fa_per_hour_std,all_nonfault_fa_per_hour_min,all_nonfault_fa_per_hour_max,wind_fa_per_hour_n,wind_fa_per_hour_mean,wind_fa_per_hour_std,wind_fa_per_hour_min,wind_fa_per_hour_max,real_motor_recall_n,real_motor_recall_mean,real_motor_recall_std,real_motor_recall_min,real_motor_recall_max,real_sensor_recall_n,real_sensor_recall_mean,real_sensor_recall_std,real_sensor_recall_min,real_sensor_recall_max,real_macro_recall_n,real_macro_recall_mean,real_macro_recall_std,real_macro_recall_min,real_macro_recall_max,real_normal_fa_per_hour_n,real_normal_fa_per_hour_mean,real_normal_fa_per_hour_std,real_normal_fa_per_hour_min,real_normal_fa_per_hour_max,real_normal_alarm_flight_rate_n,real_normal_alarm_flight_rate_mean,real_normal_alarm_flight_rate_std,real_normal_alarm_flight_rate_min,real_normal_alarm_flight_rate_max,median_detection_delay_s_n,median_detection_delay_s_mean,median_detection_delay_s_std,median_detection_delay_s_min,median_detection_delay_s_max
critical,5,0.2887191336711197,0.1406072198412401,0.0891191709844559,0.4405144694533762,5,2.871878668843425,3.381296469311737,0.087368037859483,9.446895147607735,5,6.409419080515853,5.454897366694413,0.807899461400359,16.216918612206005,5,0.19714609630668536,0.19361655668878666,0.0,0.5161290322580645,3,0.0035460992907801418,0.0050149417105428895,0.0,0.010638297872340425,3,0.07559551341350601,0.0638890211339098,0.0,0.15625,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,5,25.3,3.091924966748062,21.0,30.0
advisory,5,0.6785994305793985,0.055347600513842805,0.5852130325814536,0.7459807073954984,5,12.539532986596189,6.141910865611409,5.329450309428467,23.861554122836782,5,27.03260191581569,10.31347487013213,11.310592459605026,42.725343266773514,5,0.41983043203256054,0.20490250531080598,0.10666666666666667,0.6129032258064516,3,0.0335946248600224,0.030834072152830447,0.0,0.07446808510638298,3,0.24672769037829193,0.07680717224041277,0.1381578947368421,0.30392156862745096,3,0.7490636704119851,1.0593360017775992,0.0,2.247191011235955,3,0.016666666666666666,0.023570226039551587,0.0,0.05,5,19.2,2.0396078054371145,17.0,22.000000000000007
