epoch,train_loss,val_loss,split,model
1,6.07659309440189,7.487650394439697,split_03,usad
2,3.0193136003282337,7.439699649810791,split_03,usad
3,1.990676161315706,7.349264621734619,split_03,usad
4,1.460253463851081,7.195242404937744,split_03,usad
5,1.142321252160602,7.029820442199707,split_03,usad
6,0.9370742970042758,6.936187267303467,split_03,usad
7,0.7947444286611345,6.901993274688721,split_03,usad
8,0.6912324925263723,6.900206565856934,split_03,usad
9,0.6180502706103854,6.9135236740112305,split_03,usad
10,0.5576426386833191,6.937865257263184,split_03,usad
11,0.510425693458981,6.965950965881348,split_03,usad
12,0.47021369801627266,6.995145797729492,split_03,usad
13,0.43657950560251874,7.030014514923096,split_03,usad
