policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,1955,0.46316038853352287,1955,2266,16,74,8.937160589604344,0.8889263624482814,28.16136539953452
advisory,4221,2502,0.5927505330490405,2502,1719,17,73,9.495733126454617,2.4282866486392076,34.21256788207913
