epoch,train_loss,validation_loss
1,0.5995093938691656,2.7665810812087286
2,0.3046451564774167,2.6503083365304128
3,0.2593052041347466,2.906927619661604
4,0.24134740125200602,2.677297978174119
5,0.20085623419151627,3.340507995514643
6,0.2003925519698825,3.0461281594775973
7,0.18797686804273275,3.562000830968221
8,0.16855840122733037,3.455472083318801
9,0.16392013736527059,3.584896303358532
10,0.1631466369638896,3.908309607278733
11,0.143896376932633,4.298232248851231
12,0.15362113150221676,3.608528352919079
