split,seed,architecture,score_source,decision,budget,flight_label,n_events,detected_events,event_onset_recall,false_alarm_events,normal_hours,false_alarms_per_hour,avg_detection_time_s,max_detection_time_s
split_00,0,lstm,lstm_rankpct,threshold,advisory,altitude_anomaly,114,16,0.14035087719298245,102,1.4421181852777778,70.7292932308131,4.754047437499995,38.979185
split_00,0,lstm,lstm_rankpct,threshold,advisory,external_position_anomaly,185,121,0.654054054054054,577,2.7663557002777774,208.57766047296877,3.0614548099173544,12.956558000000015
split_00,0,lstm,lstm_rankpct,threshold,advisory,global_position_anomaly,51,10,0.19607843137254902,32,0.6878973927777778,46.5185656116267,13.208810099999994,52.026478
split_00,0,lstm,lstm_rankpct,threshold,advisory,mechanical_fault,43,7,0.16279069767441862,36,1.299568493888889,27.70150259050366,14.997802857142839,25.95426299999997
split_00,0,lstm,lstm_rankpct,threshold,advisory,normal,0,0,,1237,27.959377571111112,44.24275886878555,,
split_00,0,lstm,lstm_rankpct,k_of_n,advisory,altitude_anomaly,114,15,0.13157894736842105,62,1.4421181852777778,42.99231549323933,10.141404799999998,47.994821
split_00,0,lstm,lstm_rankpct,k_of_n,advisory,external_position_anomaly,185,74,0.4,217,2.7663557002777774,78.44255168567456,6.451571040540541,40.071492000000006
split_00,0,lstm,lstm_rankpct,k_of_n,advisory,global_position_anomaly,51,14,0.27450980392156865,26,0.6878973927777778,37.79633455944669,26.999910214285705,168.9904059999999
split_00,0,lstm,lstm_rankpct,k_of_n,advisory,mechanical_fault,43,4,0.09302325581395349,25,1.299568493888889,19.237154576738654,15.721715750000001,27.879136000000017
split_00,0,lstm,lstm_rankpct,k_of_n,advisory,normal,0,0,,625,27.959377571111112,22.35385957396198,,
split_00,0,lstm,lstm_rankpct,cusum,advisory,altitude_anomaly,114,10,0.08771929824561403,40,1.4421181852777778,27.736977737573763,13.189476499999998,46.977417
split_00,0,lstm,lstm_rankpct,cusum,advisory,external_position_anomaly,185,68,0.3675675675675676,147,2.7663557002777774,53.138502754811796,10.99125416176471,54.092416
split_00,0,lstm,lstm_rankpct,cusum,advisory,global_position_anomaly,51,15,0.29411764705882354,15,0.6878973927777778,21.805577630450014,18.180718133333325,43.88970299999983
split_00,0,lstm,lstm_rankpct,cusum,advisory,mechanical_fault,43,3,0.06976744186046512,16,1.299568493888889,12.311778929112739,24.312233333333285,32.958714999999984
split_00,0,lstm,lstm_rankpct,cusum,advisory,normal,0,0,,375,27.959377571111112,13.412315744377189,,
