epoch,mean_train_gaussian_nll,windows,candidate_windows_before_balancing,observed_target_cells,batches,elapsed_seconds,sampler,train_group_count,group_quota_min,group_quota_max,replacement_window_draws,mean_validation_gaussian_nll
1,1.7626335864135119,9912,9912,76459,10,1.9484149999989313,group_then_source_balanced_epoch_quota,4,2478,2478,4832,1.9990152252976559
2,1.613459420552873,9912,9912,76371,10,1.8146159999996598,group_then_source_balanced_epoch_quota,4,2478,2478,4832,1.946599788101744
3,1.4788296249864386,9912,9912,76541,10,1.6307254999992438,group_then_source_balanced_epoch_quota,4,2478,2478,4832,1.9754233505607637
4,1.3552173228525868,9912,9912,76345,10,1.6337247999981628,group_then_source_balanced_epoch_quota,4,2478,2478,4832,2.13300451119084
5,1.240356849874364,9912,9912,76386,10,1.7614928999973927,group_then_source_balanced_epoch_quota,4,2478,2478,4832,2.3800643726813893
6,1.1310971681338475,9912,9912,76220,10,1.6031899999979942,group_then_source_balanced_epoch_quota,4,2478,2478,4832,2.160016821805111
7,1.0443663988091494,9912,9912,76611,10,1.984939599999052,group_then_source_balanced_epoch_quota,4,2478,2478,4832,1.7728468252977063
8,0.9653898058746045,9912,9912,76484,10,1.5142649000008532,group_then_source_balanced_epoch_quota,4,2478,2478,4832,1.677816548377029
9,0.8767862991194895,9912,9912,76501,10,1.5065462999991723,group_then_source_balanced_epoch_quota,4,2478,2478,4832,1.6372222514315085
10,0.7725608304906088,9912,9912,76289,10,1.5963128000003053,group_then_source_balanced_epoch_quota,4,2478,2478,4832,1.6068508524047442
11,0.6572017185949577,9912,9912,76359,10,1.6947669000001042,group_then_source_balanced_epoch_quota,4,2478,2478,4832,1.5836807037434302
12,0.5236021914205348,9912,9912,76280,10,1.6946169000002556,group_then_source_balanced_epoch_quota,4,2478,2478,4832,1.6431813169855716
13,0.3776066864410855,9912,9912,76093,10,1.6197377999997116,group_then_source_balanced_epoch_quota,4,2478,2478,4832,1.8433851253333664
14,0.2732403705937653,9912,9912,76314,10,1.4974722000006295,group_then_source_balanced_epoch_quota,4,2478,2478,4832,2.0960226263389115
15,0.17481234599814824,9912,9912,76350,10,1.5124959999993735,group_then_source_balanced_epoch_quota,4,2478,2478,4832,2.3427222100171177
16,0.10208252146163824,9912,9912,76459,10,1.4139081000030274,group_then_source_balanced_epoch_quota,4,2478,2478,4832,2.87527513719541
17,0.03587803878289801,9912,9912,76241,10,1.4551909000001615,group_then_source_balanced_epoch_quota,4,2478,2478,4832,3.4676050634916162
18,-0.01802288434366694,9912,9912,76375,10,1.171097099999315,group_then_source_balanced_epoch_quota,4,2478,2478,4832,4.18824103449987
19,-0.058545928005509215,9912,9912,76286,10,0.7529004999996687,group_then_source_balanced_epoch_quota,4,2478,2478,4832,4.641664089280958
20,-0.0986444034582109,9912,9912,76430,10,0.6752252999976918,group_then_source_balanced_epoch_quota,4,2478,2478,4832,5.158046102289819
21,-0.13023852336297123,9912,9912,76202,10,0.7382068000006257,group_then_source_balanced_epoch_quota,4,2478,2478,4832,5.685494315525717
22,-0.16008229662965012,9912,9912,76084,10,0.6369612999988021,group_then_source_balanced_epoch_quota,4,2478,2478,4832,6.0513126593052355
23,-0.18470807916738488,9912,9912,76616,10,0.7985412999987602,group_then_source_balanced_epoch_quota,4,2478,2478,4832,6.373607105552411
24,-0.21002587233314254,9912,9912,76432,10,0.6610755999972753,group_then_source_balanced_epoch_quota,4,2478,2478,4832,6.595121475229086
25,-0.212847695080785,9912,9912,76291,10,0.6425754999982018,group_then_source_balanced_epoch_quota,4,2478,2478,4832,6.525746774574942
26,-0.2371791023011207,9912,9912,76237,10,0.8628471999982139,group_then_source_balanced_epoch_quota,4,2478,2478,4832,6.677134654369236
27,-0.25863229786455855,9912,9912,76379,10,0.6793834999989485,group_then_source_balanced_epoch_quota,4,2478,2478,4832,6.822306226815813
28,-0.28376741087715934,9912,9912,76496,10,0.6661285000009229,group_then_source_balanced_epoch_quota,4,2478,2478,4832,7.079496196786727
29,-0.2850638817590853,9912,9912,76450,10,0.7876355000007607,group_then_source_balanced_epoch_quota,4,2478,2478,4832,6.983475155943681
30,-0.3114212043072785,9912,9912,76241,10,0.7591130000000703,group_then_source_balanced_epoch_quota,4,2478,2478,4832,7.079911953007633
