policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,2796,0.6624022743425728,2796,1425,3,88,1.4630181522622596,1.2951475574258398,32.05832834740987
advisory,4221,2984,0.706941483060886,2984,1237,21,70,10.241127065835817,9.223020484699163,32.90987769413794
