epoch,train_loss,val_loss,split,model
1,3.277736180358463,3.4516422748565674,split_04,lstm_ae
2,2.953497952885098,3.266840934753418,split_04,lstm_ae
3,2.738336318069034,3.104642152786255,split_04,lstm_ae
4,2.5812635156843395,2.978875160217285,split_04,lstm_ae
5,2.495909591515859,2.9209988117218018,split_04,lstm_ae
6,2.4346870283285775,2.881777048110962,split_04,lstm_ae
7,2.3798101345698037,2.8508927822113037,split_04,lstm_ae
8,2.339730381965637,2.824897527694702,split_04,lstm_ae
9,2.315157390303082,2.8006434440612793,split_04,lstm_ae
10,2.28744539949629,2.791437864303589,split_04,lstm_ae
11,2.263235784239239,2.772639274597168,split_04,lstm_ae
12,2.229950394895342,2.757045269012451,split_04,lstm_ae
13,2.2243225110901728,2.7535436153411865,split_04,lstm_ae
14,2.217255883746677,2.7396204471588135,split_04,lstm_ae
15,2.1780732207828097,2.7233431339263916,split_04,lstm_ae
16,2.1495472060309515,2.711796522140503,split_04,lstm_ae
17,2.1411607993973627,2.7121760845184326,split_04,lstm_ae
18,2.144818640417523,2.7111101150512695,split_04,lstm_ae
19,2.109411895275116,2.7004873752593994,split_04,lstm_ae
20,2.0929507745636835,2.698268175125122,split_04,lstm_ae
21,2.082236498594284,2.68264102935791,split_04,lstm_ae
22,2.0735847552617392,2.686933994293213,split_04,lstm_ae
23,2.070816410912408,2.662018060684204,split_04,lstm_ae
24,2.0492419964737363,2.6637351512908936,split_04,lstm_ae
25,2.0394852095180087,2.6585042476654053,split_04,lstm_ae
26,2.0307294262780085,2.6619441509246826,split_04,lstm_ae
27,2.0238242513603635,2.654461145401001,split_04,lstm_ae
28,2.0274425645669303,2.6623928546905518,split_04,lstm_ae
29,1.9999286300606198,2.6467320919036865,split_04,lstm_ae
30,2.0029253694746227,2.6382172107696533,split_04,lstm_ae
31,2.0078256295786963,2.6292483806610107,split_04,lstm_ae
32,1.9921659992800818,2.6268622875213623,split_04,lstm_ae
33,1.9705822070439656,2.6331229209899902,split_04,lstm_ae
34,1.9705197479989793,2.621485471725464,split_04,lstm_ae
35,1.971929324997796,2.631962776184082,split_04,lstm_ae
36,1.9762179884645674,2.600870370864868,split_04,lstm_ae
37,1.9537765052583482,2.6020991802215576,split_04,lstm_ae
38,1.940965900818507,2.6002395153045654,split_04,lstm_ae
39,1.9249476856655545,2.5971202850341797,split_04,lstm_ae
40,1.9228100213739607,2.5935182571411133,split_04,lstm_ae
