policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,2529,0.5991471215351812,2529,1692,1,90,0.6598240469208212,1.2214184448725873,27.099305681169902
advisory,4221,3106,0.7358445865908553,3106,1115,16,75,10.557184750733139,4.667563342905958,31.106596724596137
