policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,3032,0.7183131959251362,3032,1189,8,83,5.2785923753665696,2.6609473263295653,37.64486479286
advisory,4221,3273,0.775408670931059,3273,948,26,65,17.155425219941353,4.536697080955324,40.282403090448916
