split,seed,architecture,score_source,decision,budget,annotation_category,n_events,detected_events,event_onset_recall,false_alarm_events,normal_hours,false_alarms_per_hour,avg_detection_time_s,max_detection_time_s
split_01,1,dense_ae,dense_ae_relerr,threshold,advisory,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_01,1,dense_ae,dense_ae_relerr,threshold,advisory,Battery,2,0,0.0,1,0.06345890611111113,15.758229400442001,,
split_01,1,dense_ae,dense_ae_relerr,threshold,advisory,Position.X,145,53,0.36551724137931035,168,2.3575775725,71.25958524531222,3.323195886792452,28.051547
split_01,1,dense_ae,dense_ae_relerr,threshold,advisory,Position.Y,96,29,0.3020833333333333,92,1.713746643611111,53.683547882050256,3.764260724137932,29.050435999999998
split_01,1,dense_ae,dense_ae_relerr,threshold,advisory,Position.Z,121,11,0.09090909090909091,67,1.5845958772222224,42.28207391114143,10.279016818181818,82.053406
split_01,1,dense_ae,dense_ae_relerr,threshold,advisory,Velocity,2,2,1.0,0,0.0036470161111110933,0.0,4.523490999999979,4.980281999999988
split_01,1,dense_ae,dense_ae_relerr,k_of_n,advisory,Actuator Controls,17,0,0.0,13,0.5114270366666666,25.419070694287573,,
split_01,1,dense_ae,dense_ae_relerr,k_of_n,advisory,Actuator Outputs,25,1,0.04,25,0.7446180683333333,33.57425915806354,6.0008669999999995,6.0008669999999995
split_01,1,dense_ae,dense_ae_relerr,k_of_n,advisory,Actuator Outputs+Controls,42,1,0.023809523809523808,37,1.2128293091666666,30.507178314665442,6.0008669999999995,6.0008669999999995
split_01,1,dense_ae,dense_ae_relerr,k_of_n,advisory,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_01,1,dense_ae,dense_ae_relerr,k_of_n,advisory,Battery,2,0,0.0,1,0.06345890611111113,15.758229400442001,,
split_01,1,dense_ae,dense_ae_relerr,k_of_n,advisory,Position.X,145,38,0.2620689655172414,120,2.3575775725,50.89970374665159,4.825293999999992,30.054802999999993
split_01,1,dense_ae,dense_ae_relerr,k_of_n,advisory,Position.Y,96,21,0.21875,76,1.713746643611111,44.34727868517195,5.581906190476192,31.054261000000004
split_01,1,dense_ae,dense_ae_relerr,k_of_n,advisory,Position.Z,121,16,0.1322314049586777,57,1.5845958772222224,35.971316610971066,12.422313249999998,63.03238499999998
split_01,1,dense_ae,dense_ae_relerr,k_of_n,advisory,Velocity,2,2,1.0,0,0.0036470161111110933,0.0,6.505766499999993,7.008757999999943
split_01,1,dense_ae,dense_ae_relerr,cusum,advisory,Actuator Controls,17,1,0.058823529411764705,21,0.5114270366666666,41.06157573692608,6.000157999999942,6.000157999999942
split_01,1,dense_ae,dense_ae_relerr,cusum,advisory,Actuator Outputs,25,5,0.2,27,0.7446180683333333,36.26019989070863,13.5904724,38.040696999999966
split_01,1,dense_ae,dense_ae_relerr,cusum,advisory,Actuator Outputs+Controls,42,6,0.14285714285714285,44,1.2128293091666666,36.27880664446701,12.325419999999989,38.040696999999966
split_01,1,dense_ae,dense_ae_relerr,cusum,advisory,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_01,1,dense_ae,dense_ae_relerr,cusum,advisory,Battery,2,0,0.0,2,0.06345890611111113,31.516458800884003,,
split_01,1,dense_ae,dense_ae_relerr,cusum,advisory,Position.X,145,56,0.38620689655172413,149,2.3575775725,63.200465485425724,12.018741892857138,58.93031300000001
split_01,1,dense_ae,dense_ae_relerr,cusum,advisory,Position.Y,96,37,0.3854166666666667,132,1.713746643611111,77.02422087424603,10.469508729729734,33.009626000000026
split_01,1,dense_ae,dense_ae_relerr,cusum,advisory,Position.Z,121,18,0.1487603305785124,55,1.5845958772222224,34.709165150937,10.72082672222222,39.044298000000026
split_01,1,dense_ae,dense_ae_relerr,cusum,advisory,Velocity,2,2,1.0,0,0.0036470161111110933,0.0,11.029248999999993,15.037374
split_01,1,dense_ae,dense_ae_rankpct,threshold,critical,Actuator Controls,17,0,0.0,1,0.5114270366666666,1.9553131303298132,,
split_01,1,dense_ae,dense_ae_rankpct,threshold,critical,Actuator Outputs,25,1,0.04,5,0.7446180683333333,6.714851831612708,3.9689970000000017,3.9689970000000017
split_01,1,dense_ae,dense_ae_rankpct,threshold,critical,Actuator Outputs+Controls,42,1,0.023809523809523808,6,1.2128293091666666,4.947109996972774,3.9689970000000017,3.9689970000000017
split_01,1,dense_ae,dense_ae_rankpct,threshold,critical,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_01,1,dense_ae,dense_ae_rankpct,threshold,critical,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_01,1,dense_ae,dense_ae_rankpct,threshold,critical,Position.X,145,77,0.5310344827586206,86,2.3575775725,36.47812101843364,5.74867218181818,64.083507
split_01,1,dense_ae,dense_ae_rankpct,threshold,critical,Position.Y,96,47,0.4895833333333333,96,1.713746643611111,56.01761518126983,10.713761680851066,53.85396999999989
split_01,1,dense_ae,dense_ae_rankpct,threshold,critical,Position.Z,121,2,0.01652892561983471,2,1.5845958772222224,1.2621514600340726,1.4759894999999972,2.9519789999999944
split_01,1,dense_ae,dense_ae_rankpct,threshold,critical,Velocity,2,2,1.0,0,0.0036470161111110933,0.0,4.523490999999979,4.980281999999988
split_01,1,dense_ae,dense_ae_rankpct,k_of_n,critical,Actuator Controls,17,0,0.0,1,0.5114270366666666,1.9553131303298132,,
split_01,1,dense_ae,dense_ae_rankpct,k_of_n,critical,Actuator Outputs,25,0,0.0,7,0.7446180683333333,9.400792564257792,,
split_01,1,dense_ae,dense_ae_rankpct,k_of_n,critical,Actuator Outputs+Controls,42,0,0.0,8,1.2128293091666666,6.596146662630366,,
split_01,1,dense_ae,dense_ae_rankpct,k_of_n,critical,Actuator Thrust,2,0,0.0,0,0.06510427361111108,0.0,,
split_01,1,dense_ae,dense_ae_rankpct,k_of_n,critical,Battery,2,0,0.0,0,0.06345890611111113,0.0,,
split_01,1,dense_ae,dense_ae_rankpct,k_of_n,critical,Position.X,145,65,0.4482758620689655,68,2.3575775725,28.8431654564359,7.135195138461534,85.98408899999998
split_01,1,dense_ae,dense_ae_rankpct,k_of_n,critical,Position.Y,96,31,0.3229166666666667,59,1.713746643611111,34.42749266348875,10.534933387096771,53.04146999999989
