policy,recall_mean,recall_std,fa_mean,fa_std,wind_fa_mean
advisory,0.7159420289855072,0.06920195006558448,10.236681803525732,1.0856415953271723,27.78947368421052
critical,0.5884057971014492,0.08363210461596236,1.19818296325859,0.36171324215403144,26.345864661654133
