case_id,domain,fault_family,knn_family_agreement,knn_domain_agreement
HIL-Wind/dece-wind/TestCase_286_2516000285,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_287_2516000286,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_288_2516000287,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_289_2516000288,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_290_2516000289,HIL,Environment,0.8,1.0
HIL-Wind/dece-wind/TestCase_291_2516000290,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_292_2516000291,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_293_2516000292,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_294_2516000293,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_295_2516000294,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_296_2516000295,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_297_2516000296,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_298_2516000297,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_299_2516000298,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_357_2517000356,HIL,Environment,0.6,1.0
HIL-Wind/dece-wind/TestCase_358_2517000357,HIL,Environment,0.6,1.0
HIL-Wind/dece-wind/TestCase_359_2517000358,HIL,Environment,0.6,1.0
HIL-Wind/dece-wind/TestCase_360_2517000359,HIL,Environment,0.6,1.0
HIL-Wind/dece-wind/TestCase_361_2517000360,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_362_2517000361,HIL,Environment,0.6,1.0
HIL-Wind/dece-wind/TestCase_363_2517000362,HIL,Environment,0.2,1.0
HIL-Wind/dece-wind/TestCase_364_2517000363,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_365_2517000364,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_366_2517000365,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_367_2517000366,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_368_2517000367,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_369_2517000368,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_370_2517000369,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_371_2517000370,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_429_2518000428,HIL,Environment,0.2,1.0
HIL-Wind/dece-wind/TestCase_430_2518000429,HIL,Environment,0.8,1.0
HIL-Wind/dece-wind/TestCase_431_2518000430,HIL,Environment,0.6,1.0
HIL-Wind/dece-wind/TestCase_432_2518000431,HIL,Environment,0.8,1.0
HIL-Wind/dece-wind/TestCase_433_2518000432,HIL,Environment,0.2,1.0
HIL-Wind/dece-wind/TestCase_434_2518000433,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_435_2518000434,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_436_2518000435,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_437_2518000436,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_438_2518000437,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_439_2518000438,HIL,Environment,0.6,1.0
HIL-Wind/dece-wind/TestCase_440_2518000439,HIL,Environment,0.6,1.0
HIL-Wind/dece-wind/TestCase_441_2518000440,HIL,Environment,1.0,1.0
HIL-Wind/dece-wind/TestCase_442_2518000441,HIL,Environment,0.8,1.0
HIL-Wind/dece-wind/TestCase_443_2518000442,HIL,Environment,1.0,1.0
HIL-Wind/hover-wind/TestCase_10_2014000009,HIL,Environment,0.4,1.0
HIL-Wind/hover-wind/TestCase_11_2014000010,HIL,Environment,0.2,1.0
HIL-Wind/hover-wind/TestCase_12_2014000011,HIL,Environment,0.0,1.0
HIL-Wind/hover-wind/TestCase_138_2015000137,HIL,Environment,0.4,0.8
HIL-Wind/hover-wind/TestCase_139_2015000138,HIL,Environment,0.8,0.6
HIL-Wind/hover-wind/TestCase_13_2014000012,HIL,Environment,0.6,1.0
HIL-Wind/hover-wind/TestCase_140_2015000139,HIL,Environment,1.0,0.6
HIL-Wind/hover-wind/TestCase_141_2015000140,HIL,Environment,0.8,0.8
HIL-Wind/hover-wind/TestCase_142_2015000141,HIL,Environment,0.8,0.6
HIL-Wind/hover-wind/TestCase_143_2015000142,HIL,Environment,1.0,0.6
HIL-Wind/hover-wind/TestCase_144_2015000143,HIL,Environment,1.0,0.4
HIL-Wind/hover-wind/TestCase_145_2015000144,HIL,Environment,1.0,0.6
HIL-Wind/hover-wind/TestCase_146_2015000145,HIL,Environment,1.0,0.6
HIL-Wind/hover-wind/TestCase_147_2015000146,HIL,Environment,0.6,0.8
HIL-Wind/hover-wind/TestCase_148_2015000147,HIL,Environment,1.0,0.4
HIL-Wind/hover-wind/TestCase_149_2015000148,HIL,Environment,0.8,0.8
HIL-Wind/hover-wind/TestCase_14_2014000013,HIL,Environment,0.8,1.0
HIL-Wind/hover-wind/TestCase_150_2015000149,HIL,Environment,1.0,0.4
HIL-Wind/hover-wind/TestCase_15_2014000014,HIL,Environment,0.2,1.0
HIL-Wind/hover-wind/TestCase_16_2014000015,HIL,Environment,0.6,1.0
HIL-Wind/hover-wind/TestCase_17_2014000016,HIL,Environment,0.2,1.0
HIL-Wind/hover-wind/TestCase_18_2014000017,HIL,Environment,0.4,0.6
HIL-Wind/hover-wind/TestCase_19_2014000018,HIL,Environment,0.4,1.0
HIL-Wind/hover-wind/TestCase_1_2014000000,HIL,Environment,0.6,1.0
HIL-Wind/hover-wind/TestCase_20_2014000019,HIL,Environment,0.0,1.0
HIL-Wind/hover-wind/TestCase_21_2014000020,HIL,Environment,0.2,0.4
HIL-Wind/hover-wind/TestCase_222_2016000221,HIL,Environment,0.6,0.8
HIL-Wind/hover-wind/TestCase_223_2016000222,HIL,Environment,0.4,1.0
HIL-Wind/hover-wind/TestCase_224_2016000223,HIL,Environment,0.8,0.8
HIL-Wind/hover-wind/TestCase_225_2016000224,HIL,Environment,0.8,0.8
HIL-Wind/hover-wind/TestCase_226_2016000225,HIL,Environment,1.0,0.8
HIL-Wind/hover-wind/TestCase_227_2016000226,HIL,Environment,1.0,1.0
HIL-Wind/hover-wind/TestCase_228_2016000227,HIL,Environment,1.0,1.0
HIL-Wind/hover-wind/TestCase_229_2016000228,HIL,Environment,1.0,1.0
HIL-Wind/hover-wind/TestCase_22_2014000021,HIL,Environment,0.6,1.0
HIL-Wind/hover-wind/TestCase_230_2016000229,HIL,Environment,1.0,1.0
HIL-Wind/hover-wind/TestCase_231_2016000230,HIL,Environment,0.0,0.0
HIL-Wind/hover-wind/TestCase_232_2016000231,HIL,Environment,1.0,0.6
HIL-Wind/hover-wind/TestCase_23_2014000022,HIL,Environment,0.4,1.0
HIL-Wind/hover-wind/TestCase_24_2014000023,HIL,Environment,0.2,0.2
HIL-Wind/hover-wind/TestCase_25_2014000024,HIL,Environment,0.6,0.8
HIL-Wind/hover-wind/TestCase_26_2014000025,HIL,Environment,0.2,1.0
HIL-Wind/hover-wind/TestCase_27_2014000026,HIL,Environment,0.2,0.2
HIL-Wind/hover-wind/TestCase_2_2014000001,HIL,Environment,0.0,0.6
HIL-Wind/hover-wind/TestCase_300_2017000299,HIL,Environment,0.4,1.0
HIL-Wind/hover-wind/TestCase_301_2017000300,HIL,Environment,0.6,1.0
HIL-Wind/hover-wind/TestCase_302_2017000301,HIL,Environment,0.4,1.0
HIL-Wind/hover-wind/TestCase_303_2017000302,HIL,Environment,0.4,1.0
HIL-Wind/hover-wind/TestCase_304_2017000303,HIL,Environment,0.6,1.0
HIL-Wind/hover-wind/TestCase_305_2017000304,HIL,Environment,0.6,1.0
HIL-Wind/hover-wind/TestCase_306_2017000305,HIL,Environment,0.6,1.0
HIL-Wind/hover-wind/TestCase_307_2017000306,HIL,Environment,0.8,1.0
HIL-Wind/hover-wind/TestCase_308_2017000307,HIL,Environment,0.8,1.0
HIL-Wind/hover-wind/TestCase_372_2018000371,HIL,Environment,0.6,1.0
HIL-Wind/hover-wind/TestCase_373_2018000372,HIL,Environment,0.2,1.0
HIL-Wind/hover-wind/TestCase_374_2018000373,HIL,Environment,0.4,1.0
HIL-Wind/hover-wind/TestCase_375_2018000374,HIL,Environment,0.6,1.0
HIL-Wind/hover-wind/TestCase_376_2018000375,HIL,Environment,0.4,0.8
HIL-Wind/hover-wind/TestCase_377_2018000376,HIL,Environment,0.4,1.0
HIL-Wind/hover-wind/TestCase_378_2018000377,HIL,Environment,0.4,1.0
HIL-Wind/hover-wind/TestCase_379_2018000378,HIL,Environment,0.4,1.0
HIL-Wind/hover-wind/TestCase_380_2018000379,HIL,Environment,0.2,1.0
HIL-Wind/hover-wind/TestCase_3_2014000002,HIL,Environment,0.0,1.0
HIL-Wind/hover-wind/TestCase_4_2014000003,HIL,Environment,0.8,0.8
HIL-Wind/hover-wind/TestCase_5_2014000004,HIL,Environment,0.8,1.0
HIL-Wind/hover-wind/TestCase_6_2014000005,HIL,Environment,0.2,1.0
HIL-Wind/hover-wind/TestCase_7_2014000006,HIL,Environment,1.0,0.8
HIL-Wind/hover-wind/TestCase_8_2014000007,HIL,Environment,0.6,1.0
HIL-Wind/hover-wind/TestCase_9_2014000008,HIL,Environment,0.2,0.8
HIL-Wind/waypoint-wind/TestCase_151_2115000150,HIL,Environment,0.2,1.0
HIL-Wind/waypoint-wind/TestCase_152_2115000151,HIL,Environment,0.0,1.0
HIL-Wind/waypoint-wind/TestCase_153_2115000152,HIL,Environment,0.4,1.0
HIL-Wind/waypoint-wind/TestCase_154_2115000153,HIL,Environment,0.0,1.0
HIL-Wind/waypoint-wind/TestCase_155_2115000154,HIL,Environment,0.2,1.0
HIL-Wind/waypoint-wind/TestCase_156_2115000155,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_157_2115000156,HIL,Environment,0.6,1.0
HIL-Wind/waypoint-wind/TestCase_158_2115000157,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_159_2115000158,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_160_2115000159,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_161_2115000160,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_162_2115000161,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_163_2115000162,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_233_2116000232,HIL,Environment,0.4,1.0
HIL-Wind/waypoint-wind/TestCase_234_2116000233,HIL,Environment,0.6,1.0
HIL-Wind/waypoint-wind/TestCase_235_2116000234,HIL,Environment,0.8,1.0
HIL-Wind/waypoint-wind/TestCase_236_2116000235,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_237_2116000236,HIL,Environment,0.2,1.0
HIL-Wind/waypoint-wind/TestCase_238_2116000237,HIL,Environment,0.6,1.0
HIL-Wind/waypoint-wind/TestCase_239_2116000238,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_240_2116000239,HIL,Environment,0.8,1.0
HIL-Wind/waypoint-wind/TestCase_241_2116000240,HIL,Environment,0.6,1.0
HIL-Wind/waypoint-wind/TestCase_242_2116000241,HIL,Environment,0.8,1.0
HIL-Wind/waypoint-wind/TestCase_243_2116000242,HIL,Environment,0.8,1.0
HIL-Wind/waypoint-wind/TestCase_28_2114000027,HIL,Environment,0.0,1.0
HIL-Wind/waypoint-wind/TestCase_29_2114000028,HIL,Environment,0.4,1.0
HIL-Wind/waypoint-wind/TestCase_309_2117000308,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_30_2114000029,HIL,Environment,0.2,0.2
HIL-Wind/waypoint-wind/TestCase_310_2117000309,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_311_2117000310,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_312_2117000311,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_313_2117000312,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_314_2117000313,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_315_2117000314,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_316_2117000315,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_317_2117000316,HIL,Environment,1.0,1.0
HIL-Wind/waypoint-wind/TestCase_31_2114000030,HIL,Environment,0.6,1.0
HIL-Wind/waypoint-wind/TestCase_32_2114000031,HIL,Environment,0.2,0.8
HIL-Wind/waypoint-wind/TestCase_33_2114000032,HIL,Environment,0.4,0.2
HIL-Wind/waypoint-wind/TestCase_34_2114000033,HIL,Environment,0.8,1.0
HIL-Wind/waypoint-wind/TestCase_35_2114000034,HIL,Environment,1.0,0.6
HIL-Wind/waypoint-wind/TestCase_36_2114000035,HIL,Environment,0.2,0.2
HIL-Wind/waypoint-wind/TestCase_37_2114000036,HIL,Environment,0.2,1.0
HIL-Wind/waypoint-wind/TestCase_381_2118000380,HIL,Environment,0.2,1.0
HIL-Wind/waypoint-wind/TestCase_382_2118000381,HIL,Environment,0.2,1.0
HIL-Wind/waypoint-wind/TestCase_383_2118000382,HIL,Environment,0.2,1.0
HIL-Wind/waypoint-wind/TestCase_384_2118000383,HIL,Environment,0.0,1.0
HIL-Wind/waypoint-wind/TestCase_385_2118000384,HIL,Environment,0.4,1.0
HIL-Wind/waypoint-wind/TestCase_386_2118000385,HIL,Environment,0.0,1.0
HIL-Wind/waypoint-wind/TestCase_387_2118000386,HIL,Environment,0.2,1.0
HIL-Wind/waypoint-wind/TestCase_388_2118000387,HIL,Environment,0.4,1.0
HIL-Wind/waypoint-wind/TestCase_389_2118000388,HIL,Environment,0.8,0.4
HIL-Wind/waypoint-wind/TestCase_38_2114000037,HIL,Environment,0.4,1.0
HIL-Wind/waypoint-wind/TestCase_39_2114000038,HIL,Environment,0.4,0.4
HIL-Wind/waypoint-wind/TestCase_40_2114000039,HIL,Environment,0.8,0.8
HIL-Wind/waypoint-wind/TestCase_41_2114000040,HIL,Environment,0.6,0.8
HIL-Wind/waypoint-wind/TestCase_42_2114000041,HIL,Environment,0.2,0.4
HIL-Wind/waypoint-wind/TestCase_43_2114000042,HIL,Environment,0.6,0.6
HIL-Wind/waypoint-wind/TestCase_44_2114000043,HIL,Environment,0.8,0.8
HIL-Wind/waypoint-wind/TestCase_45_2114000044,HIL,Environment,0.0,0.0
HIL-Wind/waypoint-wind/TestCase_46_2114000045,HIL,Environment,0.0,0.0
HIL-Wind/waypoint-wind/TestCase_47_2114000046,HIL,Environment,0.4,0.4
HIL-Wind/waypoint-wind/TestCase_48_2114000047,HIL,Environment,0.6,0.6
HIL-Wind/waypoint-wind/TestCase_49_2114000048,HIL,Environment,0.4,0.6
HIL-Wind/waypoint-wind/TestCase_50_2114000049,HIL,Environment,0.8,0.8
HIL-Wind/waypoint-wind/TestCase_51_2114000050,HIL,Environment,0.0,0.0
HIL-Wind/waypoint-wind/TestCase_52_2114000051,HIL,Environment,0.4,0.6
HIL-Wind/waypoint-wind/TestCase_53_2114000052,HIL,Environment,0.4,0.4
HIL-Wind/waypoint-wind/TestCase_54_2114000053,HIL,Environment,0.4,0.4
HIL_Motor_1/circling-motor-2/TestCase_100_2300000099,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_101_2300000100,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_102_2300000101,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_103_2300000102,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_104_2300000103,HIL,Motor,0.8,1.0
HIL_Motor_1/circling-motor-2/TestCase_105_2300000104,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_106_2300000105,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_107_2300000106,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_108_2300000107,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_109_2300000108,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_110_2300000109,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_111_2300000110,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_112_2300000111,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_113_2300000112,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_114_2300000113,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_115_2300000114,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_116_2300000115,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_117_2300000116,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_118_2300000117,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_119_2300000118,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_120_2300000119,HIL,Motor,0.6,1.0
HIL_Motor_1/circling-motor-2/TestCase_121_2300000120,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_122_2300000121,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_123_2300000122,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_124_2300000123,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_125_2300000124,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_126_2300000125,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_127_2300000126,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_128_2300000127,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_129_2300000128,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_130_2300000129,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_131_2300000130,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_132_2300000131,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_133_2300000132,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_134_2300000133,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_135_2300000134,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_136_2300000135,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_137_2300000136,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_138_2300000137,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_139_2300000138,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_140_2300000139,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_141_2300000140,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_142_2300000141,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_143_2300000142,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_144_2300000143,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_145_2300000144,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_146_2300000145,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_147_2300000146,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_148_2300000147,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_149_2300000148,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_150_2300000149,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_151_2300000150,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_152_2300000151,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_153_2300000152,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_154_2300000153,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_155_2300000154,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_156_2300000155,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_157_2300000156,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_158_2300000157,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_159_2300000158,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_160_2300000159,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_161_2300000160,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_162_2300000161,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_82_2300000081,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_83_2300000082,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_84_2300000083,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_85_2300000084,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_86_2300000085,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_87_2300000086,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_88_2300000087,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_89_2300000088,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_90_2300000089,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_91_2300000090,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_92_2300000091,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_93_2300000092,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_94_2300000093,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_95_2300000094,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_96_2300000095,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_97_2300000096,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_98_2300000097,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-2/TestCase_99_2300000098,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_163_2300000162,HIL,Motor,0.4,1.0
HIL_Motor_1/circling-motor-3/TestCase_164_2300000163,HIL,Motor,0.4,1.0
HIL_Motor_1/circling-motor-3/TestCase_165_2300000164,HIL,Motor,0.6,1.0
HIL_Motor_1/circling-motor-3/TestCase_166_2300000165,HIL,Motor,0.6,1.0
HIL_Motor_1/circling-motor-3/TestCase_167_2300000166,HIL,Motor,0.8,1.0
HIL_Motor_1/circling-motor-3/TestCase_168_2300000167,HIL,Motor,0.6,1.0
HIL_Motor_1/circling-motor-3/TestCase_169_2300000168,HIL,Motor,0.8,1.0
HIL_Motor_1/circling-motor-3/TestCase_170_2300000169,HIL,Motor,0.8,1.0
HIL_Motor_1/circling-motor-3/TestCase_171_2300000170,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_172_2300000171,HIL,Motor,0.4,1.0
HIL_Motor_1/circling-motor-3/TestCase_173_2300000172,HIL,Motor,0.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_174_2300000173,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_175_2300000174,HIL,Motor,0.4,1.0
HIL_Motor_1/circling-motor-3/TestCase_176_2300000175,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_177_2300000176,HIL,Motor,0.6,1.0
HIL_Motor_1/circling-motor-3/TestCase_178_2300000177,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_179_2300000178,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_180_2300000179,HIL,Motor,0.8,1.0
HIL_Motor_1/circling-motor-3/TestCase_181_2300000180,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_182_2300000181,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_183_2300000182,HIL,Motor,0.4,1.0
HIL_Motor_1/circling-motor-3/TestCase_184_2300000183,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_185_2300000184,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_186_2300000185,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_187_2300000186,HIL,Motor,0.2,1.0
HIL_Motor_1/circling-motor-3/TestCase_188_2300000187,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_189_2300000188,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_190_2300000189,HIL,Motor,0.8,1.0
HIL_Motor_1/circling-motor-3/TestCase_191_2300000190,HIL,Motor,0.6,1.0
HIL_Motor_1/circling-motor-3/TestCase_192_2300000191,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_193_2300000192,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_194_2300000193,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_195_2300000194,HIL,Motor,0.6,1.0
HIL_Motor_1/circling-motor-3/TestCase_196_2300000195,HIL,Motor,0.6,1.0
HIL_Motor_1/circling-motor-3/TestCase_197_2300000196,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_198_2300000197,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_199_2300000198,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_200_2300000199,HIL,Motor,0.8,1.0
HIL_Motor_1/circling-motor-3/TestCase_201_2300000200,HIL,Motor,0.8,1.0
HIL_Motor_1/circling-motor-3/TestCase_202_2300000201,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_203_2300000202,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_204_2300000203,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_205_2300000204,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_206_2300000205,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_207_2300000206,HIL,Motor,0.6,1.0
HIL_Motor_1/circling-motor-3/TestCase_208_2300000207,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_209_2300000208,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_210_2300000209,HIL,Motor,0.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_211_2300000210,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_212_2300000211,HIL,Motor,1.0,1.0
HIL_Motor_1/circling-motor-3/TestCase_213_2300000212,HIL,Motor,0.6,1.0
HIL_Motor_1/circling-motor-3/TestCase_214_2300000213,HIL,Motor,0.2,1.0
HIL_Motor_1/circling-motor-3/TestCase_215_2300000214,HIL,Motor,1.0,1.0
