case_id,domain,fault_family,knn_family_agreement,knn_domain_agreement
HIL-NoFault/HIL-NoFault/circling/TestCase_100_2319000099,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_101_2319000100,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_102_2319000101,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_103_2319000102,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_104_2319000103,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_105_2319000104,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_106_2319000105,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_107_2319000106,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_108_2319000107,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_109_2319000108,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_110_2319000109,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_111_2319000110,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_112_2319000111,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_113_2319000112,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_114_2319000113,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_115_2319000114,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_116_2319000115,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_117_2319000116,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_118_2319000117,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_119_2319000118,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_120_2319000119,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_81_2319000080,HIL,NoFault,1.0,0.6
HIL-NoFault/HIL-NoFault/circling/TestCase_82_2319000081,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_83_2319000082,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_84_2319000083,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_85_2319000084,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_86_2319000085,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_87_2319000086,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_88_2319000087,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_89_2319000088,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_90_2319000089,HIL,NoFault,0.8,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_91_2319000090,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_92_2319000091,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_93_2319000092,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_94_2319000093,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_95_2319000094,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_96_2319000095,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_97_2319000096,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_98_2319000097,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/circling/TestCase_99_2319000098,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_201_2519000200,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_202_2519000201,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_203_2519000202,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_204_2519000203,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_205_2519000204,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_206_2519000205,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_207_2519000206,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_208_2519000207,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_209_2519000208,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_210_2519000209,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_211_2519000210,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_212_2519000211,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_213_2519000212,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_214_2519000213,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_215_2519000214,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_216_2519000215,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_217_2519000216,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_218_2519000217,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_219_2519000218,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/dece/TestCase_220_2519000219,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_221_2519000220,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_222_2519000221,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_223_2519000222,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_224_2519000223,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_225_2519000224,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_226_2519000225,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_227_2519000226,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_228_2519000227,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_229_2519000228,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_230_2519000229,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_231_2519000230,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_232_2519000231,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_233_2519000232,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_234_2519000233,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_235_2519000234,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_236_2519000235,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_237_2519000236,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_238_2519000237,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_239_2519000238,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/dece/TestCase_240_2519000239,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_10_2019000009,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_11_2019000010,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_12_2019000011,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_13_2019000012,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/hover/TestCase_14_2019000013,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_15_2019000014,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_16_2019000015,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_17_2019000016,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_18_2019000017,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_19_2019000018,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_1_2019000000,HIL,NoFault,0.0,0.6
HIL-NoFault/HIL-NoFault/hover/TestCase_20_2019000019,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_21_2019000020,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_22_2019000021,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_23_2019000022,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/hover/TestCase_24_2019000023,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_25_2019000024,HIL,NoFault,1.0,0.6
HIL-NoFault/HIL-NoFault/hover/TestCase_26_2019000025,HIL,NoFault,1.0,0.6
HIL-NoFault/HIL-NoFault/hover/TestCase_27_2019000026,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/hover/TestCase_28_2019000027,HIL,NoFault,1.0,0.6
HIL-NoFault/HIL-NoFault/hover/TestCase_29_2019000028,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/hover/TestCase_2_2019000001,HIL,NoFault,0.0,0.4
HIL-NoFault/HIL-NoFault/hover/TestCase_30_2019000029,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/hover/TestCase_31_2019000030,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/hover/TestCase_32_2019000031,HIL,NoFault,1.0,0.6
HIL-NoFault/HIL-NoFault/hover/TestCase_33_2019000032,HIL,NoFault,1.0,0.4
HIL-NoFault/HIL-NoFault/hover/TestCase_34_2019000033,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/hover/TestCase_35_2019000034,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_36_2019000035,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/hover/TestCase_37_2019000036,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_38_2019000037,HIL,NoFault,1.0,0.6
HIL-NoFault/HIL-NoFault/hover/TestCase_39_2019000038,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/hover/TestCase_3_2019000002,HIL,NoFault,0.8,0.2
HIL-NoFault/HIL-NoFault/hover/TestCase_40_2019000039,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/hover/TestCase_4_2019000003,HIL,NoFault,1.0,0.4
HIL-NoFault/HIL-NoFault/hover/TestCase_5_2019000004,HIL,NoFault,1.0,0.4
HIL-NoFault/HIL-NoFault/hover/TestCase_6_2019000005,HIL,NoFault,1.0,0.6
HIL-NoFault/HIL-NoFault/hover/TestCase_7_2019000006,HIL,NoFault,1.0,0.6
HIL-NoFault/HIL-NoFault/hover/TestCase_8_2019000007,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/hover/TestCase_9_2019000008,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_121_2219000120,HIL,NoFault,0.8,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_122_2219000121,HIL,NoFault,0.4,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_123_2219000122,HIL,NoFault,0.2,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_124_2219000123,HIL,NoFault,0.2,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_125_2219000124,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_126_2219000125,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_127_2219000126,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_128_2219000127,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_129_2219000128,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_130_2219000129,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_131_2219000130,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_132_2219000131,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_133_2219000132,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_134_2219000133,HIL,NoFault,0.2,0.8
HIL-NoFault/HIL-NoFault/velocity/TestCase_135_2219000134,HIL,NoFault,0.6,0.4
HIL-NoFault/HIL-NoFault/velocity/TestCase_136_2219000135,HIL,NoFault,0.2,0.2
HIL-NoFault/HIL-NoFault/velocity/TestCase_137_2219000136,HIL,NoFault,0.0,0.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_138_2219000137,HIL,NoFault,0.6,0.4
HIL-NoFault/HIL-NoFault/velocity/TestCase_139_2219000138,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/velocity/TestCase_140_2219000139,HIL,NoFault,0.8,0.8
HIL-NoFault/HIL-NoFault/velocity/TestCase_141_2219000140,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_142_2219000141,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_143_2219000142,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_144_2219000143,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_145_2219000144,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_146_2219000145,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_147_2219000146,HIL,NoFault,0.4,0.2
HIL-NoFault/HIL-NoFault/velocity/TestCase_148_2219000147,HIL,NoFault,0.0,0.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_149_2219000148,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_150_2219000149,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_151_2219000150,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_152_2219000151,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_153_2219000152,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_154_2219000153,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_155_2219000154,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_156_2219000155,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_157_2219000156,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_158_2219000157,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_159_2219000158,HIL,NoFault,0.8,1.0
HIL-NoFault/HIL-NoFault/velocity/TestCase_160_2219000159,HIL,NoFault,0.0,0.6
HIL-NoFault/HIL-NoFault/waypoint/TestCase_41_2119000040,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_42_2119000041,HIL,NoFault,0.8,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_43_2119000042,HIL,NoFault,0.6,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_44_2119000043,HIL,NoFault,0.6,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_45_2119000044,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_46_2119000045,HIL,NoFault,0.6,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_47_2119000046,HIL,NoFault,0.8,0.2
HIL-NoFault/HIL-NoFault/waypoint/TestCase_48_2119000047,HIL,NoFault,0.8,0.4
HIL-NoFault/HIL-NoFault/waypoint/TestCase_49_2119000048,HIL,NoFault,1.0,0.2
HIL-NoFault/HIL-NoFault/waypoint/TestCase_50_2119000049,HIL,NoFault,0.8,0.8
HIL-NoFault/HIL-NoFault/waypoint/TestCase_51_2119000050,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/waypoint/TestCase_52_2119000051,HIL,NoFault,0.8,0.8
HIL-NoFault/HIL-NoFault/waypoint/TestCase_53_2119000052,HIL,NoFault,1.0,0.6
HIL-NoFault/HIL-NoFault/waypoint/TestCase_54_2119000053,HIL,NoFault,0.8,0.6
HIL-NoFault/HIL-NoFault/waypoint/TestCase_55_2119000054,HIL,NoFault,0.6,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_56_2119000055,HIL,NoFault,0.8,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_57_2119000056,HIL,NoFault,1.0,0.6
HIL-NoFault/HIL-NoFault/waypoint/TestCase_58_2119000057,HIL,NoFault,0.8,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_59_2119000058,HIL,NoFault,1.0,0.4
HIL-NoFault/HIL-NoFault/waypoint/TestCase_60_2119000059,HIL,NoFault,1.0,0.6
HIL-NoFault/HIL-NoFault/waypoint/TestCase_61_2119000060,HIL,NoFault,0.8,0.4
HIL-NoFault/HIL-NoFault/waypoint/TestCase_62_2119000061,HIL,NoFault,1.0,0.4
HIL-NoFault/HIL-NoFault/waypoint/TestCase_63_2119000062,HIL,NoFault,0.6,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_64_2119000063,HIL,NoFault,0.8,0.8
HIL-NoFault/HIL-NoFault/waypoint/TestCase_65_2119000064,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_66_2119000065,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_67_2119000066,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_68_2119000067,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_69_2119000068,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_70_2119000069,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_71_2119000070,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_72_2119000071,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_73_2119000072,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_74_2119000073,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/waypoint/TestCase_75_2119000074,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_76_2119000075,HIL,NoFault,0.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_77_2119000076,HIL,NoFault,1.0,0.8
HIL-NoFault/HIL-NoFault/waypoint/TestCase_78_2119000077,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_79_2119000078,HIL,NoFault,1.0,1.0
HIL-NoFault/HIL-NoFault/waypoint/TestCase_80_2119000079,HIL,NoFault,1.0,1.0
HIL-Sensors/acce-gyro/TestCase_100_2403000099,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-gyro/TestCase_101_2403000100,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-gyro/TestCase_102_2403000101,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-gyro/TestCase_103_2403000102,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-gyro/TestCase_104_2403000103,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-gyro/TestCase_105_2403000104,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-gyro/TestCase_106_2403000105,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-gyro/TestCase_107_2403000106,HIL,Sensor,0.8,1.0
HIL-Sensors/acce-gyro/TestCase_108_2403000107,HIL,Sensor,0.6,1.0
HIL-Sensors/acce-gyro/TestCase_109_2403000108,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-gyro/TestCase_110_2403000109,HIL,Sensor,0.6,1.0
HIL-Sensors/acce-gyro/TestCase_111_2403000110,HIL,Sensor,0.6,1.0
HIL-Sensors/acce-gyro/TestCase_135_2403000134,HIL,Sensor,0.4,1.0
HIL-Sensors/acce-gyro/TestCase_136_2403000135,HIL,Sensor,0.4,1.0
HIL-Sensors/acce-gyro/TestCase_97_2403000096,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-gyro/TestCase_98_2403000097,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-gyro/TestCase_99_2403000098,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-mag/TestCase_100_2405000099,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-mag/TestCase_101_2405000100,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-mag/TestCase_102_2405000101,HIL,Sensor,0.6,1.0
HIL-Sensors/acce-mag/TestCase_103_2405000102,HIL,Sensor,0.8,1.0
HIL-Sensors/acce-mag/TestCase_104_2405000103,HIL,Sensor,0.6,1.0
HIL-Sensors/acce-mag/TestCase_105_2405000104,HIL,Sensor,0.6,1.0
HIL-Sensors/acce-mag/TestCase_106_2405000105,HIL,Sensor,0.8,1.0
HIL-Sensors/acce-mag/TestCase_107_2405000106,HIL,Sensor,0.4,1.0
HIL-Sensors/acce-mag/TestCase_108_2405000107,HIL,Sensor,0.4,1.0
HIL-Sensors/acce-mag/TestCase_109_2405000108,HIL,Sensor,0.4,1.0
HIL-Sensors/acce-mag/TestCase_110_2405000109,HIL,Sensor,0.6,1.0
HIL-Sensors/acce-mag/TestCase_111_2405000110,HIL,Sensor,0.6,1.0
HIL-Sensors/acce-mag/TestCase_135_2405000134,HIL,Sensor,0.6,1.0
HIL-Sensors/acce-mag/TestCase_136_2405000135,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-mag/TestCase_97_2405000096,HIL,Sensor,1.0,1.0
HIL-Sensors/acce-mag/TestCase_98_2405000097,HIL,Sensor,0.8,1.0
HIL-Sensors/acce-mag/TestCase_99_2405000098,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_131_2302000130,HIL,Sensor,0.6,1.0
HIL-Sensors/circling-acce/TestCase_132_2302000131,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_55_2302000054,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_56_2302000055,HIL,Sensor,0.4,1.0
HIL-Sensors/circling-acce/TestCase_57_2302000056,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_58_2302000057,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_59_2302000058,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_60_2302000059,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_61_2302000060,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_62_2302000061,HIL,Sensor,0.4,1.0
HIL-Sensors/circling-acce/TestCase_63_2302000062,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_64_2302000063,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_65_2302000064,HIL,Sensor,0.4,1.0
HIL-Sensors/circling-acce/TestCase_66_2302000065,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_67_2302000066,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_68_2302000067,HIL,Sensor,0.6,1.0
HIL-Sensors/circling-acce/TestCase_69_2302000068,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_70_2302000069,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_71_2302000070,HIL,Sensor,0.4,1.0
HIL-Sensors/circling-acce/TestCase_72_2302000071,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_73_2302000072,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_74_2302000073,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_75_2302000074,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_76_2302000075,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_77_2302000076,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_78_2302000077,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_79_2302000078,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_80_2302000079,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-acce/TestCase_81_2302000080,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_131_2304000130,HIL,Sensor,0.2,1.0
HIL-Sensors/circling-baro/TestCase_132_2304000131,HIL,Sensor,0.2,1.0
HIL-Sensors/circling-baro/TestCase_55_2304000054,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_56_2304000055,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_57_2304000056,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_58_2304000057,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_59_2304000058,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_60_2304000059,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_61_2304000060,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_62_2304000061,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_63_2304000062,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_64_2304000063,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_65_2304000064,HIL,Sensor,0.6,1.0
HIL-Sensors/circling-baro/TestCase_66_2304000065,HIL,Sensor,0.6,1.0
HIL-Sensors/circling-baro/TestCase_67_2304000066,HIL,Sensor,0.8,1.0
HIL-Sensors/circling-baro/TestCase_68_2304000067,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_69_2304000068,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_70_2304000069,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_71_2304000070,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_72_2304000071,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_73_2304000072,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_74_2304000073,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_75_2304000074,HIL,Sensor,1.0,1.0
HIL-Sensors/circling-baro/TestCase_76_2304000075,HIL,Sensor,1.0,1.0
