split,seed,architecture,score_source,decision,budget,n_events,detected_events,event_onset_recall,false_alarm_events,normal_hours,false_alarms_per_hour,avg_detection_time_s,max_detection_time_s
split_03,3,usad,usad_relerr,cusum,advisory,393,88,0.22391857506361323,326,34.67820707944444,9.40071668795233,14.74422332954545,64.11107700000001
split_03,3,usad,usad_rankpct,threshold,critical,393,102,0.2595419847328244,246,34.67820707944444,7.093792347350531,6.724309735294119,51.998351000000014
split_03,3,usad,usad_rankpct,k_of_n,critical,393,81,0.20610687022900764,144,34.67820707944444,4.152463813083238,8.8873492962963,32.057963
split_03,3,usad,usad_rankpct,cusum,critical,393,35,0.089058524173028,40,34.67820707944444,1.1534621703008994,28.497903914285715,80.94601500000003
split_03,3,usad,usad_rankpct,threshold,advisory,393,111,0.2824427480916031,1127,34.67820707944444,32.49879664822784,4.922846954954954,31.96318199999999
split_03,3,usad,usad_rankpct,k_of_n,advisory,393,93,0.2366412213740458,707,34.67820707944444,20.387443860068398,5.726864107526879,32.979411
split_03,3,usad,usad_rankpct,cusum,advisory,393,97,0.24681933842239187,308,34.67820707944444,8.881658711316925,14.932412927835049,47.93156800000003
split_04,4,usad,usad_relerr,threshold,critical,393,96,0.24427480916030533,177,33.43955370305555,5.293132844169106,4.1873504375,30.054137999999995
split_04,4,usad,usad_relerr,k_of_n,critical,393,96,0.24427480916030533,761,33.43955370305555,22.75748075939373,5.693686062500002,38.01960100000002
split_04,4,usad,usad_relerr,cusum,critical,393,72,0.183206106870229,377,33.43955370305555,11.274073911026854,22.35565186111111,72.12798500000001
split_04,4,usad,usad_relerr,threshold,advisory,393,82,0.20865139949109415,1110,33.43955370305555,33.19422292106049,4.576479560975607,38.955983
split_04,4,usad,usad_relerr,k_of_n,advisory,393,73,0.18575063613231552,970,33.43955370305555,29.007564174260075,5.685557876712323,32.057963
split_04,4,usad,usad_relerr,cusum,advisory,393,121,0.30788804071246817,1245,33.43955370305555,37.231358141189475,12.189766900826443,43.567082
split_04,4,usad,usad_rankpct,threshold,critical,393,99,0.25190839694656486,163,33.43955370305555,4.874466969489064,3.8478154646464637,30.054137999999995
split_04,4,usad,usad_rankpct,k_of_n,critical,393,76,0.19338422391857507,675,33.43955370305555,20.185676100644898,6.866353618421047,53.08285900000001
split_04,4,usad,usad_rankpct,cusum,critical,393,75,0.19083969465648856,371,33.43955370305555,11.09464567902112,20.290948613333338,83.98559
split_04,4,usad,usad_rankpct,threshold,advisory,393,78,0.1984732824427481,1146,33.43955370305555,34.270792313094894,8.479058897435896,210.960291
split_04,4,usad,usad_rankpct,k_of_n,advisory,393,69,0.17557251908396945,873,33.43955370305555,26.106807756834066,5.773249492753618,32.057963
split_04,4,usad,usad_rankpct,cusum,advisory,393,134,0.34096692111959287,1060,33.43955370305555,31.69898765434606,11.382344865671643,50.04199700000001
