policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,2713,0.6427386875148069,2713,1508,3,87,1.6757176105508147,1.9513017712279348,24.670287044220323
advisory,4221,3142,0.7443733712390429,3142,1079,18,72,10.054305663304888,5.20347138994116,33.51435221101629
