score_col,threshold,normal_test_hours,false_events,false_events_per_hour,event_recall,median_detection_delay_s,flight_tp,flight_fp,flight_tn,flight_fn,flight_precision,flight_recall,flight_f1
hard_rule_score,1.0,310.8016500000159,7937,25.53718746345006,0.818,0.0,409,245,5,91,0.6253822629969419,0.818,0.708838821490468
