policy,fault_flights,detected_fault_flights,event_recall,flight_tp,flight_fn,flight_fp,flight_tn,normal_validation_fa_per_hour,all_nonfault_fa_per_hour,environment_fa_per_hour
critical,4221,2529,0.5991471215351812,2529,1692,3,87,1.6757176105508147,2.9738958035025886,28.65213096049757
advisory,4221,2868,0.6794598436389481,2868,1353,19,71,10.61287820015516,4.163454124903624,31.857963795238554
