split,seed,calibration,score_source,decision,budget,flight_label,n_events,detected_events,event_onset_recall,false_alarm_events,normal_hours,false_alarms_per_hour,avg_detection_time_s,max_detection_time_s
split_00,0,drift_corrected,itki_komutu,threshold,critical,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,drift_corrected,itki_komutu,threshold,critical,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,drift_corrected,itki_komutu,threshold,critical,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,drift_corrected,itki_komutu,k_of_n,critical,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,drift_corrected,itki_komutu,k_of_n,critical,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,drift_corrected,itki_komutu,k_of_n,critical,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,drift_corrected,itki_komutu,k_of_n,critical,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,drift_corrected,itki_komutu,k_of_n,critical,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,drift_corrected,itki_komutu,cusum,critical,altitude_anomaly,114,0,0.0,11,1.4421181852777778,7.627668877832785,,
split_00,0,drift_corrected,itki_komutu,cusum,critical,external_position_anomaly,185,1,0.005405405405405406,36,2.7663557002777774,13.01351087872942,10.048799999999972,10.048799999999972
split_00,0,drift_corrected,itki_komutu,cusum,critical,global_position_anomaly,51,1,0.0196078431372549,5,0.6878973927777778,7.268525876816671,79.937332,79.937332
split_00,0,drift_corrected,itki_komutu,cusum,critical,mechanical_fault,43,1,0.023255813953488372,4,1.299568493888889,3.0779447322781848,19.004676999999987,19.004676999999987
split_00,0,drift_corrected,itki_komutu,cusum,critical,normal,0,0,,276,27.959377571111112,9.87146438786161,,
split_00,0,none,itki_komutu,threshold,advisory,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,none,itki_komutu,threshold,advisory,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,none,itki_komutu,threshold,advisory,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,none,itki_komutu,threshold,advisory,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,none,itki_komutu,threshold,advisory,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,none,itki_komutu,k_of_n,advisory,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,none,itki_komutu,k_of_n,advisory,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,none,itki_komutu,k_of_n,advisory,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,none,itki_komutu,k_of_n,advisory,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,none,itki_komutu,k_of_n,advisory,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,none,itki_komutu,cusum,advisory,altitude_anomaly,114,6,0.05263157894736842,78,1.4421181852777778,54.08710658826884,5.148407999999996,23.978379000000018
split_00,0,none,itki_komutu,cusum,advisory,external_position_anomaly,185,28,0.15135135135135136,227,2.7663557002777774,82.05741581865496,22.48313653571429,95.02549599999998
split_00,0,none,itki_komutu,cusum,advisory,global_position_anomaly,51,6,0.11764705882352941,31,0.6878973927777778,45.064860436263366,60.838860666666676,170.00311499999998
split_00,0,none,itki_komutu,cusum,advisory,mechanical_fault,43,3,0.06976744186046512,40,1.299568493888889,30.77944732278185,23.019772999999986,39.06840300000002
split_00,0,none,itki_komutu,cusum,advisory,normal,0,0,,1337,27.959377571111112,47.81937640061947,,
split_00,0,drift_corrected,itki_komutu,threshold,advisory,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,drift_corrected,itki_komutu,threshold,advisory,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,drift_corrected,itki_komutu,threshold,advisory,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,drift_corrected,itki_komutu,threshold,advisory,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,drift_corrected,itki_komutu,threshold,advisory,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,drift_corrected,itki_komutu,k_of_n,advisory,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,drift_corrected,itki_komutu,k_of_n,advisory,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,drift_corrected,itki_komutu,k_of_n,advisory,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,drift_corrected,itki_komutu,k_of_n,advisory,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,drift_corrected,itki_komutu,k_of_n,advisory,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,drift_corrected,itki_komutu,cusum,advisory,altitude_anomaly,114,0,0.0,22,1.4421181852777778,15.25533775566557,,
split_00,0,drift_corrected,itki_komutu,cusum,advisory,external_position_anomaly,185,7,0.03783783783783784,73,2.7663557002777774,26.38850817075688,23.610940714285665,115.124843
split_00,0,drift_corrected,itki_komutu,cusum,advisory,global_position_anomaly,51,1,0.0196078431372549,9,0.6878973927777778,13.083346578270008,64.96705800000001,64.96705800000001
split_00,0,drift_corrected,itki_komutu,cusum,advisory,mechanical_fault,43,1,0.023255813953488372,10,1.299568493888889,7.694861830695462,2.036783000000014,2.036783000000014
split_00,0,drift_corrected,itki_komutu,cusum,advisory,normal,0,0,,439,27.959377571111112,15.701350964750896,,
split_00,0,none,ml14_fusion,threshold,critical,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,none,ml14_fusion,threshold,critical,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,none,ml14_fusion,threshold,critical,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,none,ml14_fusion,threshold,critical,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,none,ml14_fusion,threshold,critical,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,none,ml14_fusion,k_of_n,critical,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,none,ml14_fusion,k_of_n,critical,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,none,ml14_fusion,k_of_n,critical,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,none,ml14_fusion,k_of_n,critical,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,none,ml14_fusion,k_of_n,critical,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,none,ml14_fusion,cusum,critical,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,none,ml14_fusion,cusum,critical,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,none,ml14_fusion,cusum,critical,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,none,ml14_fusion,cusum,critical,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,none,ml14_fusion,cusum,critical,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,drift_corrected,ml14_fusion,threshold,critical,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,drift_corrected,ml14_fusion,threshold,critical,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,drift_corrected,ml14_fusion,threshold,critical,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,drift_corrected,ml14_fusion,threshold,critical,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,drift_corrected,ml14_fusion,threshold,critical,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,drift_corrected,ml14_fusion,k_of_n,critical,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,drift_corrected,ml14_fusion,k_of_n,critical,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,drift_corrected,ml14_fusion,k_of_n,critical,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,drift_corrected,ml14_fusion,k_of_n,critical,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,drift_corrected,ml14_fusion,k_of_n,critical,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,drift_corrected,ml14_fusion,cusum,critical,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,drift_corrected,ml14_fusion,cusum,critical,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,drift_corrected,ml14_fusion,cusum,critical,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,drift_corrected,ml14_fusion,cusum,critical,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,drift_corrected,ml14_fusion,cusum,critical,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,none,ml14_fusion,threshold,advisory,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,none,ml14_fusion,threshold,advisory,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,none,ml14_fusion,threshold,advisory,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,none,ml14_fusion,threshold,advisory,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,none,ml14_fusion,threshold,advisory,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,none,ml14_fusion,k_of_n,advisory,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,none,ml14_fusion,k_of_n,advisory,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,none,ml14_fusion,k_of_n,advisory,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,none,ml14_fusion,k_of_n,advisory,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,none,ml14_fusion,k_of_n,advisory,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,none,ml14_fusion,cusum,advisory,altitude_anomaly,114,1,0.008771929824561403,1,1.4421181852777778,0.6934244434393441,125.030001,125.030001
split_00,0,none,ml14_fusion,cusum,advisory,external_position_anomaly,185,0,0.0,4,2.7663557002777774,1.4459456531921577,,
split_00,0,none,ml14_fusion,cusum,advisory,global_position_anomaly,51,1,0.0196078431372549,4,0.6878973927777778,5.814820701453337,44.960684999999984,44.960684999999984
split_00,0,none,ml14_fusion,cusum,advisory,mechanical_fault,43,0,0.0,2,1.299568493888889,1.5389723661390924,,
split_00,0,none,ml14_fusion,cusum,advisory,normal,0,0,,99,27.959377571111112,3.540851356515578,,
split_00,0,drift_corrected,ml14_fusion,threshold,advisory,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,drift_corrected,ml14_fusion,threshold,advisory,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,drift_corrected,ml14_fusion,threshold,advisory,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,drift_corrected,ml14_fusion,threshold,advisory,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,drift_corrected,ml14_fusion,threshold,advisory,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,drift_corrected,ml14_fusion,k_of_n,advisory,altitude_anomaly,114,0,0.0,0,1.4421181852777778,0.0,,
split_00,0,drift_corrected,ml14_fusion,k_of_n,advisory,external_position_anomaly,185,0,0.0,0,2.7663557002777774,0.0,,
split_00,0,drift_corrected,ml14_fusion,k_of_n,advisory,global_position_anomaly,51,0,0.0,0,0.6878973927777778,0.0,,
split_00,0,drift_corrected,ml14_fusion,k_of_n,advisory,mechanical_fault,43,0,0.0,0,1.299568493888889,0.0,,
split_00,0,drift_corrected,ml14_fusion,k_of_n,advisory,normal,0,0,,0,27.959377571111112,0.0,,
split_00,0,drift_corrected,ml14_fusion,cusum,advisory,altitude_anomaly,114,1,0.008771929824561403,1,1.4421181852777778,0.6934244434393441,125.030001,125.030001
split_00,0,drift_corrected,ml14_fusion,cusum,advisory,external_position_anomaly,185,0,0.0,4,2.7663557002777774,1.4459456531921577,,
split_00,0,drift_corrected,ml14_fusion,cusum,advisory,global_position_anomaly,51,1,0.0196078431372549,4,0.6878973927777778,5.814820701453337,44.960684999999984,44.960684999999984
split_00,0,drift_corrected,ml14_fusion,cusum,advisory,mechanical_fault,43,0,0.0,2,1.299568493888889,1.5389723661390924,,
split_00,0,drift_corrected,ml14_fusion,cusum,advisory,normal,0,0,,99,27.959377571111112,3.540851356515578,,
