epoch,train_loss,validation_loss
1,4.675194263458252,8.539172172546387
2,4.640964349110921,8.33612060546875
3,4.624460697174072,8.217283248901367
4,4.623213291168213,8.215381622314453
5,4.607839425404866,8.218835830688477
6,4.607982794443767,8.16473388671875
7,4.601870854695638,8.17760944366455
8,4.59490950902303,8.211888313293457
