epoch,mean_train_gaussian_nll,windows,candidate_windows_before_balancing,observed_target_cells,batches,elapsed_seconds,sampler,train_group_count,group_quota_min,group_quota_max,replacement_window_draws,mean_validation_gaussian_nll
1,1.974733726125935,8245,8245,69906,9,1.8754429000000528,group_then_source_balanced_epoch_quota,4,2061,2062,4673,1.8916427495943509
2,1.8053822761821603,8245,8245,69962,9,1.5199450999971305,group_then_source_balanced_epoch_quota,4,2061,2062,4675,1.7943973512145737
3,1.6712449566861938,8245,8245,69969,9,1.3886235000027227,group_then_source_balanced_epoch_quota,4,2061,2062,4684,1.7248643519298006
4,1.5746232670703084,8245,8245,70047,9,1.4495128999988083,group_then_source_balanced_epoch_quota,4,2061,2062,4659,1.6951646953069597
5,1.4931599201275307,8245,8245,69975,9,1.5749900999981037,group_then_source_balanced_epoch_quota,4,2061,2062,4682,1.8401757874403704
6,1.4111449513763759,8245,8245,70089,9,1.3173621999994793,group_then_source_balanced_epoch_quota,4,2061,2062,4696,2.787295589380249
7,1.3556333020693387,8245,8245,69897,9,0.849200299999211,group_then_source_balanced_epoch_quota,4,2061,2062,4681,3.4413601047776488
8,1.2890886889808022,8245,8245,70034,9,1.330364900000859,group_then_source_balanced_epoch_quota,4,2061,2062,4698,3.3316899442786654
9,1.2027549210471666,8245,8245,70057,9,1.4231883000029484,group_then_source_balanced_epoch_quota,4,2061,2062,4681,3.185487030494789
10,1.0711953526202473,8245,8245,70217,9,1.5698327999998583,group_then_source_balanced_epoch_quota,4,2061,2062,4696,3.9321722280030627
11,0.9064391131066419,8245,8245,69778,9,1.3916275999981735,group_then_source_balanced_epoch_quota,4,2061,2062,4682,4.659419797023796
12,0.7053945208235206,8245,8245,70066,9,1.438015900002938,group_then_source_balanced_epoch_quota,4,2061,2062,4702,6.336783374101746
13,0.5500856838561866,8245,8245,69874,9,1.4556556000025012,group_then_source_balanced_epoch_quota,4,2061,2062,4690,11.712028028782534
14,0.4326694699019653,8245,8245,69967,9,1.3676257000006444,group_then_source_balanced_epoch_quota,4,2061,2062,4692,15.240335371118045
15,0.36827084927266723,8245,8245,69834,9,1.471290899997257,group_then_source_balanced_epoch_quota,4,2061,2062,4668,17.13964308210646
16,0.3190557735387378,8245,8245,69810,9,1.4129112999980862,group_then_source_balanced_epoch_quota,4,2061,2062,4678,19.73870339254852
17,0.2688747718594003,8245,8245,69799,9,1.1748890999988362,group_then_source_balanced_epoch_quota,4,2061,2062,4700,21.859453618085396
18,0.25158458491199337,8245,8245,70042,9,0.9875577999991947,group_then_source_balanced_epoch_quota,4,2061,2062,4703,21.293501013377366
19,0.2296876910453086,8245,8245,69839,9,0.5211893999985477,group_then_source_balanced_epoch_quota,4,2061,2062,4666,19.85415294740349
20,0.20463907682515423,8245,8245,69882,9,0.6355734000026132,group_then_source_balanced_epoch_quota,4,2061,2062,4720,20.548532610191558
21,0.17876254938986333,8245,8245,69854,9,0.5597701000006055,group_then_source_balanced_epoch_quota,4,2061,2062,4693,22.24286408580205
22,0.1636550959254584,8245,8245,69870,9,0.5709463999992295,group_then_source_balanced_epoch_quota,4,2061,2062,4698,23.659619612827264
23,0.14012347472820025,8245,8245,69802,9,0.5345686999971804,group_then_source_balanced_epoch_quota,4,2061,2062,4664,24.97089163653114
24,0.12508727008501883,8245,8245,69806,9,0.6000378999997338,group_then_source_balanced_epoch_quota,4,2061,2062,4705,26.75640814159437
25,0.11148295335834349,8245,8245,69983,9,0.5626403999995091,group_then_source_balanced_epoch_quota,4,2061,2062,4699,28.385026627990186
26,0.09510568682321165,8245,8245,69930,9,0.5686867000003986,group_then_source_balanced_epoch_quota,4,2061,2062,4696,30.29803902478411
27,0.089809842221721,8245,8245,69986,9,0.5487914000004821,group_then_source_balanced_epoch_quota,4,2061,2062,4688,31.54482765365554
28,0.077490395022479,8245,8245,69934,9,0.5876547999978357,group_then_source_balanced_epoch_quota,4,2061,2062,4697,32.44492679772638
29,0.06841942568980648,8245,8245,69767,9,0.5756516000001284,group_then_source_balanced_epoch_quota,4,2061,2062,4696,32.84400346912568
30,0.058050950105725585,8245,8245,69770,9,0.6079780000000028,group_then_source_balanced_epoch_quota,4,2061,2062,4680,32.235765429280455
