epoch,train_loss,validation_loss
1,11.035977286677207,6.6837849617004395
2,7.802304944684429,6.4490861892700195
3,6.907718489246983,5.30034065246582
4,5.533506501105524,4.899204254150391
5,4.896421713213766,4.422257900238037
6,4.662636003186626,4.115086555480957
7,4.357416245245164,3.889090061187744
8,4.173785048146402,3.590522527694702
9,3.8863644292277675,3.1700098514556885
10,3.5353385786856375,2.8687994480133057
11,3.482216650439847,2.676347255706787
12,3.1260224773037817,2.511263370513916
13,2.9107588375768354,2.3504116535186768
14,2.7836463797476982,2.247870683670044
15,2.735273330442367,2.1850569248199463
16,2.5942234377707205,2.1564791202545166
17,2.645672975047942,2.1612842082977295
18,2.585167731008222,2.0637660026550293
19,2.5036922827843697,1.984450101852417
20,2.4194078099343086,1.9197710752487183
21,2.5142961471311507,1.8168323040008545
22,2.2603669858747915,1.8004881143569946
23,2.1482368130837717,1.757239818572998
24,2.135171332666951,1.632396936416626
25,2.0207585653951092,1.7081303596496582
