epoch,train_loss,val_loss,split,model
1,3.219863017400106,3.0338194370269775,split_02,lstm_ae
2,2.9055852322351363,2.8041508197784424,split_02,lstm_ae
3,2.646953616823469,2.675530433654785,split_02,lstm_ae
4,2.561325271924337,2.560575485229492,split_02,lstm_ae
5,2.4198303392955234,2.521791696548462,split_02,lstm_ae
6,2.4197564607574824,2.47312331199646,split_02,lstm_ae
7,2.291737062590463,2.4252426624298096,split_02,lstm_ae
8,2.2533592581748962,2.3953919410705566,split_02,lstm_ae
9,2.239540469078791,2.3694064617156982,split_02,lstm_ae
10,2.23551630122321,2.3539743423461914,split_02,lstm_ae
11,2.1535035840102603,2.3241589069366455,split_02,lstm_ae
12,2.176855172429766,2.3066084384918213,split_02,lstm_ae
13,2.145646776471819,2.286933660507202,split_02,lstm_ae
14,2.1557318766911826,2.2585391998291016,split_02,lstm_ae
15,2.1558979465847923,2.2405030727386475,split_02,lstm_ae
16,2.0799880822499595,2.228681802749634,split_02,lstm_ae
17,2.054432062875657,2.2168092727661133,split_02,lstm_ae
18,2.106384203547523,2.219532012939453,split_02,lstm_ae
19,2.0564648849623546,2.195756196975708,split_02,lstm_ae
20,2.0040783399627324,2.1898155212402344,split_02,lstm_ae
21,1.9820457980746315,2.1805145740509033,split_02,lstm_ae
22,1.9633319832029796,2.167374610900879,split_02,lstm_ae
23,1.9619970236505782,2.1659979820251465,split_02,lstm_ae
24,1.942634954338982,2.166889190673828,split_02,lstm_ae
25,1.9262345064254034,2.1582603454589844,split_02,lstm_ae
26,1.9398717199053084,2.1404106616973877,split_02,lstm_ae
27,1.9374400462423051,2.150803565979004,split_02,lstm_ae
28,1.9015072811217535,2.1328887939453125,split_02,lstm_ae
29,1.9224295303935097,2.13291335105896,split_02,lstm_ae
30,1.9079538186391194,2.1336216926574707,split_02,lstm_ae
31,1.8481787790854771,2.1290183067321777,split_02,lstm_ae
32,1.8780856842086429,2.124459981918335,split_02,lstm_ae
33,1.8409649261406489,2.1216049194335938,split_02,lstm_ae
34,1.8402987264451527,2.114614248275757,split_02,lstm_ae
35,1.8631108346439542,2.1288235187530518,split_02,lstm_ae
36,1.8323296961330233,2.1208407878875732,split_02,lstm_ae
37,1.8530990452993483,2.1224782466888428,split_02,lstm_ae
38,1.8739247095017206,2.110947608947754,split_02,lstm_ae
39,1.843740687483833,2.111114978790283,split_02,lstm_ae
40,1.867535846573966,2.1131930351257324,split_02,lstm_ae
