candidate,rotation,policy,event_recall,all_nonfault_fa_per_hour,wind_fa_per_hour,real_motor_recall,real_sensor_recall,real_macro_recall,real_normal_fa_per_hour,real_normal_alarm_flight_rate
R2,0,critical,0.5361288794124615,2.75946319817473,33.38155991056162,0.2244897959183673,0.240506329113924,0.2324980625161457,15.98224195338513,0.3
R2,0,advisory,0.646529258469557,11.964859960835744,42.614757332631854,0.3520408163265306,0.3987341772151899,0.3753874967708602,59.93340732519423,0.85
R2,1,critical,0.4278606965174129,2.0481494789795183,7.368514728130284,0.1071428571428571,0.1582278481012658,0.1326853526220615,0.0,0.0
R2,1,advisory,0.4093816631130064,12.97879985627021,13.135178428406158,0.173469387755102,0.189873417721519,0.1816714027383105,0.0,0.0
R2,2,critical,0.5065150438284767,0.6287527929512234,25.833979829325056,0.2704081632653061,0.0,0.135204081632653,0.0,0.0
R2,2,advisory,0.6143094053541814,2.580054564179158,33.28161365399534,0.3571428571428571,0.0886075949367088,0.222875226039783,0.0,0.0
R2,3,critical,0.7867803837953091,8.217242441260122,35.412205567451814,0.3571428571428571,0.379746835443038,0.3684448462929476,35.96004439511654,0.6
R2,3,advisory,0.7990997393982469,10.086773790329886,36.13490364025696,0.3112244897959184,0.3860759493670886,0.3486502195815035,47.94672586015538,0.9
R2,4,critical,0.7157071783937455,2.5300810643789307,37.16531237511656,0.2091836734693877,0.310126582278481,0.2596551278739344,6.474820143884893,0.0909090909090909
R2,4,advisory,0.7701966358682777,4.820240648515032,40.28240309044892,0.2244897959183673,0.3670886075949367,0.295789201756652,6.474820143884893,0.0909090909090909
