epoch,train_loss,validation_loss
1,6.138252737570782,3.4090304374694824
2,3.613453991559087,2.138115167617798
3,2.784984975445027,1.839240550994873
4,2.4112526981198057,1.659076452255249
5,2.132817417991405,1.5030406713485718
6,1.9167171035494124,1.4009864330291748
7,1.809083224559317,1.3465495109558105
8,1.6889537256591174,1.2770304679870605
9,1.5873839198326578,1.2178102731704712
10,1.5447856491925764,1.1657813787460327
11,1.475413244597766,1.1107475757598877
12,1.3844216478114226,1.0871996879577637
13,1.3368690573439306,1.0342446565628052
14,1.2991663393925648,1.0331780910491943
15,1.2485882579063883,1.0049692392349243
16,1.2174018153122492,0.9732259511947632
17,1.1928339892504167,0.9511377215385437
18,1.1552344098383067,0.9336519837379456
19,1.1360426654621048,0.9235116243362427
20,1.0900057864432433,0.8967165350914001
21,1.0712813078140726,0.8721286654472351
22,1.0330079739191094,0.8734862804412842
23,1.0481556088340527,0.8514544367790222
24,1.0024973774442867,0.830797016620636
25,0.9638422678927986,0.8134101629257202
